token,tokenToMatch,endReason,tag,tagIndex
IF,if,s,,
Love,love,s,,
be,be,s,considrd,0
called,called,s,strd,0
a,a,s,considrd,0
lifting,lifting,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Sense,sense,n,,
To,to,s,considrd,0
knowledge,knowledge,s,,
of,of,s,considrd,0
that,that,s,considrd,0
pure,pure,s,,
intelligence,intelligence,c,,
",",",",n,,
Wherein,wherein,s,,
the,the,s,considrd,0
Soul,soul,s,strd,0
has,has,s,strd,0
rest,rest,c,,
",",",",s,,
and,and,s,,
residence,residence,c,,
:,:,n,,
When,when,s,,
were,were,s,,
the,the,s,considrd,0
Senses,senses,s,,
in,in,s,considrd,0
such,such,s,,
order,order,s,,
placed,placed,c,strd,0
?,?,nn,,
The,the,s,considrd,0
Sight,sight,c,,
",",",",s,,
the,the,s,considrd,0
Hearing,hearing,c,,
",",",",s,,
Smelling,smelling,c,,
",",",",s,,
Touching,touching,c,,
",",",",s,,
Taste,taste,c,,
",",",",n,,
All,all,s,,
at,at,s,considrd,0
one,one,s,,
Banquet,banquet,c,,
?,?,nn,,
'Would,'would,s,,
it,it,s,,
ever,ever,s,,
last,last,c,,
!,!,nn,,
We,we,s,strd,0
wish,wish,s,,
the,the,s,considrd,0
same,same,c,,
:,:,s,,
who,who,s,considrd,0
set,set,s,,
it,it,s,,
forth,forth,s,,
thus,thus,c,,
?,?,nn,,
Love,love,c,,
!,!,nn,,
But,but,s,,
to,to,s,considrd,0
what,what,s,,
end,end,c,,
",",",",s,,
or,or,s,considrd,0
to,to,s,considrd,0
what,what,s,,
object,object,c,,
?,?,nn,,
Love,love,c,,
!,!,nn,,
Does,does,s,strd,0
Love,love,s,,
then,then,s,,
feast,feast,s,,
it,it,s,,
self,self,c,strd,0
?,?,nn,,
Love,love,s,,
will,will,s,,
feast,feast,s,,
Love,love,c,,
!,!,nn,,
You,you,s,considrd,0
make,make,s,,
of,of,s,considrd,0
Love,love,c,,
",",",",s,,
a,a,s,considrd,0
riddle,riddle,c,,
",",",",s,,
or,or,s,considrd,0
a,a,s,considrd,0
chain,chain,c,strd,0
",",",",n,,
A,a,s,considrd,0
circle,circle,c,,
",",",",s,,
a,a,s,considrd,0
mere,mere,s,,
knott,knott,c,,
",",",",s,,
untie't,untie't,s,,
again,again,c,strd,0
.,.,nn,,
Love,love,s,,
is,is,s,considrd,0
a,a,s,considrd,0
Circle,circle,c,,
",",",",s,,
both,both,s,,
the,the,s,considrd,0
first,first,c,,
",",",",s,,
and,and,s,,
last,last,n,,
Of,of,s,considrd,0
all,all,s,,
our,our,s,,
Actions,actions,c,,
",",",",s,,
and,and,s,,
his,his,s,considrd,0
knotts,knotts,c,,
",",",",s,,
too,too,c,,
",",",",s,,
fast,fast,c,,
.,.,nn,,
A,a,s,considrd,0
true-love,true-love,s,,
Knot,knot,c,,
",",",",s,,
will,will,s,,
hardly,hardly,s,,
be,be,s,considrd,0
unti'd,unti'd,c,,
",",",",n,,
And,and,s,,
if,if,s,,
it,it,s,,
could,could,c,,
",",",",s,,
who,who,s,considrd,0
would,would,s,,
this,this,s,considrd,0
