token,tokenToMatch,endReason,tag,tagIndex
GRegory,gregory,c,,
:,:,s,,
A,a,s,considrd,0
my,my,s,considrd,0
word,word,s,,
we,we,s,strd,0
will,will,s,strd,1
not,not,s,,
carry,carry,s,,
coals,coals,c,strd,0
.,.,nnn,,
No,no,c,considrd,0
",",",",s,,
for,for,s,considrd,0
then,then,s,,
we,we,s,considrd,0
should,should,s,,
be,be,s,considrd,0
Colliars,colliars,c,,
.,.,nnn,,
I,i,s,considrd,0
mean,mean,c,,
",",",",s,,
if,if,s,,
we,we,s,considrd,0
be,be,s,considrd,0
in,in,s,considrd,0
choler,choler,c,strd,0
",",",",s,,
we,we,s,strd,0
will,will,s,strd,1
draw,draw,c,,
.,.,nnn,,
I,i,c,considrd,0
",",",",s,,
While,while,s,,
you,you,s,considrd,0
live,live,c,strd,0
",",",",s,,
draw,draw,s,,
your,your,s,,
neck,neck,s,strd,0
out,out,s,,
of,of,s,strd,0
th,th,s,,
Collar,collar,c,,
.,.,nnn,,
I,i,s,considrd,0
strike,strike,s,,
quickly,quickly,c,,
",",",",s,,
being,being,s,,
moved,moved,c,strd,0
.,.,nnn,,
But,but,s,,
thou,thou,s,considrd,0
art,art,s,,
not,not,s,,
quickly,quickly,s,,
moved,moved,s,strd,0
to,to,s,considrd,0
strike,strike,c,,
.,.,nnn,,
A,a,s,considrd,0
dog,dog,s,,
of,of,s,considrd,0
the,the,s,considrd,0
house,house,s,,
of,of,s,considrd,0
Mountague,mountague,c,,
",",",",s,,
moves,moves,s,strd,0
me,me,c,,
.,.,nnn,,
To,to,s,considrd,0
move,move,c,strd,0
",",",",s,,
is,is,s,considrd,0
to,to,s,considrd,0
stir,stir,c,,
:,:,s,,
and,and,s,,
to,to,s,considrd,0
be,be,s,considrd,0
valiant,valiant,c,,
",",",",s,,
is,is,s,considrd,0
to,to,s,considrd,0
stand,stand,c,,
:,:,n,,
Therefore,therefore,c,,
",",",",s,,
if,if,s,,
thou,thou,s,considrd,0
art,art,s,,
moved,moved,c,strd,0
",",",",s,,
thou,thou,s,considrd,0
runst,runst,s,,
away,away,c,,
.,.,nn,,
A,a,s,considrd,0
dog,dog,s,strd,0
of,of,s,considrd,0
that,that,s,considrd,0
house,house,s,,
shall,shall,s,considrd,0
move,move,s,strd,0
me,me,s,,
to,to,s,considrd,0
stand,stand,c,,
.,.,n,,
I,i,s,considrd,0
will,will,s,,
take,take,s,considrd,0
the,the,s,considrd,0
wall,wall,s,,
of,of,s,considrd,0
any,any,s,,
Man,man,s,,
or,or,s,considrd,0
Maid,maid,s,,
of,of,s,considrd,0
Mountagues,mountagues,c,,
.,.,nn,,
That,that,s,considrd,0
shows,shows,s,strd,0
thee,thee,s,,
a,a,s,considrd,0
weak,weak,s,strd,0
slave,slave,c,strd,0
",",",",s,,
for,for,s,considrd,0
the,the,s,considrd,0
weakest,weakest,s,,
goes,goes,s,,
to,to,s,considrd,0
the,the,s,considrd,0
wall,wall,c,,
.,.,nnn,,
True,true,c,,
",",",",s,,
and,and,s,,
therefore,therefore,s,,
women,women,s,,
being,being,s,,
the,the,s,considrd,0
weaker,weaker,s,,
Vessels,vessels,c,,
",",",",s,,
are,are,s,,
ever,ever,s,strd,0
thrust,thrust,s,,
to,to,s,considrd,0
the,the,n,considrd,0
wall,wall,c,,
:,:,s,,
therefore,therefore,s,,
I,i,s,considrd,0
will,will,s,,
push,push,s,,
Mountagues,mountagues,s,,
men,men,s,,
from,from,s,,
the,the,s,considrd,0
wall,wall,c,,
",",",",s,,
and,and,s,,
thrust,thrust,s,,
his,his,s,considrd,0
Maids,maids,n,strd,0
to,to,s,considrd,0
the,the,s,considrd,0
wall,wall,nnn,,
The,the,s,considrd,0
Quarrel,quarrel,s,strd,0
is,is,s,considrd,0
between,between,s,strd,0
our,our,s,,
Masters,masters,c,,
",",",",s,,
and,and,s,,
us,us,s,strd,0
their,their,s,considrd,0
men,men,c,,
.,.,nnn,,
It,it,s,strd,0
Is,is,s,strd,1
all,all,s,,
one,one,c,,
",",",",s,,
I,i,s,considrd,0
will,will,s,,
show,show,s,strd,0
my,my,s,considrd,0
self,self,s,strd,0
a,a,s,considrd,0
tyrant,tyrant,c,,
:,:,s,,
when,when,s,,
I,i,s,considrd,0
have,have,s,strd,0
fought,fought,s,,
with,with,s,considrd,0
the,the,s,considrd,0
men,men,c,,
",",",",n,,
I,i,s,considrd,0
will,will,s,,
be,be,s,strd,0
civil,civil,s,strd,0
with,with,s,considrd,0
the,the,s,considrd,0
Maids,maids,c,,
",",",",s,,
and,and,s,,
cut,cut,s,,
off,off,s,,
their,their,s,considrd,0
heads,heads,nnn,,
The,the,s,considrd,0
heads,heads,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Maids,maids,c,,
?,?,nnn,,
I,i,c,considrd,0
",",",",s,,
the,the,s,considrd,0
heads,heads,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Maids,maids,c,,
",",",",s,,
or,or,s,considrd,0
their,their,s,considrd,0
Maiden-heads,maiden-heads,c,,
",",",",n,,
Take,take,s,considrd,0
it,it,s,,
in,in,s,considrd,0
what,what,s,,
sense,sense,s,strd,0
thou,thou,s,strd,0
will,will,s,strd,1
.,.,nn,,
They,they,s,considrd,0
must,must,s,,
take,take,s,considrd,0
it,it,s,,
sense,sense,c,strd,0
",",",",s,,
that,that,s,considrd,0
feel,feel,s,strd,0
it,it,c,,
*,*,nnn,,
Me,me,s,,
they,they,s,considrd,0
shall,shall,s,considrd,0
feel,feel,s,strd,0
while,while,s,,
I,i,s,considrd,0
am,am,s,,
able,able,s,,
