tokenIndex,original
10,inuention
16,newes
24,induc'd
47,mixt
55,haire
85,seuerall
100,keepe
113,Ianuarie
119,siluer
124,ash-colour
125,ash-colour
131,siluer
149,Lawrell
152,vpon
158,Lawrell
163,signe
177,discouer'd
178,himselfe
188,sonne
199,aske
217,starres
234,'mong
245,doe
260,dutie
265,cheare
273,loue
276,feare
288,DO'st
302,haire
322,north-wind
323,north-wind
330,raigne
333,vnkind
342,call'd
349,vp
350,warres
358,Freedome
383,doth
388,doe
394,twelue
404,Moones
419,againe
424,assign'd
429,returne
434,waues
436,leaue
438,blacknesse
442,beautie
444,receiue
448,receiu'd
457,Haue
459,return'd
461,looke
467,Shewing
473,vnfit
477,haue
482,pompe
493,haue
494,beene
495,faine
501,entertaine
510,turn'd
513,yeare
518,look'd
538,caus'd
578,foure
581,blacke
586,Syre
590,Faithfull
599,Vpon
611,seeke
620,fauor
644,preuent
651,deeme
653,colour
657,chang'd
661,esteeme
671,magicke
673,tost
675,Nymphes
689,Iland
694,arriu'd
701,charmes
703,darknesse
715,chang'd
721,Twelue
724,pietie
725,mou'd
730,Streight
732,themselues
750,doe
764,euer
768,hath
772,wandring
779,quell'd
784,toyle
788,desperat
793,successe
794,vnto
801,returne
803,expresse
832,loue
837,verie
843,brest
856,beare
863,wonne
868,iust
874,haue
879,had'st
883,vnluckie
887,neuer
890,goodnesse
920,calme
934,newes
936,ile
937,ile
946,vse
951,ioy
956,charmes
964,vnto
966,Goddesse
967,knowne
973,siluer
974,Moone
982,vertue
1005,Beautie
1007,Queene
1008,Hath
1017,seene
1019,turne
1020,vnto
1035,Heauen
1037,whirl'd
1042,whil'st
1046,contrarie
1055,Skie
1061,Loues
1064,chast
1067,Doe
1074,mouing
1080,Heauens
1084,moue
1094,Beautie
1096,Loue
1111,Greekes
1125,haue
1126,excell'd
1141,liue
1143,againe
1153,flowry
1159,hymnes
1173,fountaines
1184,chast
1200,ayre
1202,eccho
1210,doe
1222,neere
1234,vertuous
1235,Goddesse
1238,chast
1239,Moone
1247,th'
1248,Iland
1252,soone
1254,fixe
1256,selfe
1257,vnto
1276,drest
1299,vpon
1302,foure
1318,sonne
1321,loue
1327,selfe
1328,hast
1336,colour
1343,hayre
1403,vaile
1409,Eccho
1419,Yeeld
1429,Blacknesse
1430,hath
1432,Beautie
1439,duety
1454,raignes
1456,Loues
1464,Loues
1470,Eccho
1482,spake
1485,Riuer
1491,betweene
1496,vpon
1501,flow'd
1506,crown'd
1515,Siluer
1540,Receiue
1542,Nymphes
1566,fruitfull
1571,faire
1579,hayre
1583,siluer
1584,feete
1591,againe
1601,Windes
1606,Riuer
1607,receiu'd
1620,comming
1624,dauncing
1625,foorth
1629,Daunce
1634,deuice
1672,beautie
1680,loue
1686,ayre
1709,himselfe
1720,loue
1755,prettie
1756,battaile
1764,obiects
1777,politie
1798,Loues
1814,Vpon
1820,meane
1821,surprize
1834,Loues
1845,beautie
1853,deceipt
1855,mix'd
1865,fix'd
1868,doe
1870,warre
1879,musique
1882,harts
1891,foule
1896,seene
1898,moue
1902,haue
1910,soules
1916,doe
1917,moue
1926,soule
1939,beautie
1943,Inough
1946,haue
1947,prou'd
1949,thankfull
1953,vse
1955,seate
1958,seate
1967,vncertayne
1977,hauing
1980,clayme
1987,vrged
1990,ayme
2020,beames
2031,th'
2033,compass'd
2035,neuer
2038,hayre
2042,weares
2044,beame
2052,adorne
2065,Enioy
2067,happinesse
2071,enuy
2075,Beautie
2084,conquer'd
2088,turne
2093,heauen
2098,euen
2104,goe
2109,doe
2116,euer
2153,Th'
