token,tokenToMatch,endReason,tag,tagIndex
GOod,good,s,,
day,day,s,,
Sir,sir,c,,
.,.,nnn,,
I,i,s,considrd,0
am,am,s,,
glad,glad,s,,
you,you,s,strd,0
are,are,s,strd,1
well,well,c,,
.,.,nnn,,
I,i,s,considrd,0
have,have,s,strd,0
not,not,s,,
seen,seen,s,strd,0
you,you,s,considrd,0
long,long,c,,
",",",",s,,
how,how,s,,
goes,goes,s,,
the,the,s,considrd,0
World,world,c,,
?,?,nnn,,
It,it,s,,
wears,wears,s,strd,0
sir,sir,c,,
",",",",s,,
as,as,s,considrd,0
it,it,s,,
grows,grows,c,strd,0
.,.,nnn,,
I,i,s,considrd,0
that,that,s,strd,0
is,is,s,strd,1
well,well,s,,
known,known,c,strd,0
:,:,n,,
But,but,s,,
what,what,s,,
particular,particular,s,,
Rarity,rarity,c,,
?,?,s,,
What,what,s,,
strange,strange,c,,
",",",",n,,
Which,which,s,considrd,0
manifold,manifold,s,,
record,record,s,,
not,not,s,,
matches,matches,c,,
:,:,s,,
see,see,n,,
Magic,magic,s,strd,0
of,of,s,considrd,0
Bounty,bounty,c,,
",",",",s,,
all,all,s,,
these,these,s,,
spirits,spirits,s,,
thy,thy,s,considrd,0
power,power,n,,
Has,has,s,strd,0
coniur'd,coniur'd,s,,
to,to,s,considrd,0
attend,attend,c,,
.,.,n,,
I,i,s,considrd,0
know,know,s,,
the,the,s,considrd,0
Merchant,merchant,c,,
.,.,nn,,
I,i,s,considrd,0
know,know,s,,
them,them,s,,
both,both,c,,
:,:,s,,
the,the,s,strd,0
others,others,s,,
a,a,s,considrd,0
Ieweller,ieweller,c,,
.,.,nnn,,
O,o,s,,
it,it,s,strd,0
is,is,s,strd,1
a,a,s,considrd,0
worthy,worthy,s,,
Lord,lord,c,,
.,.,nnn,,
Nay,nay,s,,
that,that,s,strd,0
is,is,s,strd,1
most,most,s,,
fixed,fixed,c,strd,0
.,.,nnn,,
A,a,s,considrd,0
most,most,s,,
incomparable,incomparable,s,,
man,man,c,,
",",",",s,,
breathed,breathed,s,strd,0
as,as,s,considrd,0
it,it,s,,
were,were,c,,
",",",",n,,
To,to,s,considrd,0
an,an,s,,
vntyreable,vntyreable,s,,
and,and,s,,
continuate,continuate,s,,
goodness,goodness,c,strd,0
:,:,n,,
He,he,s,considrd,0
passes,passes,c,,
.,.,nn,,
I,i,s,considrd,0
have,have,s,strd,0
a,a,s,considrd,0
Jewel,jewel,s,strd,0
here,here,c,strd,0
.,.,nnn,,
O,o,s,,
pray,pray,s,,
let,let,s,strd,0
us,us,s,strd,1
see,see,c,strd,0
it,it,c,strd,1
.,.,s,,
For,for,s,considrd,0
the,the,s,considrd,0
Lord,lord,s,,
Timon,timon,c,,
",",",",s,,
sir,sir,c,,
?,?,nnn,,
If,if,s,,
he,he,s,considrd,0
will,will,s,,
touch,touch,s,,
the,the,s,considrd,0
estimate,estimate,c,,
.,.,s,,
But,but,s,,
for,for,s,considrd,0
that,that,s,considrd,0
--,--,nnn,,
When,when,s,,
we,we,s,considrd,0
for,for,s,considrd,0
recompense,recompense,s,strd,0
have,have,s,strd,0
praised,praised,s,strd,0
the,the,s,considrd,0
vild,vild,c,,
",",",",n,,
It,it,s,,
stains,stains,s,strd,0
the,the,s,considrd,0
glory,glory,s,,
in,in,s,considrd,0
that,that,s,considrd,0
happy,happy,s,,
Verse,verse,c,,
",",",",n,,
Which,which,s,considrd,0
aptly,aptly,s,,
sings,sings,s,,
the,the,s,considrd,0
good,good,c,,
.,.,nn,,
It,it,s,strd,0
Is,is,s,strd,1
a,a,s,considrd,0
good,good,s,,
form,form,c,strd,0
.,.,nnn,,
And,and,s,,
rich,rich,c,,
:,:,s,,
here,here,s,strd,0
is,is,s,considrd,0
a,a,s,considrd,0
Water,water,s,,
look,look,s,strd,0
ye,ye,c,,
.,.,nnn,,
You,you,s,considrd,0
are,are,s,,
rapt,rapt,s,,
sir,sir,c,,
",",",",s,,
in,in,s,considrd,0
some,some,s,,
work,work,c,strd,0
",",",",s,,
some,some,s,,
Dedication,dedication,s,,
to,to,s,considrd,0
the,the,s,considrd,0
great,great,s,considrd,0
Lord,lord,c,,
.,.,nnn,,
A,a,s,considrd,0
thing,thing,s,,
slipped,slipped,s,strd,0
idly,idly,s,strd,0
