token,tokenToMatch,endReason,tag,tagIndex
Lo,lo,s,strd,0
how,how,s,,
the,the,s,considrd,0
trustlesse,trustlesse,s,,
world,world,s,,
the,the,s,considrd,0
worldlings,worldlings,s,,
tosses,tosses,c,,
",",",",n,,
And,and,s,,
leads,leads,s,strd,0
her,her,s,,
lovers,lovers,s,strd,0
headlong,headlong,s,,
unto,unto,s,strd,0
death,death,c,,
",",",",n,,
Those,those,s,,
that,that,s,considrd,0
do,do,s,strd,0
court,court,s,,
her,her,s,,
most,most,s,,
have,have,s,strd,0
maniest,maniest,s,,
crosses,crosses,c,,
",",",",n,,
And,and,s,,
yet,yet,s,,
vain,vain,s,strd,0
man,man,c,,
",",",",s,,
this,this,s,considrd,0
halfe-spent,halfe-spent,s,,
spark,spark,s,strd,0
of,of,s,considrd,0
breath,breath,c,,
",",",",n,,
This,this,s,considrd,0
dying,dying,s,,
substance,substance,c,,
",",",",s,,
and,and,s,,
this,this,s,considrd,0
living,living,s,strd,0
shadow,shadow,c,,
",",",",n,,
The,the,s,considrd,0
sport,sport,s,,
of,of,s,considrd,0
Fortune,fortune,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
spoil,spoil,s,strd,0
of,of,s,considrd,0
Time,time,c,,
",",",",n,,
Who,who,s,considrd,0
like,like,s,,
the,the,s,considrd,0
glory,glory,s,,
of,of,s,considrd,0
a,a,s,considrd,0
halfe-mow'd,halfe-mow'd,s,,
meadow,meadow,n,,
Does,does,s,strd,0
flourish,flourish,s,,
now,now,c,,
",",",",s,,
and,and,s,,
strait,strait,s,,
falls,falls,s,strd,0
in,in,s,considrd,0
his,his,s,considrd,0
prime,prime,c,,
",",",",n,,
Still,still,s,,
toils,toils,s,strd,0
t'attaine,t'attaine,s,,
(,(,c,,
such,such,s,,
is,is,s,considrd,0
his,his,s,considrd,0
foolish,foolish,s,,
nature,nature,c,,
),),n,,
A,a,s,considrd,0
constant,constant,s,,
good,good,s,,
in,in,s,considrd,0
this,this,s,considrd,0
inconstant,inconstant,s,,
ill,ill,c,,
:,:,n,,
Unreasonable,unreasonable,s,strd,0
reasonable,reasonable,s,,
creature,creature,n,,
That,that,s,considrd,0
makes,makes,s,,
his,his,s,considrd,0
reason,reason,s,,
subject,subject,s,strd,0
to,to,s,considrd,0
his,his,s,considrd,0
will,will,c,,
.,.,n,,
Whilst,whilst,s,,
in,in,s,considrd,0
the,the,s,considrd,0
Stage,stage,s,,
of,of,s,considrd,0
Contemplation,contemplation,s,,
placed,placed,n,strd,0
Of,of,s,considrd,0
worldly,worldly,s,,
humors,humors,s,strd,0
I,i,s,considrd,0
behold,behold,s,,
the,the,s,considrd,0
strife,strife,c,,
",",",",n,,
Though,though,s,,
different,different,s,,
sprites,sprites,s,,
have,have,s,strd,0
diverse,diverse,s,strd,0
parts,parts,s,strd,0
embraced,embraced,c,strd,0
",",",",n,,
All,all,s,,
act,act,s,,
this,this,s,considrd,0
transitory,transitory,s,strd,0
Scene,scene,s,,
of,of,s,considrd,0
Life,life,c,,
:,:,n,,
Of,of,s,considrd,0
curious,curious,s,,
minds,minds,s,strd,0
who,who,s,considrd,0
can,can,s,,
the,the,s,considrd,0
fancies,fancies,s,,
fetter,fetter,c,,
",",",",n,,
The,the,s,considrd,0
Soul,soul,s,strd,0
vnsatisfide,vnsatisfide,c,,
",",",",s,,
a,a,s,considrd,0
prey,prey,s,,
t'each,t'each,s,,
snare,snare,c,,
",",",",n,,
Still,still,s,,
loathing,loathing,s,,
what,what,s,,
it,it,s,,
has,has,c,strd,0
",",",",s,,
does,does,s,strd,0
dream,dream,s,strd,0
of,of,s,considrd,0
better,better,c,,
",",",",n,,
Which,which,s,considrd,0
gotten,gotten,c,,
",",",",s,,
but,but,s,,
begets,begets,s,,
a,a,s,considrd,0
greater,greater,s,,
care,care,c,,
.,.,n,,
And,and,s,,
yet,yet,s,,
all,all,s,,
labor,labor,s,strd,0
for,for,s,considrd,0
t'attaine,t'attaine,s,,
the,the,s,considrd,0
top,top,n,,
Of,of,s,considrd,0
th'vnsure,th'vnsure,s,,
sovereign,sovereign,s,strd,0
bliss,bliss,s,strd,0
that,that,s,considrd,0
they,they,s,considrd,0
surmise,surmise,c,,
",",",",n,,
Flowers,flowers,s,strd,0
of,of,s,considrd,0
Felicity,felicity,c,strd,0
",",",",s,,
that,that,s,considrd,0
few,few,s,,
can,can,s,,
crop,crop,c,,
",",",",n,,
Yea,yea,c,,
",",",",s,,
scarce,scarce,s,,
can,can,s,,
be,be,s,considrd,0
discerned,discerned,s,,
by,by,s,considrd,0
the,the,s,considrd,0
wise,wise,c,,
.,.,n,,
Some,some,s,,
place,place,s,,
their,their,s,considrd,0
happiness,happiness,s,strd,0
(,(,c,,
unhappy,unhappy,s,strd,0
beasts,beasts,c,,
",",",",n,,
And,and,s,,
I,i,s,considrd,0
must,must,s,,
say,say,c,,
",",",",s,,
more,more,s,,
senseless,senseless,s,strd,0
then,then,s,,
their,their,s,considrd,0
treasures,treasures,c,,
),),n,,
In,in,s,considrd,0
gorgeous,gorgeous,s,,
garments,garments,c,,
",",",",s,,
and,and,s,,
in,in,s,considrd,0
dainty,dainty,s,,
feasts,feasts,c,,
",",",",n,,
To,to,s,considrd,0
pamper,pamper,s,,
breath-toss'd,breath-toss'd,s,,
flesh,flesh,s,,
with,with,s,considrd,0
flying,flying,s,,
pleasures,pleasures,c,,
.,.,n,,
Some,some,s,,
more,more,s,,
austerely,austerely,s,,
with,with,s,considrd,0
a,a,s,considrd,0
wrinckled,wrinckled,s,,
brow,brow,n,,
That,that,s,considrd,0
triumph,triumph,s,,
over,over,s,strd,0
their,their,s,considrd,0
Passions,passions,s,,
with,with,s,considrd,0
respects,respects,c,strd,0
",",",",n,,
