token,tokenToMatch,endReason,tag,tagIndex
THE,the,s,considrd,0
Mother-in-Law,mother-in-law,c,,
.,.,nn,,
A,a,s,considrd,0
COMEDY,comedy,c,,
",",",",s,,
Acted,acted,s,,
at,at,s,considrd,0
the,the,s,considrd,0
Roman,roman,s,,
Sports,sports,c,,
",",",",s,,
WHEN,when,s,,
S,s,c,,
.,.,s,,
Julius,julius,s,,
Caesar,caesar,c,,
",",",",s,,
and,and,s,,
Cn,cn,c,,
.,.,s,,
Cornelius,cornelius,n,,
Dolabella,dolabella,c,,
",",",",s,,
were,were,s,,
Curule,curule,s,,
Edil's,edil's,nn,,
At,at,s,considrd,0
that,that,s,considrd,0
time,time,s,,
it,it,s,,
was,was,s,,
not,not,s,,
Acted,acted,s,,
quite,quite,s,,
through,through,c,,
.,.,nn,,
Flaccus,flaccus,s,,
made,made,s,,
free,free,s,,
by,by,s,considrd,0
Claudius,claudius,c,,
",",",",s,,
Composed,composed,s,strd,0
the,the,s,considrd,0
Music,music,c,strd,0
",",",",s,,
which,which,s,considrd,0
was,was,s,,
performed,performed,s,strd,0
upon,upon,n,,
two,two,s,,
Equal,equal,s,,
FLUTES,flutes,nn,,
It,it,s,,
was,was,s,,
taken,taken,s,,
wholly,wholly,s,,
from,from,s,,
the,the,s,considrd,0
Greek,greek,s,,
of,of,s,considrd,0
Apollodorus,apollodorus,c,,
.,.,nn,,
Acted,acted,s,,
first,first,s,,
under,under,s,,
the,the,s,considrd,0
Consulship,consulship,s,,
of,of,s,considrd,0
Cn,cn,c,,
.,.,s,,
Octavius,octavius,s,,
and,and,s,,
T,t,c,,
.,.,s,,
Manlius,manlius,c,,
.,.,nn,,
It,it,s,,
was,was,s,,
Acted,acted,s,,
a,a,s,considrd,0
second,second,s,,
time,time,s,,
at,at,s,considrd,0
a,a,s,considrd,0
Funeral,funeral,s,,
Solemnity,solemnity,c,,
.,.,nn,,
Acted,acted,s,,
a,a,s,considrd,0
third,third,s,,
time,time,c,,
",",",",s,,
when,when,s,,
Q,q,c,,
.,.,s,,
Fulvius,fulvius,c,,
",",",",s,,
and,and,s,,
L,l,c,,
.,.,s,,
Murcie,murcie,c,,
",",",",s,,
were,were,s,,
Curule,curule,s,,
Edil's,edil's,c,,
.,.,nn,,
A,a,c,considrd,0
.,.,s,,
V,v,c,,
.,.,s,,
C,c,c,,
.,.,s,,
588,588,c,,
.,.,s,,
Before,before,s,,
Christ,christ,s,,
155,155,c,,
.,.,nn,,
Scene,scene,c,,
",",",",s,,
ATHENS,athens,c,,
.,.,nn,,
TIME,time,c,,
",",",",s,,
about,about,s,,
Six,six,s,,
or,or,s,considrd,0
Seven,seven,s,,
Hours,hours,c,,
.,.,nn,,
The,the,s,considrd,0
Street,street,c,,
",",",",s,,
before,before,s,,
and,and,s,,
s,s,s,,
Door,door,c,,
.,.,s,,
The,the,s,considrd,0
Forenoon,forenoon,s,,
In,in,c,strd,0
Faith,faith,c,strd,1
",",",",s,,
old,old,s,,
Syra,syra,c,,
",",",",s,,
there,there,s,strd,0
is,is,s,strd,1
not,not,s,,
one,one,n,,
in,in,s,considrd,0
forty,forty,s,,
of,of,s,considrd,0
these,these,s,,
young,young,s,,
Fellows,fellows,s,,
that,that,s,considrd,0
keeps,keeps,s,,
touch,touch,s,,
with,with,s,considrd,0
a,a,s,considrd,0
Mistress,mistress,s,,
--,--,s,,
Why,why,s,,
here,here,n,strd,0
is,is,n,strd,1
Mr,mr,c,,
.,.,s,,
Pamphilus,pamphilus,s,,
now,now,c,,
",",",",s,,
how,how,s,,
many,many,s,,
thousand,thousand,s,,
Oaths,oaths,s,,
has,has,s,considrd,0
he,he,s,considrd,0
sworn,sworn,s,,
to,to,s,considrd,0
Bacchis,bacchis,s,,
(,(,c,,
and,and,n,,
solemnly,solemnly,s,,
too,too,c,,
",",",",s,,
that,that,s,considrd,0
one,one,s,,
could,could,s,strd,0
not,not,s,strd,1
but,but,s,,
believe,believe,s,,
him,him,c,,
),),s,,
that,that,s,considrd,0
he,he,s,strd,0
would,would,s,strd,1
never,never,s,considrd,0
marry,marry,s,,
while,while,n,,
she,she,s,considrd,0
lived,lived,c,,
.,.,s,,
Very,very,s,,
good,good,c,,
",",",",s,,
yet,yet,s,,
my,my,s,considrd,0
Gentleman's,gentleman's,s,,
married,married,s,strd,0
for,for,s,considrd,0
all,all,s,,
that,that,nnn,considrd,0
For,for,s,considrd,0
that,that,s,considrd,0
Reason,reason,c,,
",",",",s,,
Girl,girl,c,,
",",",",s,,
let,let,s,,
me,me,s,,
advise,advise,s,,
and,and,s,,
conjure,conjure,s,,
you,you,s,considrd,0
as,as,s,considrd,0
a,a,s,considrd,0
Friend,friend,s,,
to,to,s,considrd,0
pity,pity,s,,
none,none,n,,
of,of,s,considrd,0
the,the,s,considrd,0
Sex,sex,c,,
;,;,s,,
but,but,s,,
fleece,fleece,s,,
em,em,s,,
maul,maul,s,,
'em,'em,c,,
",",",",s,,
pick,pick,s,,
the,the,s,considrd,0
very,very,s,,
Bones,bones,s,,
of,of,s,considrd,0
every,every,s,,
Creature,creature,s,,
of,of,n,considrd,0
em,em,c,,
",",",",s,,
that,that,s,considrd,0
you,you,s,considrd,0
get,get,s,,
in,in,s,considrd,0
your,your,s,,
Clu^ches,clu^ches,nnn,,
What,what,s,,
all,all,s,,
without,without,s,,
exception,exception,c,,
?,?,nnn,,
Ay,ay,s,,
every,every,s,strd,0
Mothers,mothers,s,,
Son,son,s,,
of,of,s,considrd,0
em,em,c,,
.,.,s,,
--,--,s,,
Take,take,s,considrd,0
this,this,s,considrd,0
from,from,s,,
an,an,s,,
old,old,s,,
Woman,woman,c,,
",",",",s,,
that,that,s,considrd,0
there,there,s,strd,0
is,is,s,strd,1
none,none,n,,
of,of,s,considrd,0
these,these,s,,
Sparks,sparks,s,,
that,that,s,considrd,0
are,are,s,,
so,so,s,,
sweet,sweet,s,,
upon,upon,s,,
ye,ye,c,,
",",",",s,,
that,that,s,considrd,0
has,has,s,considrd,0
any,any,s,,
other,other,s,,
design,design,s,,
than,than,s,,
to,to,n,considrd,0
have,have,s,considrd,0
his,his,s,considrd,0
will,will,s,,
of,of,s,considrd,0
ye,ye,c,,
",",",",s,,
at,at,s,considrd,0
as,as,s,considrd,0
cheap,cheap,s,,
a,a,s,considrd,0
rate,rate,s,,
as,as,s,considrd,0
he,he,s,considrd,0
can,can,c,,
.,.,s,,
And,and,s,,
prithee,prithee,s,,
Child,child,c,,
",",",",s,,
shou'dn't,shou'dn't,n,,
thou,thou,s,considrd,0
in,in,s,considrd,0
justice,justice,s,,
countermine,countermine,s,,
'em,'em,nnn,,
But,but,s,,
to,to,s,considrd,0
serve,serve,s,,
all,all,s,,
alike,alike,s,,
is,is,s,considrd,0
too,too,s,,
cruel,cruel,c,,
",",",",s,,
I,i,s,considrd,0
vow,vow,c,,
.,.,nnn,,
Cruel,cruel,s,,
to,to,s,considrd,0
be,be,s,considrd,0
revenged,revenged,s,strd,0
of,of,s,considrd,0
ones,ones,s,,
Enemies,enemies,c,,
?,?,s,,
Or,or,s,considrd,0
to,to,s,considrd,0
take,take,s,considrd,0
Cheats,cheats,s,,
in,in,s,considrd,0
their,their,s,considrd,0
own,own,s,,
Traps,traps,c,,
?,?,n,,
Ah,ah,c,,
!,!,s,,
what,what,s,,
pity,pity,s,,
it,it,c,strd,0
is,is,c,strd,1
",",",",s,,
that,that,s,considrd,0
I,i,s,considrd,0
had,had,s,considrd,0
not,not,s,,
that,that,s,considrd,0
Youth,youth,s,,
and,and,s,,
Beauty,beauty,s,,
of,of,s,considrd,0
yours,yours,c,,
",",",",s,,
or,or,s,considrd,0
you,you,s,considrd,0
those,those,n,,
Sentiments,sentiments,s,,
of,of,s,considrd,0
these,these,s,,
Matters,matters,s,,
that,that,s,considrd,0
I,i,s,considrd,0
have,have,nnnnn,considrd,0
Pamphilus,pamphilus,s,,
comes,comes,s,,
home,home,s,,
--,--,s,,
Do,do,s,strd,0
You,you,s,strd,1
hear,hear,c,,
",",",",s,,
Boy,boy,c,,
?,?,s,,
If,if,s,,
he,he,s,considrd,0
asks,asks,s,,
for,for,s,considrd,0
me,me,c,,
",",",",s,,
you,you,s,considrd,0
may,may,s,,
tell,tell,s,,
him,him,n,,
so,so,c,,
;,;,s,,
if,if,s,,
not,not,s,,
say,say,s,,
nothing,nothing,c,,
;,;,s,,
then,then,s,,
this,this,s,considrd,0
Excuse,excuse,s,,
will,will,s,,
keep,keep,s,,
cold,cold,s,,
for,for,s,considrd,0
another,another,s,,
time,time,c,,
.,.,s,,
--,--,n,,
Philly,philly,s,,
there,there,c,considrd,0
?,?,s,,
--,--,s,,
Whence,whence,s,,
comes,comes,s,,
she,she,c,considrd,0
",",",",s,,
I,i,s,considrd,0
wonder,wonder,c,,
?,?,s,,
--,--,s,,
Philotis,philotis,c,,
",",",",s,,
I,i,s,strd,0
Am,am,s,strd,1
heartily,heartily,s,,
glad,glad,s,,
to,to,n,considrd,0
see,see,s,,
ye,ye,nnn,,
And,and,s,,
I,i,s,considrd,0
you,you,c,considrd,0
",",",",s,,
honest,honest,s,,
Parmeno,parmeno,c,,
.,.,nnn,,
Gods-buddikins,gods-buddikins,c,,
",",",",s,,
Parmeno,parmeno,c,,
",",",",s,,
how,how,s,,
do,do,s,strd,0
thou,thou,s,considrd,0
do,do,s,,
my,my,s,considrd,0
Lad,lad,c,,
?,?,nnn,,
Uds,uds,s,,
fish,fish,c,,
",",",",s,,
Grannum,grannum,c,,
",",",",s,,
how,how,s,,
do,do,s,strd,0
thou,thou,c,considrd,0
?,?,s,,
Ex,ex,c,,
.,.,s,,
Syra,syra,c,,
.,.,s,,
But,but,s,,
prithee,prithee,c,,
",",",",s,,
Mrs,mrs,c,,
.,.,s,,
Philly,philly,c,,
",",",",s,,
where,where,n,,
have,have,s,strd,0
you,you,s,considrd,0
been,been,s,,
diverting,diverting,s,,
your,your,s,,
self,self,s,,
this,this,s,considrd,0
live-long,live-long,s,,
while,while,nnn,,
But,but,s,,
little,little,s,,
diversion,diversion,c,,
",",",",s,,
Heaven,heaven,s,,
knows,knows,c,,
;,;,s,,
e're,e're,s,,
since,since,s,,
I,i,s,considrd,0
marched,marched,s,strd,0
off,off,s,,
with,with,s,considrd,0
the,the,s,considrd,0
Captain,captain,n,,
to,to,s,considrd,0
Corinth,corinth,c,,
",",",",s,,
the,the,s,considrd,0
meerest,meerest,s,,
Brute,brute,s,,
upon,upon,s,,
Earth,earth,c,,
",",",",s,,
where,where,s,,
I,i,s,considrd,0
led,led,s,,
a,a,s,considrd,0
very,very,s,,
Dog's,dog's,s,,
Life,life,s,,
for,for,s,considrd,0
two,two,n,,
whole,whole,s,,
Years,years,s,,
together,together,nnn,,
Ay,ay,s,,
faith,faith,c,,
!,!,s,,
I,i,s,considrd,0
warrant,warrant,s,,
ye,ye,c,,
",",",",s,,
you,you,s,considrd,0
often,often,s,,
sighed,sighed,s,,
for,for,s,considrd,0
old,old,s,,
Athens,athens,s,,
again,again,c,strd,0
",",",",s,,
and,and,s,,
could,could,s,strd,0
have,have,n,strd,0
wished,wished,s,,
your,your,s,,
self,self,s,,
hanged,hanged,s,strd,0
for,for,s,considrd,0
undertaking,undertaking,s,,
the,the,s,considrd,0
Journey,journey,nnn,,
It,it,s,strd,0
Is,is,s,strd,1
impossible,impossible,s,,
to,to,s,considrd,0
tell,tell,s,,
ye,ye,s,,
how,how,s,,
eager,eager,s,,
I,i,s,considrd,0
was,was,s,,
to,to,s,considrd,0
come,come,s,,
home,home,s,,
to,to,s,considrd,0
get,get,s,,
clear,clear,s,,
of,of,s,considrd,0
my,my,n,considrd,0
Spark,spark,c,,
",",",",s,,
and,and,s,,
to,to,s,considrd,0
see,see,s,,
ye,ye,s,,
all,all,s,,
once,once,s,,
more,more,c,,
;,;,s,,
where,where,s,,
I,i,s,considrd,0
might,might,s,,
have,have,s,strd,0
free,free,s,,
liberty,liberty,s,,
to,to,s,considrd,0
enjoy,enjoy,s,,
my,my,n,considrd,0
Friends,friends,s,,
and,and,s,,
Merry-meetings,merry-meetings,s,,
as,as,s,considrd,0
formerly,formerly,c,,
.,.,s,,
For,for,s,considrd,0
there,there,s,considrd,0
I,i,s,considrd,0
could,could,s,strd,0
not,not,s,strd,1
utter,utter,s,,
a,a,s,considrd,0
Word,word,s,,
but,but,n,,
what,what,s,,
was,was,s,,
shaped,shaped,s,,
out,out,s,,
by,by,s,considrd,0
that,that,s,considrd,0
rascally,rascally,s,,
Captain,captain,nnn,,
That,that,s,considrd,0
same,same,s,,
cutting,cutting,s,,
ye,ye,s,,
short,short,s,,
of,of,s,considrd,0
your,your,s,,
tattle,tattle,c,,
",",",",s,,
I,i,s,considrd,0
fancy,fancy,c,,
",",",",s,,
must,must,s,,
needs,needs,s,,
go,go,s,,
against,against,s,,
the,the,n,considrd,0
grain,grain,nnn,,
Well,well,c,,
:,:,s,,
But,but,s,,
what,what,s,,
a,a,s,considrd,0
business,business,s,,
is,is,s,considrd,0
this,this,s,considrd,0
that,that,s,considrd,0
Bacchis,bacchis,s,,
has,has,s,considrd,0
been,been,s,,
telling,telling,s,,
of,of,s,strd,0
me,me,s,,
within,within,c,,
?,?,n,,
I,i,s,considrd,0
could,could,s,,
never,never,s,strd,0
