token,tokenToMatch,endReason,tag,tagIndex
O,o,s,,
Lord,lord,s,strd,0
of,of,s,considrd,0
Ghostes,ghostes,s,,
whose,whose,s,,
fyrye,fyrye,s,,
flashe,flashe,n,,
(,(,c,,
that,that,s,considrd,0
forth,forth,s,,
thy,thy,s,considrd,0
hand,hand,s,,
does,does,s,strd,0
shake,shake,c,,
),),n,,
Does,does,s,strd,0
cause,cause,s,,
the,the,s,considrd,0
trembling,trembling,s,,
Lodges,lodges,s,,
twain,twain,n,strd,0
of,of,s,considrd,0
Phoebus,phoebus,s,,
Carre,carre,s,,
to,to,s,considrd,0
quake,quake,c,,
",",",",n,,
Raygne,raygne,s,,
reachlesse,reachlesse,s,,
now,now,c,strd,0
:,:,s,,
in,in,s,considrd,0
every,every,s,strd,0
place,place,n,,
thy,thy,s,considrd,0
peace,peace,s,,
procurde,procurde,s,,
I,i,s,considrd,0
have,have,n,strd,0
Aloof,aloof,s,strd,0
where,where,s,,
Nereus,nereus,s,,
locks,locks,s,strd,0
up,up,s,strd,0
land,land,n,strd,0
Empalde,empalde,s,,
in,in,s,considrd,0
winding,winding,s,,
Wave,wave,c,strd,0
.,.,n,,
Thwack,thwack,s,,
not,not,s,,
about,about,s,,
with,with,s,considrd,0
thunder,thunder,s,,
thumpes,thumpes,c,,
",",",",s,,
the,the,s,considrd,0
rebel,rebel,s,strd,0
kings,kings,s,strd,0
be,be,s,strd,0
down,down,c,strd,0
",",",",n,,
The,the,s,considrd,0
ravening,ravening,s,strd,0
tyrauntes,tyrauntes,s,,
Scepterlesse,scepterlesse,c,,
",",",",s,,
are,are,s,,
pulled,pulled,s,,
from,from,s,,
their,their,s,considrd,0
crown,crown,c,strd,0
:,:,n,,
By,by,s,considrd,0
me,me,s,strd,0
all,all,s,,
daunted,daunted,s,,
is,is,s,considrd,0
whereon,whereon,c,,
",",",",s,,
thy,thy,s,considrd,0
boults,boults,s,,
thou,thou,s,considrd,0
should,should,s,strd,0
bestow,bestow,c,strd,0
.,.,n,,
And,and,s,,
yet,yet,s,,
O,o,s,,
Father,father,c,,
",",",",s,,
yet,yet,s,,
the,the,s,considrd,0
Heavens,heavens,s,strd,0
are,are,s,,
still,still,s,,
withhelde,withhelde,s,,
me,me,s,strd,0
froe,froe,c,,
",",",",n,,
At,at,s,considrd,0
all,all,s,,
assayes,assayes,s,,
I,i,s,considrd,0
serve,serve,c,strd,0
",",",",s,,
as,as,s,considrd,0
might,might,s,,
an,an,s,,
Impe,impe,s,,
of,of,s,considrd,0
Jove,jove,s,strd,0
behoue,behoue,c,,
",",",",n,,
And,and,s,,
that,that,s,considrd,0
thou,thou,s,considrd,0
ought,ought,s,,
to,to,s,considrd,0
Father,father,s,,
me,me,c,strd,0
",",",",s,,
my,my,s,considrd,0
stepdame,stepdame,s,,
well,well,s,,
does,does,s,strd,0
prove,prove,c,strd,0
.,.,n,,
Why,why,s,,
do,do,s,strd,0
thou,thou,s,considrd,0
linger,linger,s,,
in,in,s,considrd,0
delay,delay,c,,
",",",",s,,
is,is,s,considrd,0
Heaven,heaven,s,strd,0
of,of,s,considrd,0
us,us,s,strd,0
afraid,afraid,c,strd,0
?,?,n,,
Seem,seem,s,strd,0
we,we,s,strd,0
so,so,s,,
awful,awful,c,strd,0
",",",",s,,
fell,fell,c,,
",",",",s,,
and,and,s,,
fierce,fierce,c,,
?,?,s,,
and,and,s,,
wherefore,wherefore,s,,
are,are,s,,
we,we,s,strd,0
staide,staide,c,,
?,?,n,,
And,and,s,,
cannot,cannot,s,,
Atlas,atlas,s,,
boysteous,boysteous,s,,
back,back,s,strd,0
on,on,s,,
stouping,stouping,s,,
shoulder,shoulder,s,,
tough,tough,c,,
",",",",n,,
Uphold,uphold,s,strd,0
the,the,s,considrd,0
payse,payse,s,,
of,of,s,considrd,0
Hercules,hercules,c,,
",",",",s,,
and,and,s,,
heaven,heaven,s,strd,0
well,well,s,,
enough,enough,c,strd,0
?,?,n,,
What,what,s,,
is,is,s,considrd,0
it,it,s,,
sier,sier,c,,
?,?,s,,
what,what,s,,
is,is,s,considrd,0
it,it,s,,
Jove,jove,s,strd,0
that,that,s,considrd,0
thee,thee,s,,
so,so,s,,
much,much,s,,
detarres,detarres,c,,
?,?,n,,
What,what,s,,
may,may,s,,
thee,thee,s,,
force,force,s,,
keep,keep,s,strd,0
back,back,s,strd,0
thy,thy,s,considrd,0
son,son,s,strd,0
from,from,s,,
scaling,scaling,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Stars,stars,n,strd,0
For,for,s,considrd,0
death,death,s,,
has,has,s,strd,0
let,let,s,,
me,me,s,,
pass,pass,s,strd,0
