token,tokenToMatch,endReason,tag,tagIndex
O,o,s,,
Gods,gods,s,considrd,0
whose,whose,s,,
grace,grace,s,,
does,does,s,strd,0
guide,guide,s,,
their,their,s,considrd,0
ghostes,ghostes,n,,
that,that,s,considrd,0
joy,joy,s,strd,0
in,in,s,considrd,0
wedlock,wedlock,s,strd,0
pure,pure,c,,
",",",",n,,
O,o,s,,
Juno,juno,s,strd,0
thou,thou,s,considrd,0
Lucina,lucina,s,,
hight,hight,c,,
",",",",n,,
on,on,s,,
whom,whom,s,,
the,the,s,considrd,0
chary,chary,s,,
cure,cure,n,,
Allotted,allotted,s,strd,0
is,is,s,considrd,0
of,of,s,considrd,0
those,those,c,,
",",",",s,,
that,that,s,considrd,0
groan,groan,n,strd,0
in,in,s,considrd,0
paynfull,paynfull,s,,
chyldhed,chyldhed,s,,
bands,bands,c,strd,0
",",",",n,,
O,o,s,,
Pallas,pallas,s,,
by,by,s,considrd,0
whose,whose,s,,
heavenly,heavenly,s,strd,0
art,art,c,strd,0
",",",",n,,
Sir,sir,s,,
Typhis,typhis,s,,
cunning,cunning,s,,
hands,hands,n,strd,0
Have,have,s,strd,0
learnde,learnde,s,,
to,to,s,considrd,0
bridle,bridle,s,,
with,with,s,considrd,0
his,his,s,considrd,0
helm,helm,s,strd,0
his,his,s,considrd,0
newly,newly,s,,
framed,framed,s,,
boat,boat,c,strd,0
",",",",n,,
Wherewith,wherewith,s,,
the,the,s,considrd,0
force,force,s,,
of,of,s,considrd,0
fighting,fighting,s,,
fluds,fluds,s,,
he,he,s,strd,0
breaking,breaking,s,,
rides,rides,s,,
a,a,s,considrd,0
floate,floate,c,,
.,.,n,,
O,o,s,,
God,god,s,,
whose,whose,s,,
forked,forked,s,,
Mace,mace,s,,
does,does,s,strd,0
storms,storms,s,strd,0
in,in,s,considrd,0
rigor,rigor,s,strd,0
rough,rough,s,,
appeas,appeas,c,,
",",",",n,,
And,and,s,,
cause,cause,s,,
the,the,s,considrd,0
ruffling,ruffling,s,,
surges,surges,s,,
couch,couch,s,,
amid,amid,s,,
the,the,s,considrd,0
rampinge,rampinge,s,,
Seas,seas,c,,
:,:,n,,
O,o,s,,
Titan,titan,s,,
who,who,s,considrd,0
upon,upon,s,strd,0
the,the,s,considrd,0
swift,swift,s,,
and,and,s,,
werling,werling,s,,
Hemisphaer,hemisphaer,n,,
Deuides,deuides,s,,
the,the,s,considrd,0
cheerful,cheerful,s,strd,0
day,day,s,,
and,and,s,,
night,night,s,,
by,by,s,considrd,0
egall,egall,s,,
turns,turns,s,strd,0
t'appere,t'appere,c,,
",",",",n,,
O,o,s,,
threefolde,threefolde,s,,
shapen,shapen,s,,
Hecate,hecate,s,,
that,that,s,considrd,0
sendest,sendest,s,,
forth,forth,s,,
thy,thy,s,considrd,0
light,light,c,,
",",",",n,,
Unto,unto,s,strd,0
thy,thy,s,considrd,0
silent,silent,s,,
Sacrifice,sacrifice,s,,
that,that,s,considrd,0
offered,offered,s,,
is,is,s,considrd,0
by,by,s,considrd,0
night,night,c,,
",",",",n,,
By,by,s,considrd,0
whom,whom,s,,
my,my,s,considrd,0
Jason,jason,s,strd,0
swear,swear,s,strd,0
to,to,s,considrd,0
me,me,s,strd,0
O,o,s,,
heavenly,heavenly,s,strd,0
powers,powers,s,,
all,all,c,,
",",",",n,,
And,and,s,,
ye,ye,s,strd,0
on,on,s,,
whom,whom,s,,
Medea,medea,s,,
may,may,s,,
with,with,s,considrd,0
safer,safer,s,,
conscience,conscience,s,,
call,call,c,,
",",",",n,,
O,o,s,,
Dungeon,dungeon,s,,
dark,dark,c,strd,0
",",",",s,,
most,most,s,,
dreadful,dreadful,s,strd,0
den,den,s,,
of,of,s,considrd,0
everlasting,everlasting,s,strd,0
night,night,c,,
",",",",n,,
O,o,s,,
dampened,dampened,s,strd,0
Ghosts,ghosts,c,,
:,:,s,,
O,o,s,,
kingdom,kingdom,s,strd,0
set,set,s,,
against,against,s,,
the,the,s,considrd,0
Gods,gods,s,considrd,0
aright,aright,c,,
:,:,n,,
O,o,s,,
Lord,lord,s,,
of,of,s,considrd,0
sad,sad,s,,
and,and,s,,
lowering,lowering,s,strd,0
lakes,lakes,c,,
",",",",s,,
O,o,s,,
Lady,lady,s,,
dyre,dyre,s,,
of,of,s,considrd,0
Hell,hell,c,,
",",",",n,,
(,(,c,,
Whom,whom,s,,
though,though,s,,
that,that,s,considrd,0
Pluto,pluto,s,,
stale,stale,s,,
by,by,s,considrd,0
force,force,s,,
yet,yet,s,,
did,did,s,,
his,his,s,considrd,0
troth,troth,s,,
excel,excel,n,strd,0
The,the,s,considrd,0
ficle,ficle,s,,
faith,faith,s,strd,0
of,of,s,considrd,0
Iasons,iasons,s,,
love,love,c,strd,0
",",",",s,,
that,that,s,considrd,0
he,he,s,strd,0
to,to,s,considrd,0
me,me,s,strd,0
does,does,s,strd,0
beave,beave,c,,
",)",",)",n,,
With,with,s,considrd,0
cursed,cursed,s,,
throat,throat,s,strd,0
I,i,s,considrd,0
conjure,conjure,s,strd,0
you,you,c,considrd,0
",",",",s,,
O,o,s,,
grisly,grisly,s,,
Ghostes,ghostes,s,,
appear,appear,c,strd,0
.,.,n,,
Come,come,s,,
out,out,c,,
",",",",s,,
come,come,s,,
out,out,c,,
",",",",s,,
ye,ye,s,strd,0
hellish,hellish,s,,
hagges,hagges,c,,
",",",",s,,
feuenge,feuenge,s,,
this,this,s,considrd,0
deed,deed,s,strd,0
so,so,s,,
dyre,dyre,c,,
",",",",n,,
Bring,bring,s,,
in,in,s,considrd,0
your,your,s,,
scrauing,scrauing,s,,
pawrs,pawrs,s,,
a,a,s,considrd,0
burning,burning,s,,
brand,brand,s,,
of,of,s,considrd,0
deadly,deadly,s,,
fire,fire,c,strd,0
.,.,n,,
Rise,rise,s,,
up,up,s,strd,0
ye,ye,s,strd,0
hiddeous,hiddeous,s,,
devilish,devilish,s,strd,0
Feendes,feendes,c,,
",",",",s,,
as,as,s,considrd,0
dreadful,dreadful,s,strd,0
as,as,s,considrd,0
ye,ye,s,strd,0
wear,wear,c,strd,0
",",",",n,,
When,when,s,,
unto,unto,s,strd,0
me,me,s,,
in,in,s,considrd,0
wedlock,wedlock,s,strd,0
state,state,s,,
ye,ye,s,strd,0
did,did,s,,
sometime,sometime,s,,
appear,appear,c,strd,0
.,.,n,,
Work,work,s,strd,0
ye,ye,c,strd,0
",",",",s,,
work,work,s,strd,0
ye,ye,c,strd,0
",",",",s,,
the,the,s,considrd,0
doleful,doleful,s,strd,0
death,death,s,,
of,of,s,considrd,0
this,this,s,considrd,0
new,new,s,considrd,0
wedded,wedded,s,,
Wife,wife,c,strd,0
.,.,n,,
And,and,s,,
martyr,martyr,s,strd,0
ye,ye,s,strd,0
this,this,s,considrd,0
Father,father,s,,
in,in,s,considrd,0
law,law,c,strd,0
:,:,s,,
depryue,depryue,s,,
of,of,s,considrd,0
breath,breath,s,,
and,and,s,,
life,life,n,strd,0
King,king,s,,
Creons,creons,s,,
ruthful,ruthful,s,strd,0
family,family,c,,
:,:,s,,
in,in,s,considrd,0
plunge,plunge,s,,
of,of,s,considrd,0
passing,passing,s,,
pain,pain,n,strd,0
Torment,torment,s,,
ye,ye,s,strd,0
me,me,c,strd,0
",",",",s,,
that,that,s,considrd,0
on,on,s,,
my,my,s,considrd,0
spoule,spoule,s,,
do,do,s,strd,0
wish,wish,s,strd,0
this,this,s,considrd,0
woe,woe,s,,
to,to,s,considrd,0
raygne,raygne,c,,
:,:,n,,
Preserve,preserve,s,strd,0
my,my,s,considrd,0
Iasons,iasons,s,,
life,life,c,,
",",",",s,,
but,but,s,,
yet,yet,s,,
let,let,s,,
him,him,s,,
be,be,s,considrd,0
bayted,bayted,s,,
out,out,n,,
A,a,s,considrd,0
myching,myching,c,,
",",",",s,,
roging,roging,c,,
",",",",s,,
ru^nagate,ru^nagate,c,,
",",",",s,,
in,in,s,considrd,0
foreign,foreign,s,strd,0
towns,towns,s,strd,0
about,about,c,,
.,.,n,,
To,to,s,considrd,0
pass,pass,s,strd,0
from,from,s,,
door,door,s,strd,0
to,to,s,considrd,0
door,door,c,strd,0
",",",",s,,
with,with,s,considrd,0
care,care,s,,
to,to,s,considrd,0
beg,beg,s,strd,0
his,his,s,considrd,0
needy,needy,s,,
bread,bread,c,,
",",",",n,,
Not,not,s,,
knowing,knowing,s,,
in,in,s,considrd,0
what,what,s,,
harbring,harbring,s,,
place,place,s,,
to,to,s,considrd,0
couch,couch,s,,
his,his,s,considrd,0
curssed,curssed,s,,
head,head,c,,
:,:,n,,
A,a,s,considrd,0
banished,banished,s,strd,0
wretch,wretch,c,,
",",",",s,,
disdaynde,disdaynde,s,,
of,of,s,considrd,0
all,all,c,,
",",",",s,,
and,and,s,,
still,still,s,,
in,in,s,considrd,0
fear,fear,s,strd,0
of,of,s,considrd,0
life,life,c,strd,0
",",",",n,,
Then,then,s,,
let,let,s,,
him,him,s,,
wish,wish,s,,
ten,ten,s,,
thousand,thousand,s,,
times,times,s,,
for,for,s,considrd,0
me,me,s,,
again,again,s,strd,0
his,his,s,considrd,0
Wife,wife,c,strd,0
:,:,n,,
This,this,s,considrd,0
famous,famous,s,,
gest,gest,s,,
whom,whom,s,,
every,every,s,strd,0
man,man,s,,
will,will,s,,
entertayne,entertayne,s,,
and,and,s,,
have,have,c,strd,0
",",",",n,,
Let,let,s,,
him,him,s,,
be,be,s,considrd,0
driven,driven,s,strd,0
at,at,s,considrd,0
strangers,strangers,s,strd,0
gates,gates,s,,
the,the,s,considrd,0
table,table,s,,
ctu^mes,ctu^mes,s,,
to,to,s,considrd,0
crave,crave,c,strd,0
.,.,n,,
And,and,s,,
that,that,s,considrd,0
my,my,s,considrd,0
bitter,bitter,s,strd,0
bannings,bannings,s,,
may,may,s,,
with,with,s,considrd,0
mischief,mischief,s,strd,0
most,most,s,,
abound,abound,c,strd,0
",",",",n,,
God,god,s,,
grant,grant,s,strd,0
in,in,s,considrd,0
gulf,gulf,s,strd,0
of,of,s,considrd,0
like,like,s,,
distress,distress,s,strd,0
his,his,s,considrd,0
children,children,s,strd,0
may,may,s,,
be,be,s,considrd,0
drounde,drounde,c,,
",",",",n,,
To,to,s,considrd,0
synke,synke,s,,
in,in,s,considrd,0
sorrows,sorrows,s,strd,0
storms,storms,c,strd,0
",",",",s,,
that,that,s,considrd,0
do,do,s,strd,0
their,their,s,considrd,0
mother,mother,s,,
ouerflowe,ouerflowe,c,,
:,:,n,,
Now,now,c,,
",",",",s,,
now,now,c,,
",",",",s,,
I,i,s,considrd,0
have,have,c,strd,0
",",",",s,,
I,i,s,considrd,0
have,have,s,strd,0
the,the,s,considrd,0
full,full,s,,
reueng,reueng,s,,
of,of,s,considrd,0
all,all,s,,
my,my,s,considrd,0
woe,woe,c,,
",",",",n,,
I,i,s,considrd,0
have,have,s,strd,0
dispatched,dispatched,c,strd,0
:,:,s,,
my,my,s,considrd,0
pyteous,pyteous,s,,
playnt,playnt,s,,
and,and,s,,
words,words,s,strd,0
in,in,s,considrd,0
vain,vain,s,strd,0
I,i,s,considrd,0
lose,lose,c,,
:,:,n,,
What,what,s,,
shall,shall,s,considrd,0
not,not,s,,
I,i,s,considrd,0
with,with,s,considrd,0
vyolence,vyolence,s,,
get,get,s,,
up,up,s,strd,0
against,against,s,strd,0
my,my,s,considrd,0
foes,foes,c,,
?,?,n,,
And,and,s,,
wring,wring,s,,
out,out,s,,
of,of,s,considrd,0
their,their,s,strd,0
wrested,wrested,s,,
hands,hands,s,,
the,the,s,considrd,0
wedding,wedding,s,,
torch,torch,s,,
so,so,s,,
bright,bright,c,strd,0
?,?,n,,
Shall,shall,s,considrd,0
I,i,s,considrd,0
not,not,s,,
force,force,s,,
the,the,s,considrd,0
firmament,firmament,s,,
to,to,s,considrd,0
lose,lose,s,,
his,his,s,considrd,0
shrinking,shrinking,s,,
light,light,c,strd,0
?,?,n,,
What,what,s,,
does,does,s,strd,0
my,my,s,considrd,0
Graundsirs,graundsirs,s,,
Phoebus,phoebus,s,,
face,face,s,,
this,this,s,considrd,0
heavy,heavy,s,strd,0
hap,hap,s,,
behold,behold,c,strd,0
?,?,n,,
And,and,s,,
standing,standing,s,strd,0
gasyng,gasyng,s,,
at,at,s,considrd,0
this,this,s,considrd,0
gear,gear,s,strd,0
yet,yet,s,,
westwarde,westwarde,s,,
is,is,s,considrd,0
he,he,s,considrd,0
rolde,rolde,c,,
",",",",n,,
On,on,s,,
glystring,glystring,s,,
chariot,chariot,s,,
hoysted,hoysted,s,,
high,high,c,strd,0
",",",",s,,
and,and,s,,
keeps,keeps,s,strd,0
his,his,s,considrd,0
beaten,beaten,s,,
Race,race,c,,
",",",",n,,
Amid,amid,s,,
the,the,s,considrd,0
crystal,crystal,s,strd,0
colourde,colourde,s,,
sky,sky,c,strd,0
",",",",s,,
why,why,s,,
turns,turns,s,strd,0
he,he,s,strd,0
not,not,s,,
his,his,s,considrd,0
Face,face,c,,
",",",",n,,
Retyring,retyring,s,,
fast,fast,s,,
into,into,s,considrd,0
the,the,s,considrd,0
East,east,s,,
back,back,s,strd,0
up,up,s,strd,0
the,the,s,considrd,0
day,day,s,,
to,to,s,considrd,0
twyne,twyne,c,,
?,?,n,,
O,o,s,,
Father,father,s,,
Phoebe,phoebe,s,,
to,to,s,considrd,0
me,me,c,,
",",",",s,,
to,to,s,considrd,0
me,me,c,,
",",",",s,,
thy,thy,s,considrd,0
Chariot,chariot,s,,
reins,reins,s,strd,0
resign,resign,c,strd,0
",",",",n,,
That,that,s,considrd,0
I,i,s,considrd,0
advanced,advanced,s,strd,0
up,up,c,strd,0
",",",",s,,
about,about,s,,
the,the,s,considrd,0
marble,marble,s,,
skies,skies,s,strd,0
may,may,s,,
ride,ride,c,strd,0
",",",",n,,
Bequearh,bequearh,s,,
thy,thy,s,considrd,0
bridle,bridle,s,strd,0
unto,unto,s,strd,0
me,me,c,strd,0
",",",",s,,
and,and,s,,
give,give,s,strd,0
me,me,s,,
grace,grace,s,,
to,to,s,considrd,0
guide,guide,n,,
Thy,thy,s,considrd,0
yoked,yoked,s,,
prauncing,prauncing,s,,
teame,teame,c,,
",",",",s,,
with,with,s,considrd,0
yerking,yerking,s,,
lasshe,lasshe,s,,
of,of,s,considrd,0
burning,burning,s,,
whip,whip,c,,
",",",",n,,
That,that,s,considrd,0
with,with,s,considrd,0
thy,thy,s,considrd,0
fervent,fervent,s,strd,0
fyry,fyry,s,considrd,0
beams,beams,s,strd,0
on,on,s,,
purple,purple,s,,
poale,poale,s,,
do,do,s,strd,0
skip,skip,c,,
.,.,n,,
Let,let,s,,
Corynth,corynth,s,,
country,country,s,strd,0
burnt,burnt,s,,
to,to,s,considrd,0
dust,dust,s,,
by,by,s,considrd,0
force,force,s,,
of,of,s,considrd,0
flame,flame,s,,
and,and,s,,
fire,fire,n,strd,0
Give,give,s,strd,0
place,place,c,,
",",",",s,,
that,that,s,considrd,0
both,both,s,,
the,the,s,considrd,0
iumbled,iumbled,s,,
seas,seas,s,,
may,may,s,,
join,join,c,strd,0
:,:,s,,
whom,whom,s,,
to,to,s,considrd,0
retire,retire,n,strd,0
It,it,s,,
does,does,s,strd,0
compel,compel,c,strd,0
",",",",s,,
and,and,s,,
dassheth,dassheth,s,,
of,of,s,considrd,0
from,from,s,,
bank,bank,s,strd,0
on,on,s,,
either,either,s,strd,0
side,side,c,strd,0
",",",",n,,
Least,least,s,,
meet,meet,s,strd,0
in,in,s,considrd,0
one,one,s,,
their,their,s,considrd,0
channels,channels,s,strd,0
might,might,c,,
",",",",s,,
whose,whose,s,,
streams,streams,s,strd,0
he,he,s,strd,0
does,does,s,strd,0
divide,divide,c,strd,0
",",",",n,,
No,no,s,considrd,0
way,way,s,,
to,to,s,considrd,0
work,work,s,strd,0
their,their,s,strd,0
deadly,deadly,s,,
woe,woe,s,,
I,i,s,considrd,0
have,have,s,strd,0
but,but,s,,
this,this,s,considrd,0
at,at,s,considrd,0
hand,hand,c,strd,0
",",",",n,,
That,that,s,considrd,0
to,to,s,considrd,0
the,the,s,considrd,0
wedding,wedding,s,,
I,i,s,considrd,0
should,should,s,,
bear,bear,s,strd,0
a,a,s,considrd,0
ruthsull,ruthsull,s,,
brydall,brydall,s,,
brande,brande,c,,
",",",",n,,
Anoying,anoying,s,,
Creons,creons,s,,
careless,careless,s,strd,0
Court,court,c,,
:,:,s,,
when,when,s,,
finished,finished,s,,
I,i,s,considrd,0
have,have,n,strd,0
Such,such,s,,
solemn,solemn,s,strd,0
service,service,c,strd,0
",",",",s,,
as,as,s,considrd,0
that,that,s,considrd,0
right,right,s,strd,0
of,of,s,considrd,0
sacrafice,sacrafice,s,,
does,does,s,strd,0
crave,crave,c,strd,0
",",",",n,,
Then,then,s,,
at,at,s,considrd,0
the,the,s,considrd,0
Aulters,aulters,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Gods,gods,s,considrd,0
my,my,s,considrd,0
children,children,s,strd,0
shall,shall,s,strd,0
be,be,s,strd,1
slain,slain,c,strd,0
",",",",n,,
With,with,s,considrd,0
crimsen,crimsen,s,,
colourde,colourde,s,,
blood,blood,s,strd,0
of,of,s,considrd,0
Babes,babes,s,,
their,their,s,considrd,0
Aulters,aulters,s,,
will,will,s,,
I,i,s,considrd,0
stayne,stayne,c,,
.,.,n,,
Through,through,s,,
Lyners,lyners,c,,
",",",",s,,
Lungs,lungs,c,,
",",",",s,,
the,the,s,considrd,0
Lights,lights,s,,
and,and,s,,
Heart,heart,c,,
",",",",s,,
through,through,s,,
every,every,s,strd,0
gut,gut,c,,
",",",",s,,
and,and,s,,
gal,gal,c,,
",",",",n,,
For,for,s,considrd,0
vengeance,vengeance,s,strd,0
break,break,s,strd,0
away,away,s,,
perforce,perforce,c,,
",",",",s,,
and,and,s,,
