token,tokenToMatch,endReason,tag,tagIndex
TOrmiella,tormiella,s,,
Daughter,daughter,s,,
--,--,s,,
nor,nor,s,,
in,in,s,considrd,0
this,this,s,considrd,0
room,room,s,strd,0
--,--,s,,
Peace,peace,c,,
:,:,s,,
1,1,c,considrd,0
.,.,s,,
2,2,c,considrd,0
.,.,s,,
3,3,c,considrd,0
.,.,s,,
4,4,c,,
.,.,s,,
5,5,c,,
.,.,s,,
6,6,c,,
.,.,s,,
7,7,c,,
.,.,s,,
8,8,c,,
.,.,s,,
9,9,c,,
.,.,n,,
10,10,c,,
.,.,s,,
11,11,c,,
.,.,s,,
12,12,n,,
The,the,s,considrd,0
dawne,dawne,s,,
of,of,s,considrd,0
Midnight,midnight,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
Drunkards,drunkards,s,,
noone,noone,c,,
",",",",n,,
No,no,s,considrd,0
honest,honest,s,,
souls,souls,s,strd,0
up,up,s,strd,0
now,now,c,,
",",",",s,,
but,but,s,,
Vintners,vintners,c,,
",",",",s,,
Midwiues,midwiues,c,,
",",",",n,,
The,the,s,considrd,0
nodding,nodding,s,,
Watch,watch,c,,
",",",",s,,
and,and,s,,
pitious,pitious,s,,
Constable,constable,c,,
",",",",s,,
Ha,ha,c,,
;,;,n,,
My,my,s,considrd,0
street,street,s,,
door,door,s,strd,0
open,open,c,,
!,!,s,,
Bilbo,bilbo,c,,
",",",",s,,
Puskeena,puskeena,c,,
",",",",s,,
Bilbo,bilbo,c,,
.,.,n,,
Bawds,bawds,c,,
",",",",s,,
Panders,panders,c,,
",",",",s,,
to,to,s,considrd,0
a,a,s,considrd,0
young,young,s,,
Whore,whore,c,,
;,;,s,,
Bilbo,bilbo,c,,
!,!,nn,,
Thieves,thieves,c,strd,0
",",",",s,,
Thieves,thieves,c,strd,0
",",",",s,,
Thieves,thieves,c,strd,0
",",",",s,,
where,where,s,,
are,are,s,,
they,they,s,considrd,0
Master,master,c,,
?,?,nn,,
Where,where,s,,
are,are,s,,
they,they,s,considrd,0
Bilbo,bilbo,c,,
?,?,s,,
What,what,s,,
Thief,thief,s,strd,0
see,see,s,strd,0
thou,thou,c,considrd,0
?,?,nn,,
That,that,s,considrd,0
ilfauor'd,ilfauor'd,s,,
Thief,thief,s,strd,0
in,in,s,considrd,0
your,your,s,,
Candle,candle,s,,
sir,sir,c,,
",",",",s,,
none,none,s,,
else,else,s,,
not,not,s,,
I,i,c,considrd,0
.,.,nn,,
Why,why,s,,
did,did,s,strd,0
thou,thou,s,considrd,0
cry,cry,s,,
Thieves,thieves,s,strd,0
then,then,c,,
?,?,nn,,
Because,because,s,,
you,you,s,considrd,0
cried,cried,s,strd,0
Whores,whores,c,,
;,;,s,,
I,i,s,considrd,0
knew,knew,s,,
a,a,s,considrd,0
Thief,thief,s,strd,0
was,was,s,,
always,always,s,strd,0
within,within,s,,
a,a,s,considrd,0
stones,stones,s,,
cast,cast,s,,
of,of,n,considrd,0
a,a,s,considrd,0
Whore,whore,nnn,,
What,what,s,,
make,make,s,strd,0
thou,thou,s,considrd,0
up,up,s,strd,0
at,at,s,considrd,0
Midnight,midnight,c,,
?,?,nn,,
I,i,s,considrd,0
make,make,s,,
them,them,s,,
which,which,s,considrd,0
are,are,s,,
made,made,s,,
every,every,s,strd,0
hour,hour,s,strd,0
in,in,s,strd,0
the,the,s,strd,1
day,day,s,,
(,(,c,,
patches,patches,c,,
.),.),nn,,
Slave,slave,s,strd,0
what,what,s,,
art,art,s,,
doing,doing,c,,
?,?,nn,,
That,that,s,considrd,0
which,which,s,considrd,0
few,few,s,,
men,men,s,,
can,can,s,,
do,do,c,strd,0
",",",",s,,
mending,mending,s,,
Sir,sir,c,,
.,.,nn,,
What,what,s,strd,0
art,art,s,,
mending,mending,c,,
?,?,nn,,
That,that,s,considrd,0
which,which,s,considrd,0
few,few,s,,
men,men,s,,
care,care,s,,
to,to,s,considrd,0
mend,mend,c,,
",",",",s,,
a,a,s,considrd,0
bad,bad,s,,
sole,sole,c,,
.,.,nn,,
Look,look,s,strd,0
here,here,c,,
",",",",s,,
come,come,s,,
hither,hither,c,,
",",",",s,,
do,do,s,strd,0
thou,thou,s,considrd,0
see,see,s,,
what,what,s,strd,0
is,is,s,strd,1
this,this,c,considrd,0
?,?,nn,,
I,i,s,considrd,0
see,see,s,,
it,it,s,strd,0
is,is,s,strd,1
our,our,s,,
Wicket,wicket,s,,
master,master,c,,
.,.,nn,,
Stop,stop,s,,
there,there,s,considrd,0
and,and,s,,
tell,tell,s,,
me,me,c,,
",",",",s,,
is,is,s,considrd,0
Tormiella,tormiella,s,,
forth,forth,c,,
?,?,nn,,
I,i,s,considrd,0
heard,heard,s,,
Puskeena,puskeena,s,,
our,our,s,,
Kitchin-maid,kitchin-maid,s,,
say,say,c,,
",",",",s,,
she,she,s,considrd,0
was,was,s,,
going,going,s,,
about,about,s,,
a,a,s,considrd,0
murder,murder,c,strd,0
:,:,nn,,
A,a,s,considrd,0
murder,murder,c,strd,0
;,;,s,,
of,of,s,considrd,0
whom,whom,c,,
?,?,nn,,
Of,of,s,considrd,0
certain,certain,s,strd,0
Skippers,skippers,c,,
;,;,s,,
she,she,s,considrd,0
was,was,s,,
fleaing,fleaing,s,,
her,her,s,,
self,self,c,strd,0
.,.,nn,,
She,she,s,considrd,0
dwells,dwells,s,strd,0
not,not,s,,
in,in,s,considrd,0
her,her,s,,
Chamber,chamber,c,,
",",",",s,,
for,for,s,considrd,0
my,my,s,considrd,0
Ghost,ghost,n,,
(,(,c,,
Called,called,s,strd,0
from,from,s,,
his,his,s,considrd,0
rest,rest,c,,
),),s,,
from,from,s,,
Room,room,s,strd,0
to,to,s,considrd,0
room,room,s,strd,0
has,has,s,considrd,0
stalked,stalked,c,strd,0
",",",",n,,
Yet,yet,s,,
met,met,s,,
no,no,s,considrd,0
Tormelia,tormelia,c,,
.,.,n,,
Was,was,s,,
not,not,s,,
her,her,s,,
sweet,sweet,s,,
heart,heart,s,,
here,here,s,,
to,to,s,considrd,0
night,night,c,,
",",",",s,,
Gazetto,gazetto,c,,
?,?,nn,,
Gazetto,gazetto,c,,
!,!,s,,
no,no,s,considrd,0
sir,sir,c,,
",",",",s,,
here,here,s,,
was,was,s,,
no,no,s,considrd,0
Gazetto,gazetto,s,,
here,here,c,,
.,.,nn,,
Walk,walk,s,strd,0
round,round,s,,
the,the,s,considrd,0
Orchard,orchard,c,,
",",",",s,,
holla,holla,s,,
for,for,s,considrd,0
her,her,s,,
there,there,c,considrd,0
.,.,nn,,
So,so,c,,
",",",",s,,
ho,ho,s,,
ho,ho,c,,
",",",",s,,
ho,ho,c,,
",",",",s,,
ho,ho,c,,
.,.,nn,,
She,she,s,strd,0
Is,is,s,strd,1
certain,certain,s,strd,0
with,with,s,considrd,0
Gazetto,gazetto,c,,
",",",",n,,
Should,should,s,,
he,he,s,considrd,0
turn,turn,s,strd,0
Villain,villain,c,strd,0
",",",",s,,
train,train,s,strd,0
my,my,s,considrd,0
poor,poor,s,strd,0
child,child,s,,
forth,forth,n,,
Though,though,s,,
she,she,s,strd,0
is,is,s,strd,1
contracted,contracted,s,,
to,to,s,considrd,0
him,him,c,,
",",",",s,,
and,and,s,,
rob,rob,s,,
her,her,s,,
youth,youth,n,,
Of,of,s,considrd,0
that,that,s,considrd,0
Gemme,gemme,s,,
none,none,s,,
can,can,s,,
prize,prize,s,,
(,(,c,,
because,because,s,,
nere,nere,s,,
seen,seen,c,strd,0
),),n,,
The,the,s,considrd,0
Virgins,virgins,s,,
riches,riches,s,,
(,(,c,,
Chastity,chastity,c,,
),),s,,
and,and,s,,
then,then,n,,
(,(,c,,
When,when,s,,
he,he,s,considrd,0
has,has,s,considrd,0
left,left,s,,
her,her,s,,
ugly,ugly,s,strd,0
to,to,s,considrd,0
all,all,s,,
eyes,eyes,c,,
),),n,,
His,his,s,considrd,0
own,own,s,strd,0
should,should,s,,
loath,loath,s,,
her,her,c,,
",",",",s,,
vds,vds,s,,
death,death,s,,
I,i,s,considrd,0
would,would,s,,
draw,draw,n,,
An,an,s,,
old,old,s,,
man's,man's,s,strd,0
nerves,nerves,s,strd,0
all,all,s,,
up,up,s,strd,0
into,into,s,considrd,0
this,this,s,considrd,0
arm,arm,c,strd,0
.,.,n,,
And,and,s,,
nail,nail,s,strd,0
him,him,s,,
to,to,s,considrd,0
the,the,s,considrd,0
Bed,bed,s,,
--,--,nn,,
So,so,c,,
",",",",s,,
ho,ho,c,,
",",",",s,,
ho,ho,c,,
",",",",s,,
ho,ho,c,,
",",",",s,,
the,the,s,considrd,0
Conyes,conyes,s,,
use,use,s,strd,0
to,to,s,considrd,0
feed,feed,s,,
most,most,s,,
i'th-night,i'th-night,n,,
Sir,sir,c,,
",",",",s,,
yet,yet,s,,
I,i,s,considrd,0
cannot,cannot,s,,
see,see,s,,
my,my,s,considrd,0
young,young,s,,
mistress,mistress,s,strd,0
in,in,s,considrd,0
our,our,s,,
Warren,warren,c,,
.,.,nn,,
No,no,c,considrd,0
!,!,nn,,
No,no,c,considrd,0
",",",",s,,
nor,nor,s,,
you,you,s,considrd,0
neither,neither,c,,
",",",",s,,
it,it,s,strd,0
is,is,s,strd,1
so,so,s,,
dark,dark,c,strd,0
.,.,nn,,
Where,where,s,,
should,should,s,,
this,this,s,considrd,0
foolish,foolish,s,,
girl,girl,s,strd,0
be,be,c,considrd,0
?,?,s,,
it,it,s,strd,0
is,is,s,strd,1
past,past,s,,
twelve,twelve,c,strd,0
",",",",n,,
Who,who,s,considrd,0
has,has,s,considrd,0
invited,invited,s,strd,0
her,her,s,,
forth,forth,s,,
to,to,s,considrd,0
her,her,s,,
quick,quick,s,strd,0
ruin,ruin,c,strd,0
!,!,nn,,
My,my,s,considrd,0
memory,memory,s,,
jogs,jogs,s,,
me,me,s,,
by,by,s,considrd,0
the,the,s,considrd,0
elbow,elbow,c,,
",",",",s,,
and,and,s,,
tells,tells,s,strd,0
me,me,s,,
--,--,nn,,
What,what,s,,
Bilbo,bilbo,s,,
out,out,s,,
with,with,s,considrd,0
all,all,c,,
.,.,nn,,
A,a,s,considrd,0
Barber,barber,s,,
stood,stood,s,,
with,with,s,considrd,0
her,her,s,,
on,on,s,,
Saturday,saturday,s,,
night,night,s,,
very,very,s,,
late,late,c,,
",",",",s,,
when,when,s,,
he,he,s,considrd,0
had,had,s,considrd,0
shau'd,shau'd,s,,
all,all,n,,
his,his,s,considrd,0
Customers,customers,c,,
",",",",s,,
and,and,s,,
as,as,s,considrd,0
I,i,s,considrd,0
think,think,c,strd,0
