tokenIndex,original
16,prepard
35,Coates
56,coates
82,habite
83,appoynted
89,plentifull
94,traine
95,Phansie
99,sute
101,severall
102,coloured
107,paire
137,blacke
146,Cloake
156,blacke
159,pinch'd
168,Staffe
175,slash'd
177,parti-coloured
179,sutable
181,poynts
185,favours
191,arme
210,Locke
212,Haire
214,trim'd
216,severall
217,coloured
225,Spurres
227,Bels
243,trick'd
269,Coate
271,severall
272,colours
280,backe
291,betweene
297,musicke
301,sixe
335,obserue
357,trunke
361,wheele
364,perpetuall
382,fac'd
386,gowne
387,furr'd
405,lampe
412,blacke
426,glasse
430,bellowes
433,arme
437,Physition
457,sixt
463,Shippe
481,musicke
484,voyces
516,Owle
563,arm'd
564,seem'd
574,shew
580,followeth
582,Horsebacke
588,coate
603,Drummes
611,Satten
612,coates
632,foote
640,trim'd
665,preserue
673,restraine
675,rudenesse
722,groome
731,drawne
733,foure
744,adorn'd
755,coate
757,greene
772,sonnes
786,Lawrell
788,Mirtle
802,Satten
820,equall
828,staires
829,foure
836,starres
839,ashe
840,coloured
851,Starres
858,seate
863,sate
871,seate
876,sate
879,Howers
913,foure
930,foure
933,euery
939,halfe
968,Romane
969,forme
977,workes
989,seuerall
990,colour
1008,seate
1013,wheeles
1030,severall
1031,colour
1035,drawne
1037,foure
1044,Romane
1050,Harnesse
1076,severall
1077,workes
1080,colours
1095,colour
1112,euery
1122,Siluer
1128,colour
1134,foure
1135,foot-men
1137,eyther
1140,euery
1149,Siluer
1155,euery
1163,Betweene
1168,foure
1169,Musitians
1192,gaue
1194,splendor
1214,banquetting-house
1215,banquetting-house
1224,Queenes
1225,Maiesties
1251,gaue
1270,roome
1276,raysed
1283,staires
1290,roome
1298,worke
1310,Sceane
1322,leaues
1343,naturall
1378,crowne
1395,Siluer
1398,armes
1411,browne
1419,thicke
1449,severall
1472,Romane
1510,Siluer
1515,trim'd
1517,Siluer
1520,haire
1528,uenerable
1564,fruites
1568,serued
1585,adorn'd
1587,severall
1592,downe
1626,sharpe
1652,sate
1657,naturall
1660,Siluer
1685,Iustice
1689,Curtaine
1691,sodainly
1692,drawne
1695,Sceane
1701,streete
1704,Pallaces
1711,peeces
1722,farre
1728,selfe
1733,adorn'd
1735,publique
1739,seene
1756,cleare
1762,enlightned
1789,streetes
1803,Phansie
1823,lesse
1828,hee'l
1829,hee'l
1830,cracke
1840,Phansie
1844,ha'
1845,knowne
1849,Breake
1853,peece
1862,Phansie
1864,keepe
1870,scornes
1872,waite
1885,Phansie
1892,subtile
1895,speake
1898,he's
1899,he's
1904,th'
1905,Ayre
1907,beleeue
1921,Betweene
1923,Owle
1940,he's
1941,he's
1944,entertainement
1964,where's
1965,where's
1979,fram'd
1989,Vs
1991,i'th
1992,i'th
1997,Deare
2007,entertaine
2011,where's
2012,where's
2029,honour
2039,ile
2040,ile
2041,doo't
2042,doo't
2060,y'are
2061,y'are
2066,Saue
2068,selfe
2077,Phansie
2093,here's
2094,here's
2108,doe
2116,helpe
2120,you'le
2121,you'le
2122,doe
2124,speciall
2125,favour
2147,phlegmaticke
2148,inuentions
2152,Giue
2153,mee
2159,haue
2166,ide
2167,ide
2171,i'faith
2172,i'faith
2176,wee
2186,downe
2189,Sceane
2197,Iupiter
2199,grasse
2204,Keepe
2206,againe
2222,entertainement
2229,haue
2237,bee
2247,soule
2250,moues
2260,faile
2263,meane
2265,shew
2266,Themselues
2268,Maiors
2285,looke
2286,too't
2287,too't
2304,feare
2310,addresse
2326,that's
2327,that's
2328,vpon
2347,designe
2357,enuy
2365,deuotions
2375,Queene
2387,ile
2388,ile
2409,Iolly
2421,owne
2425,thinke
2427,on't
2428,on't
2435,doe
2485,waite
2504,Phansie
2507,himselfe
2514,deuice
2516,tis
2517,tis
2527,seemes
2530,twas
2531,twas
2534,twas
2535,twas
2541,doe
2543,foole
2554,doe
2583,satisfie
2593,i'me
2594,i'me
2602,tis
2603,tis
2609,ile
2610,ile
2640,exprest
2646,ile
2647,ile
2652,Taverne
2659,Taverne
2661,Wonderfull
2663,heere
2690,doore
2698,tis
2699,tis
2703,wil't
2704,wil't
2714,sayd
2719,bee
2726,th'
2727,Taverne
2737,mee
2742,foole
2751,Fidlers
2754,wee
2763,Phansie
2767,drunke
2776,Taverne
2805,Beggers
2806,shew
2815,Hath
2825,Beggers
2832,cleaue
2844,doe
2878,thinke
2886,here's
2887,here's
2917,conueyd
2921,Coole
2934,fals
2944,speakes
2968,wheele
2972,helpe
2977,Corne
2984,layes
2992,Philosophicall
2996,Hath
3002,yeares
3007,lampe
3010,plac'd
3016,Boyle
3017,Beefe
3028,Vessell
3038,aboue
3039,seeth
3040,ouer
3045,proiect
3048,feete
3054,braine
3069,proiect
3074,walke
3078,vnder
3087,ayre
3093,artificiall
3094,bellowes
3096,Vnder
3098,arme
3108,glasse
3123,Iewels
3124,ha'
