tokenIndex,original
13,beare
52,Pitty
54,heere
59,thinke
66,Teare
69,Subiect
71,deserue
76,giue
84,beleeue
87,heere
88,finde
97,Onely
110,passe
120,ile
121,ile
122,vndertake
132,houres
134,Onely
139,heare
147,noyse
160,Coate
162,garded
176,ranke
185,Foole
194,owne
195,Braines
206,onely
214,leaue
215,vs
216,neuer
218,vnderstanding
224,Goodnesse
231,knowne
239,Towne
263,Liuing
265,Thinke
272,follow'd
275,generall
292,soone
294,Mightinesse
307,ile
308,ile
314,weepe
315,vpon
328,haue
339,thanke
343,Healthfull
346,euer
358,vntimely
370,Sunnes
400,Horsebacke
425,foure
426,Thron'd
429,haue
430,weigh'd
461,Pompe
470,aboue
472,selfe
480,dayes
490,it's
491,it's
508,downe
518,Britaine
522,Euery
547,vs'd
549,toyle
555,beare
558,vpon
564,labour
575,Maske
581,th'
587,Foole
590,Begger
595,Equall
597,lustre
644,Sunnes
655,challeng'd
660,Armes
664,performe
667,Compasse
672,Storie
675,seene
685,beleeu'd
690,farre
708,eu'ry
722,selfe
730,Royall
737,nought
738,rebell'd
741,gaue
759,meane
767,Limbes
776,guesse
788,businesse
801,ordred
809,Reuerend
810,Cardinall
812,Yorke
815,diuell
820,mans
821,Pye
850,bulke
852,vp
854,Rayes
855,o'
856,th'
857,beneficiall
861,keepe
870,there's
871,there's
874,stuffe
898,call'd
899,vpon
905,th'
906,Crowne
923,giues
924,vs
931,owne
937,guift
939,heauen
940,giues
945,buyes
957,Heauen
958,hath
959,giuen
976,Peepe
984,ha's
994,Diuell
1000,ha's
1001,giuen
1012,himselfe
1016,Diuell
1018,Vpon
1024,tooke
1026,vpon
1032,o'
1033,th'
1045,vp
1072,vpon
1076,owne
1079,Honourable
1080,Boord
1082,Councell
1106,haue
1116,neuer
1125,Haue
1128,backes
1131,Mannors
1137,Iourney
1149,poore
1154,thinke
1158,betweene
1162,vs
1173,Euery
1179,storme
1181,follow'd
1186,Inspir'd
1195,generall
1196,Prophesie
1210,sodaine
1212,on't
1213,on't
1222,hath
1228,hath
1229,attach'd
1240,Th'
1243,silenc'd
1246,is't
1247,is't
1257,purchas'd
1266,Businesse
1268,Reuerend
1269,Cardinall
1283,priuate
1290,Cardinall
1293,aduise
1305,towards
1315,reade
1351,he's
1352,he's
1361,Hath
1363,sharpe
1366,it's
1367,it's
1373,saide
1376,farre
1389,Bosome
1390,vp
1392,counsell
1394,you'l
1395,you'l
1396,finde
1400,Loe
1408,aduice
1420,where's
1421,where's
1425,Heere
1456,bigge
1457,looke
1467,Haue
1485,Beggers
1486,booke
1498,Aske
1501,Temp'rance
1503,that's
1504,that's
1505,th'
1507,onely
1528,abiect
1529,obiect
1539,tricke
1541,he's
1542,he's
1545,th'
1548,ile
1549,ile
1566,Choller
1569,'tis
1570,'tis
1576,climbe
1577,steepe
1578,hilles
1595,allow'd
1608,aduise
1616,selfe
1625,ile
1626,ile
1640,downe
1643,fellowes
1647,proclaime
1649,there's
1650,there's
1657,aduis'd
1673,selfe
1680,swiftnesse
1712,wasts
1716,aduis'd
1720,againe
1725,Soule
1733,selfe
1757,thankfull
1762,ile
1763,ile
1764,goe
1794,proofes
1796,cleere
1800,Iuly
1803,Wee
1806,graine
1808,grauell
1811,doe
1824,th'
1826,ile
1827,ile
1828,say't
1829,say't
1840,Rocke
1846,Foxe
1849,Wolfe
1857,equall
1862,subtile
1868,mischiefe
1876,minde
1889,shew
1891,pompe
1914,Th'
1926,glasse
1928,breake
1929,ith'
1930,ith'
1941,giue
1943,fauour
1948,Cardinall
1951,o'
1952,th'
1956,himselfe
1957,pleas'd
1976,giue
1980,th'
1991,tis
1992,tis
2001,erre
2009,followes
2020,kinde
2024,th'
