token,tokenToMatch,endReason,tag,tagIndex
Go,go,s,strd,0
raunge,raunge,s,,
about,about,s,,
the,the,s,considrd,0
shady,shady,s,,
Woods,woods,c,,
",",",",n,,
beset,beset,s,,
on,on,s,,
every,every,s,strd,0
side,side,n,,
With,with,s,considrd,0
Nets,nets,c,,
",",",",s,,
with,with,s,considrd,0
Hounds,hounds,c,,
",",",",s,,
and,and,s,,
toils,toils,c,strd,0
",",",",s,,
and,and,s,,
running,running,n,strd,0
out,out,s,,
at,at,s,considrd,0
randon,randon,s,,
ride,ride,n,,
About,about,c,,
",",",",s,,
about,about,c,,
",",",",s,,
the,the,s,considrd,0
craggy,craggy,s,,
crests,crests,n,,
of,of,s,considrd,0
high,high,s,,
Cecropes,cecropes,s,,
hill,hill,c,,
",",",",n,,
With,with,s,considrd,0
speedy,speedy,s,,
foot,foot,s,strd,0
about,about,s,,
the,the,s,considrd,0
Rocks,rocks,c,strd,0
",",",",n,,
with,with,s,considrd,0
coursing,coursing,s,,
wander,wander,s,,
still,still,c,,
.,.,n,,
That,that,s,considrd,0
under,under,s,strd,0
Carpanetus,carpanetus,s,,
Soil,soil,c,strd,0
",",",",n,,
in,in,s,considrd,0
Dale,dale,s,,
below,below,s,,
does,does,s,strd,0
lurk,lurk,c,strd,0
",",",",n,,
Whereas,whereas,s,,
the,the,s,considrd,0
Rivers,rivers,s,strd,0
running,running,s,,
swift,swift,c,,
",",",",s,,
their,their,s,considrd,0
flapping,flapping,s,,
waves,waves,s,strd,0
do,do,s,strd,0
work,work,c,strd,0
",",",",n,,
And,and,s,,
dashe,dashe,s,,
against,against,s,,
the,the,s,considrd,0
beaten,beaten,s,,
Banks,banks,s,,
of,of,s,considrd,0
Thrias,thrias,s,,
valley,valley,s,,
low,low,c,,
",",",",n,,
And,and,s,,
clamber,clamber,s,,
up,up,s,strd,0
the,the,s,considrd,0
slimy,slimy,s,,
cliues,cliues,c,,
",",",",s,,
besmeard,besmeard,s,,
with,with,s,considrd,0
hor^,hor^,s,,
Snow,snow,c,,
",",",",n,,
(,(,c,,
That,that,s,considrd,0
falls,falls,c,strd,0
",",",",s,,
when,when,s,,
y^,y^,s,,
Western,western,s,strd,0
wind,wind,s,strd,0
from,from,s,strd,0
Riphes,riphes,s,,
Mou^ts,mou^ts,s,,
does,does,s,strd,0
blow,blow,c,,
.),.),n,,
Here,here,c,strd,0
",",",",s,,
here,here,s,strd,0
away,away,c,,
",",",",s,,
let,let,s,,
other,other,s,,
wend,wend,c,,
",",",",s,,
whereas,whereas,s,,
with,with,s,considrd,0
lofty,lofty,s,,
head,head,c,,
",",",",n,,
The,the,s,considrd,0
Elm,elm,s,strd,0
displayes,displayes,s,,
his,his,s,considrd,0
braunched,braunched,s,,
arms,arms,c,strd,0
",",",",s,,
the,the,s,considrd,0
wood,wood,s,,
to,to,s,considrd,0
ouerspread,ouerspread,c,,
.,.,n,,
Whereas,whereas,s,,
the,the,s,considrd,0
Meadows,meadows,s,strd,0
green,green,s,strd,0
do,do,s,strd,0
lie,lie,c,strd,0
",",",",s,,
where,where,s,,
Zephyrus,zephyrus,s,,
most,most,s,,
mild,mild,n,strd,0
Out,out,s,,
brayes,brayes,s,,
his,his,s,considrd,0
baumy,baumy,s,,
breath,breath,s,,
so,so,s,,
sweet,sweet,c,strd,0
",",",",s,,
to,to,s,considrd,0
gernish,gernish,s,,
up,up,s,strd,0
the,the,s,considrd,0
field,field,n,,
With,with,s,considrd,0
lusty,lusty,s,,
springtide,springtide,s,,
flowers,flowers,s,,
fresh,fresh,s,,
whereas,whereas,s,,
Elysus,elysus,s,,
slow,slow,n,,
Does,does,s,strd,0
fleet,fleet,s,strd,0
upon,upon,s,strd,0
the,the,s,considrd,0
Yste,yste,s,,
flakes,flakes,c,,
",",",",s,,
and,and,s,,
on,on,s,,
the,the,s,considrd,0
Pastures,pastures,s,,
low,low,c,,
.,.,n,,
Maeander,maeander,s,,
sheds,sheds,s,,
his,his,s,considrd,0
straggling,straggling,s,strd,0
stream,stream,c,strd,0
",",",",s,,
and,and,s,,
sheares,sheares,s,,
the,the,s,considrd,0
fruitless,fruitless,s,strd,0
sand,sand,n,,
With,with,s,considrd,0
wrackfull,wrackfull,s,,
wave,wave,c,strd,0
:,:,s,,
ye,ye,s,strd,0
whom,whom,s,,
the,the,s,considrd,0
path,path,s,,
on,on,s,,
Marathons,marathons,s,,
left,left,s,,
hand,hand,c,,
",",",",n,,
Does,does,s,strd,0
lead,lead,s,,
unto,unto,s,strd,0
the,the,s,considrd,0
leauened,leauened,s,,
launds,launds,c,,
",",",",s,,
whereas,whereas,s,,
the,the,s,considrd,0
heirde,heirde,s,,
of,of,s,considrd,0
beast,beast,n,,
For,for,s,considrd,0
Evening,evening,s,strd,0
forage,forage,s,strd,0
go,go,s,strd,0
to,to,s,considrd,0
graze,graze,c,,
",",",",s,,
and,and,s,,
stalk,stalk,s,strd,0
unto,unto,s,strd,0
their,their,s,considrd,0
rest,rest,c,,
.,.,n,,
The,the,s,considrd,0
rascal,rascal,s,strd,0
Dear,dear,s,strd,0
trip,trip,s,,
after,after,s,,
fast,fast,c,,
",",",",s,,
you,you,s,considrd,0
thither,thither,s,,
take,take,s,considrd,0
your,your,s,,
way,way,c,,
",",",",n,,
Where,where,s,,
clottered,clottered,s,,
hard,hard,s,,
Acarnan,acarnan,s,,
forced,forced,s,strd,0
warm,warm,s,strd,0
Southern,southern,s,strd,0
winds,winds,s,strd,0
t'obay,t'obay,n,,
Does,does,s,strd,0
slake,slake,s,,
the,the,s,considrd,0
chilling,chilling,s,,
cold,cold,c,strd,0
",",",",s,,
unto,unto,s,strd,0
Hymetus,hymetus,s,,
Ysie,ysie,s,,
cliue,cliue,n,,
To,to,s,considrd,0
Alphids,alphids,s,,
little,little,s,strd,0
Villages,villages,c,,
",",",",s,,
now,now,s,,
let,let,s,,
some,some,s,,
other,other,s,,
d^^ue,d^^ue,c,,
:,:,n,,
That,that,s,considrd,0
plot,plot,s,,
where,where,s,,
Sunion,sunion,s,,
surges,surges,s,,
high,high,s,,
do,do,s,strd,0
beat,beat,s,strd,0
the,the,s,considrd,0
sandy,sandy,s,,
banks,banks,c,strd,0
",",",",n,,
Whereas,whereas,s,,
the,the,s,considrd,0
marble,marble,s,,
Sea,sea,s,,
does,does,s,strd,0
fleet,fleet,s,strd,0
with,with,s,considrd,0
crooked,crooked,s,,
compast,compast,s,,
crankes,crankes,c,,
",",",",n,,
Unhaunted,unhaunted,s,strd,0
lies,lies,s,,
too,too,s,,
long,long,c,,
",",",",s,,
withoutten,withoutten,s,,
race,race,s,,
of,of,s,considrd,0
any,any,s,,
wight,wight,c,,
.,.,n,,
