tokenIndex,original
14,look'st
44,in't
45,in't
67,prethe
89,'tis
90,'tis
108,reveal'd
118,Souldier
119,hath
120,conceal'd
123,'tis
124,'tis
184,hath
190,cryes
191,'tis
192,'tis
203,Maintain'd
211,bewray'd
258,wayes
262,yonger
266,Souldier
289,prethe
296,Countrey
303,doth
306,he's
307,he's
327,let's
328,let's
359,colours
563,Serjeants
597,gon
612,childe
619,Colours
624,here's
625,here's
644,d'ye
645,d'ye
659,y'are
660,y'are
668,i'le
669,i'le
670,shew
677,ne're
678,saw'st
714,colours
725,colour
729,dost
739,ha't
740,ha't
754,here's
755,here's
778,agen
782,y'are
783,y'are
789,prethe
796,do'st
816,thou wilt
817,thou wilt
857,'tis
858,'tis
865,Farewel
870,shalt
890,agen
903,ne're
910,rustick
912,Hath
942,in't
943,in't
949,hath
953,in't
954,in't
956,Ne're
961,gull'd
972,wee'l
973,wee'l
985,let's
986,let's
990,in't
991,in't
995,upon't
996,upon't
998,there's
999,there's
1000,nought
1005,in't
1006,in't
1009,let's
1010,let's
1020,vext
1033,for't
1034,for't
1036,Souldiers
1055,Onely
1090,Farewel
1109,wilde
1133,Souldiers
1134,shar'd
1145,hath
1185,Countrey
1189,'tis
1190,'tis
1208,tother
1209,tother
1237,i'le
1238,i'le
1268,'tis
1269,'tis
1273,Girle
1283,doth
1291,chuse
1299,Dutch-man
1308,doth
1319,Countrey-Man
1343,Countrey-man
1359,Mistris
1362,goe
1365,Countrey-man
1387,what's
1388,what's
1397,shalt
1414,water-gruel
1415,water-gruel
1417,Prethe
1487,thou wilt
1488,thou wilt
1498,shalt
1509,it's
1510,it's
1521,on't
1522,on't
1531,thoul't
1532,thoul't
1535,ynough
1536,on't
1537,on't
1543,'tis
1544,'tis
1561,strain'd
1566,prethe
1618,dost
1631,Prethe
1646,hath
1663,gon
1670,here's
1671,here's
1697,wo
1699,wo
1720,vyne
1746,agen
1762,hath
1772,childe
1858,'tis
1859,'tis
1897,ne're
1938,there's
1939,there's
1960,onely
1983,dayes
2013,confest
2055,'tis
2056,'tis
2060,let's
2061,let's
2065,agen
2169,here's
2170,here's
2202,Countrey
2231,i'le
2232,i'le
2278,i'l
2279,i'l
2294,wilt thou
2295,wilt thou
2303,'tis
2304,'tis
2326,thorow
2334,there's
2335,there's
2340,agen
2353,gon
2404,prov'd
2426,pittiful
2433,Sirra
2435,lye
2439,hath
2441,try'd
2502,Quean
2504,i'le
2505,i'le
2513,alwayes
2543,i'le
2544,i'le
2558,yee
2566,Iack
2573,counsel'd
2600,lye
2623,onely
2650,i'le
2651,i'le
2658,ile
2659,ile
2686,in't
2687,in't
2751,'tis
2752,'tis
2776,ev'ry
2799,you'l
2800,you'l
2809,'tis
2810,'tis
2818,i'le
2819,i'le
2834,beguil'd
2849,figur'd
2850,satten
2854,'tis
2855,'tis
2861,you'd
2862,you'd
2868,i'le
2869,i'le
2900,'tis
2901,'tis
2922,suffer'd
2931,'tis
2932,'tis
2935,i'm
2936,i'm
3010,Countrey-man
3062,i'le
3063,i'le
3077,ne're
3082,i'le
3083,i'le
3092,ile
3093,ile
3161,couzen
3213,behinde
3222,Theise
3224,theeves
3226,fool'd
3252,chuse
3385,Taylors
3406,yee
3434,layes
3475,doth
3536,he'd
3537,he'd
3555,hath
3587,hath
3626,Corps
3656,onely
3660,doth
3747,vew
3880,hath
3888,agen
