token,tokenToMatch,endReason,tag,tagIndex
My,my,s,considrd,0
Masters,masters,s,,
Nephew,nephew,c,,
",",",",s,,
and,and,s,,
my,my,s,considrd,0
Ladies,ladies,s,strd,0
Daughter,daughter,c,,
",",",",s,,
are,are,s,,
the,the,s,considrd,0
kindest,kindest,s,,
lovers,lovers,c,,
",",",",s,,
for,for,s,considrd,0
so,so,n,,
young,young,s,,
ones,ones,c,,
",",",",s,,
as,as,s,considrd,0
that,that,s,considrd,0
ever,ever,s,,
I,i,s,considrd,0
knew,knew,nnn,,
I,i,s,considrd,0
believe,believe,s,,
you,you,s,considrd,0
never,never,s,considrd,0
knew,knew,s,,
such,such,s,,
young,young,s,,
ones,ones,c,,
;,;,s,,
for,for,s,considrd,0
she,she,s,considrd,0
is,is,s,considrd,0
not,not,s,,
above,above,s,,
ten,ten,s,,
years,years,s,,
of,of,n,considrd,0
age,age,c,,
",",",",s,,
and,and,s,,
(...),(...),s,,
thirteen,thirteen,s,,
or,or,s,considrd,0
fourteen,fourteen,nnn,,
He,he,s,considrd,0
addresseth,addresseth,s,,
himself,himself,s,,
in,in,s,considrd,0
that,that,s,considrd,0
Country,country,s,,
manner,manner,c,,
",",",",s,,
and,and,s,,
pleads,pleads,s,,
his,his,s,considrd,0
Love-sure,love-sure,s,,
with,with,n,considrd,0
such,such,s,,
affectionate,affectionate,s,,
respect,respect,c,,
",",",",s,,
and,and,s,,
she,she,s,considrd,0
gives,gives,s,,
Audience,audience,s,,
with,with,s,considrd,0
such,such,s,,
modest,modest,s,,
attention,attention,c,,
",",",",n,,
as,as,s,considrd,0
one,one,s,,
would,would,s,,
think,think,s,,
they,they,s,considrd,0
were,were,s,,
older,older,s,,
by,by,s,considrd,0
a,a,s,considrd,0
douzen,douzen,s,,
years,years,s,,
a-piece,a-piece,s,,
than,than,s,,
they,they,s,considrd,0
are,are,nnn,,
They,they,s,considrd,0
have,have,s,considrd,0
been,been,s,,
bred,bred,s,,
together,together,c,,
",",",",s,,
and,and,s,,
they,they,s,considrd,0
have,have,s,considrd,0
not,not,s,,
been,been,s,,
acquainted,acquainted,s,,
with,with,s,considrd,0
the,the,n,considrd,0
Vanities,vanities,s,strd,0
and,and,s,,
Vices,vices,s,,
of,of,s,considrd,0
the,the,s,considrd,0
World,world,c,,
",",",",s,,
which,which,s,considrd,0
makes,makes,s,,
love,love,s,,
the,the,s,considrd,0
more,more,s,,
pure,pure,nnn,,
My,my,s,considrd,0
Lady,lady,s,,
desires,desires,s,,
my,my,s,considrd,0
Master,master,s,,
that,that,s,considrd,0
he,he,s,considrd,0
would,would,s,,
give,give,s,,
consent,consent,s,,
his,his,s,considrd,0
Nephew,nephew,s,,
may,may,s,,
marry,marry,s,,
her,her,n,,
Daughter,daughter,nnn,,
She,she,s,considrd,0
has,has,s,strd,0
reason,reason,c,,
",",",",s,,
for,for,s,considrd,0
he,he,s,considrd,0
is,is,s,considrd,0
the,the,s,considrd,0
only,only,s,,
Son,son,s,,
of,of,s,considrd,0
his,his,s,considrd,0
Father,father,c,,
",",",",s,,
my,my,s,considrd,0
Masters,masters,s,,
Brother,brother,s,,
the,the,n,considrd,0
Lord,lord,s,,
Dorato,dorato,c,,
",",",",s,,
who,who,s,considrd,0
is,is,s,considrd,0
very,very,s,,
rich,rich,c,,
",",",",s,,
and,and,s,,
