token,tokenToMatch,endReason,tag,tagIndex
SInce,since,s,,
the,the,s,considrd,0
Sun's,sun's,s,,
kindly,kindly,s,,
Beams,beams,s,,
have,have,s,considrd,0
left,left,s,,
us,us,s,,
now,now,c,,
",",",",n,,
And,and,s,,
in,in,s,considrd,0
the,the,s,considrd,0
other,other,s,,
World,world,s,,
make,make,s,,
all,all,s,,
things,things,s,,
grow,grow,c,,
;,;,n,,
Like,like,s,,
Swallows,swallows,s,,
to,to,s,considrd,0
warm,warm,s,,
Seasons,seasons,c,,
",",",",s,,
we,we,s,considrd,0
draw,draw,s,,
near,near,c,,
",",",",n,,
And,and,s,,
hope,hope,s,,
to,to,s,considrd,0
find,find,s,,
a,a,s,considrd,0
fruitful,fruitful,s,,
Summer,summer,s,,
here,here,s,,
--,--,n,,
May,may,s,,
still,still,s,,
our,our,s,,
Orb,orb,s,,
so,so,s,,
bright,bright,c,,
",",",",s,,
and,and,s,,
gay,gay,s,,
appear,appear,c,,
",",",",n,,
And,and,s,,
every,every,s,strd,0
Day,day,s,,
adorn,adorn,s,,
our,our,s,,
Theater,theater,s,strd,0
--,--,n,,
Wev'e,wev'e,s,,
nothing,nothing,s,,
more,more,s,,
to,to,s,considrd,0
welcome,welcome,s,,
you,you,s,considrd,0
to,to,s,considrd,0
Night,night,c,,
",",",",n,,
Than,than,s,,
a,a,s,considrd,0
plain,plain,c,,
",",",",s,,
undrest,undrest,s,,
Play,play,c,,
",",",",s,,
a,a,s,considrd,0
homely,homely,s,,
Sight,sight,c,,
",",",",n,,
No,no,s,considrd,0
Show,show,s,strd,0
to,to,s,considrd,0
take,take,s,considrd,0
your,your,s,,
Eyes,eyes,c,,
",",",",s,,
that,that,s,considrd,0
are,are,s,,
more,more,s,,
kind,kind,c,,
",",",",n,,
And,and,s,,
easier,easier,s,,
pleased,pleased,s,strd,0
than,than,s,,
is,is,s,considrd,0
the,the,s,considrd,0
dainty,dainty,s,,
mind,mind,c,,
.,.,n,,
Language,language,s,,
with,with,s,considrd,0
you's,you's,s,,
esteemed,esteemed,s,strd,0
upon,upon,s,,
the,the,s,considrd,0
Stage,stage,c,,
",",",",n,,
Like,like,s,,
some,some,s,,
affected,affected,s,,
Gallants,gallants,s,,
of,of,s,considrd,0
this,this,s,considrd,0
Age,age,c,,
;,;,n,,
Not,not,s,,
for,for,s,considrd,0
their,their,s,considrd,0
Sense,sense,c,strd,0
",",",",s,,
but,but,s,,
for,for,s,considrd,0
their,their,s,considrd,0
Equipage,equipage,c,,
.,.,s,,
--,--,n,,
No,no,c,considrd,0
",",",",s,,
the,the,s,considrd,0
rich,rich,s,,
Banquet,banquet,s,,
is,is,s,considrd,0
to,to,s,considrd,0
come,come,c,,
",",",",s,,
a,a,s,considrd,0
Treat,treat,n,,
Cooked,cooked,s,strd,0
by,by,s,considrd,0
your,your,s,,
Chat'lin,chat'lin,s,,
and,and,s,,
La'Froon,la'froon,s,,
of,of,s,considrd,0
Wit,wit,c,,
.,.,n,,
This,this,s,considrd,0
is,is,s,considrd,0
a,a,s,considrd,0
Christmas,christmas,s,,
Tale,tale,s,,
has,has,s,considrd,0
often,often,s,strd,0
been,been,s,,
told,told,n,,
Over,over,s,considrd,0
a,a,s,considrd,0
Fire,fire,s,considrd,0
by,by,s,considrd,0
Nurse,nurse,c,,
",",",",s,,
and,and,s,,
Grandam,grandam,s,,
old,old,c,,
",",",",n,,
Where,where,s,,
they,they,s,considrd,0
would,would,s,strd,0
Paris,paris,s,,
the,the,s,considrd,0
wild,wild,s,,
Youngster,youngster,s,,
blame,blame,c,,
",",",",n,,
For,for,s,considrd,0
stealing,stealing,s,,
Helen,helen,c,,
",",",",s,,
that,that,s,considrd,0
inconstant,inconstant,s,,
Dame,dame,c,,
.,.,n,,
Yet,yet,s,,
we,we,s,strd,0
are,are,s,strd,1
in,in,s,considrd,0
hopes,hopes,s,,
you,you,s,considrd,0
will,will,s,,
be,be,s,considrd,0
kind,kind,s,,
to,to,s,considrd,0
hear,hear,n,,
The,the,s,considrd,0
Lives,lives,s,,
of,of,s,considrd,0
those,those,s,,
whose,whose,s,,
Successors,successors,s,strd,0
you,you,s,considrd,0
are,are,c,,
:,:,n,,
For,for,s,considrd,0
when,when,s,,
Troy,troy,s,,
fell,fell,c,,
",",",",s,,
its,its,s,,
Remnant,remnant,s,,
here,here,s,,
did,did,s,,
plant,plant,c,,
",",",",n,,
And,and,s,,
built,built,s,,
this,this,s,considrd,0
Place,place,c,,
",",",",s,,
and,and,s,,
called,called,s,strd,0
it,it,s,,
Troy-novant,troy-novant,c,,
:,:,n,,
But,but,s,,
as,as,s,considrd,0
those,those,s,,
Venturers,venturers,s,,
were,were,s,,
forced,forced,s,strd,0
