tokenIndex,original
4,splendor
17,houres
18,haue
31,vnprofitable
32,worke
42,euen
60,posteritie
64,beene
68,studie
89,greatnesse
92,priuiledged
94,custome
99,carkasses
108,dutie
114,Maiestie
117,gaue
120,authoritie
128,lesse
132,royall
136,deserues
143,adde
149,redeeme
157,Enuie
161,euills
171,obliuion
175,vnto
176,vs
178,riuer
212,east-ward
220,falleth
223,westerne
232,Maiesties
236,haue
243,inuention
245,deriued
259,drawne
275,fill'd
283,artificiall
286,seene
288,shoote
299,raysed
301,waues
306,moue
317,BVt
319,what's
320,what's
331,calme
343,carefull
349,euery
350,pensiue
359,loued
378,Sunne
390,iudge
394,formall
403,firme
406,drawes
407,Signes
411,loue
415,shewes
425,growes
429,fix't
430,colour
434,haire
445,faire
459,fearefull
468,selfe
471,selfe
478,neuer
482,faithfull
491,proue
502,warre
508,neere
509,Diuinitie
532,Poore
536,stil'd
543,Haue
547,enuie
568,flie
576,puritie
599,faire
606,blacke
609,blacke
610,dispaire
618,chang'd
644,feare
648,Possess'd
655,beleeuing
662,teares
666,streame
670,hath
679,seeke
684,haue
691,Sunne
692,riseth
704,scorch'd
705,cheekes
717,queenes
728,oft
737,vaine
741,setled
744,womens
749,confirm'd
766,els
768,fain'd
780,gain'd
784,sate
789,Limmes
794,Appear'd
817,streame
828,seeke
835,Greeke
847,blouds
849,doth
850,neuer
854,Iourney
855,passeth
859,leaues
874,formes
887,haue
894,speake
903,Blacke
930,vnto
933,Nymphes
934,design'd
939,ayde
952,appeares
954,vs
964,ayre
972,faire
975,call'd
979,deare
983,selfe
986,foure
988,yeere
993,daies
995,haue
996,walk'd
1008,crown'd
1011,waues
1019,vs
1022,farre
1035,generall
1036,brightnesse
1041,Shyne
1047,Shew
1063,Beautifie
1068,haue
1079,natiue
1080,cheare
1085,haue
1125,glasse
1130,doth
1140,inscrib'd
1145,Wish'd
1161,hath
1163,recouered
1169,raigne
1180,MVSES
1181,sonnes
1182,haue
1191,spred
1200,blest
1202,Hath
1203,wonne
1206,dignitie
1209,stile
1214,diuided
1220,tri'd
1228,generall
1263,Rul'd
1272,doth
1277,beames
1294,reuiue
1310,salue
1315,euery
1321,honor'd
1330,'fore
1332,Brittaine
1349,natiue
1352,Inuite
1365,scorch'd
1370,sunne
1393,iealous
1400,doe
1404,eare
1408,haue
1412,feare
