tokenIndex,original
22,sayes
42,'tis
43,'tis
66,sayes
135,Doth
234,doth
263,Hast
273,vertue
283,Tryal
355,vertuous
358,canst
397,lyes
416,Bashfull
435,bashfull
454,wonderfull
464,indeavour
480,melancholly
488,lye
496,lye
524,indure
543,wayes
588,doth
620,Mistriss
713,doth
830,humour
839,canst
840,perswade
845,wouldst
869,hast
911,mee
978,choyce
1155,hast
1178,hath
1182,handsomly
1219,doth
1235,injurie
1239,hath
1296,doth
1299,imbrace
1362,Turkes
1383,Turkes
1390,Gyant
1425,growes
1471,falsly
1473,clearnesse
1476,innocency
1496,tis
1497,tis
1507,defence
1509,innocency
1512,honour
1522,destroye
1529,maintaine
1550,indanger
1555,warrs
1558,warrs
1567,idlenesse
1571,imployment
1604,carefull
1615,shouldst
1704,setled
1728,vertue
1797,intreat
1844,lash'd
1861,tyed
1874,i'l
1875,i'l
1897,i'l
1898,i'l
1927,travelling
1956,crie
1964,souldier
1985,perswasion
1999,Bashfull
2009,publick
2017,behaviour
2030,bashfull
2036,hath
2047,bashfull
2057,domestick
2069,wil
2197,kill'd
2201,kill'd
2216,perswade
2345,honour
2359,indangered
2372,hath
2400,beautifull
2465,hast
2473,canst
2484,indeavour
2538,Prethee
2565,dishonour
2588,favour
2603,willfull
2618,doth
2629,expir'd
2642,Rhetorick
2675,'tis
2676,'tis
2678,Rhetorick
2688,that's
2689,that's
2694,Rhetorick
2710,Mistriss
2720,eare
2733,musick
2760,doth
2766,inrich
2884,bootie
2948,souldiers
2955,Souldiers
2958,mercifull
2964,Verely
3023,Souldier's
3079,wonderfull
3095,marriage-bed
3096,marriage-bed
3121,States-man
3144,States-man
3174,'tis
3175,'tis
3225,forreign
3281,Governours
3385,mutinie
3389,anothers
3401,Souldiers
3405,adayes
3437,Souldiers
3439,incouraging
3454,Souldiers
3465,incouragement
3509,Souldiers
3562,favour
3565,indanger
3655,'tis
3656,'tis
3660,doth
3742,setled
3783,Souldier
3804,behaviour
3843,ceremonie
3879,favour
3896,wayes
3914,battel
3961,kill'd
3974,Souldiers
3979,stayes
3992,honour
4006,defence
4009,ruine
4046,hath
4054,Armie
4070,honours
4083,Honour
4145,intreat
4151,Honour
4192,ruine
4198,Honour
4268,inforce
4323,vapour
4395,murther
4402,murther
4423,Honour
4445,intreat
4488,battel
4521,honour
4553,battel
4557,Souldiers
4587,Armie
4596,untill
4601,battel
4608,honour
4618,Souldiers
4625,Souldiers
4688,battel
4697,honour
4706,incouraged
4708,Souldiers
4734,wilfull
4813,lifes
4871,enemie
4873,surprize
4880,carelesness
4946,Honour
5002,shew
5036,Superiours
5122,kill'd
5132,honour
5204,Honour
5225,disturb'd
5229,ioyes
5245,aire
5253,doth
5284,vertuous
5337,vertues
5355,setled
5394,humour
5424,untill
5555,dishonoured
5592,suspition
5605,shews
5678,joyn
5692,honour
5694,livelyhood
5771,behaviour
5780,heroick
5790,vertues
5824,humours
5840,lawfull
5859,doth
5901,carefull
5916,laugh'd
5922,Rhetorick
5945,beautifull
6039,behaviour
6055,reproches
6093,threatned
6110,beautifull
6125,Sutor
6128,favours
6148,humour'd
6173,seperate
6192,intice
6235,behaviour
6277,luxurie
6283,jealousie
6285,envie
6291,envie
6307,insnare
6309,Honourable
6347,lawfull
6366,Familie
6382,controul
6427,healthfull
6436,behaviour
6471,humour
6536,'tis
6537,'tis
6555,indure
6570,honour
6633,didst
6644,hadst
6649,souldier
6656,fourty
6668,Souldiers
6733,favours
6794,hath
6804,hath
6817,'tis
6818,'tis
6823,hath
6843,hath
6853,childe
6859,childe
6865,childe
6881,childe
6884,fift
6915,childe
6917,seldome
6991,hath
6999,hath
7020,favours
7118,ungratefull
7159,favours
7195,faithfull
7245,doth
7254,carcase
7290,'tis
7291,'tis
7296,honour
7298,perswade
7314,mans
7370,perswade
7398,meer
7428,doth
7433,lye
7451,fancie
7452,expresseth
7529,judgement
7575,fearfull
7577,bashfull
7579,'tis
7580,'tis
7698,vapours
7702,doth
7742,Ariseth
7750,melancholly
7755,Untill
7773,doth
7779,lyes
7788,rayes
7840,rayes
7870,melancholly
7872,doth
7884,doth
7889,prethee
7930,perswade
8023,wayes
8051,indeavour
