tokenIndex,original
37,selfe
43,vpright
51,Citie
57,aboue
64,adorn'd
68,towres
78,Vpon
84,capitall
92,TACITVS
117,maxime
125,lesse
144,haue
167,starres
171,vp
173,heauen
178,farre
188,Maiestie
194,vnworthy
196,receiue
202,aduanc'd
214,aboue
219,citie
233,seate
242,saith
244,shee
253,sedes
274,Shee
293,ouer
297,crownes
303,thorow
312,coate
326,crowne
335,coates
345,shee
360,palme
362,lawrell
365,hayre
368,foure
369,seuerall
375,crownes
385,inscrib'd
386,vpon
398,shew
406,diuided
430,orbe
436,victorie
438,happinesse
443,crownes
449,precedency
465,diuine
466,Wisedome
477,starres
480,crowne
482,starres
489,figur'd
497,Shee
499,alwayes
501,vp
507,shee
508,sustayned
510,doue
521,shew
523,subtiltie
528,simplicitie
541,serpentes
559,doe
560,gouerne
571,kingdomes
577,shee
582,vpon
591,Monarchie
608,reuerend
614,haire
644,colour
665,signifie
694,councell
697,citie
701,suted
703,blacke
726,citie
731,coate
734,armour
743,helme
749,lawrell
765,citie
777,seuerall
785,armes
787,councel
802,preserue
819,maior
825,Vnder-neath
841,riuer
850,citie
870,colour
879,sayle
892,crowne
896,reede
897,vpon
901,mixt
903,water-lillies
904,water-lillies
942,hayre
951,arme
952,vpon
964,liue
968,seene
970,runne
996,riuers
997,themselues
1004,haue
1006,beene
1017,hee
1021,lesse
1024,ioy
1027,maiesties
1028,gratefull
1029,approch
1032,citie
1042,hee
1054,sixe
1065,vpon
1066,seuerall
1069,helpe
1071,beautifie
1081,Gladnesse
1084,suted
1086,greene
1091,diuers
1092,colours
1097,varietie
1099,flowres
1114,crystall
1116,fill'd
1134,harpe
1141,ensignes
1143,gladnesse
1182,ash-colour'd
1183,sute
1186,darke
1190,vayle
1191,ouer
1196,colour
1200,crost
1207,halfe
1234,backe
1237,haire
1242,vp
1247,brest
1257,Shee
1267,expresse
1268,readinesse
1272,euery
1279,shee
1293,quicknesse
1306,sodainely
1332,shew'd
1334,shee
1337,lesse
1338,prepar'd
1347,windes
1350,vpon
1383,siluer
1399,lampe
1411,lampe
1428,obiect
1462,duety
1469,selfe
1476,louing
1483,golde
1508,zeale
1521,loue
1556,watchfulnesse
1582,loue
1584,naturall
1588,subiects
1595,behalfe
1599,sixt
1603,vnanimity
1620,shewing
1622,trueth
1624,intirenesse
1626,minde
1630,lappe
1635,arrowes
1642,selfe
1645,certaine
1647,siluer
1663,euen
1668,aydes
1678,selfe
1681,vnanimity
1686,soule
1696,seruice
1704,liue
1713,GENIVS
1723,dumbe
1730,armes
1733,kingdome
1747,maist
1756,armes
1759,citie
1767,maist
1773,centre
1795,MAXIMVS
1817,VIRTVS
1898,couered
1901,curtaine
1903,silke
1908,thicke
1923,drawne
1926,Allegorie
1934,vpon
1939,Citie
1960,Sunne
1970,sodainely
1972,vpon
1980,voyce
1984,vtter
1995,obiected
2003,beene
2004,onely
2014,farre
2025,onely
2046,fabricke
2050,policie
2052,dignitie
2058,Citie
2062,downe
2069,propertie
2072,Deuices
2077,alwaies
2081,bodie
2097,selfe
2101,owne
2102,actiue
2103,spheare
2110,generall
2111,harmonie
2143,vsed
2178,Inuentions
2185,ensignes
2186,deliuer
2203,becomming
2211,dignitie
2214,shewes
2262,vpon
2273,obscuritie
2276,themselues
2279,sharpe
2293,iudgements
2311,haue
2314,conspir'd
2317,giue
2324,desir'd
2331,houres
2333,weekes
2338,yeares
2344,vpon
2346,siluer
2347,haires
2368,hath
2373,reare
2381,striue
2383,weare
2385,choisest
2390,steepe
2391,Towres
2404,windowes
2408,euery
2413,ioy
2415,loue
2421,Cleaue
2424,ayre
2438,vniuersally
2457,didst
2467,GENIVS
2468,walk't
2472,euery
2478,seuerall
2485,figur'd
2502,happinesse
2504,tast
2507,keepe
2523,Vpon
2558,heauen
2564,blacke
2565,looke
2569,possesse
2571,brests
2580,Zeale
2585,Leaues
2588,zeale
2590,Vp
2601,limbes
2609,selfe
2612,sleepe
2619,seeme
2621,creepe
2627,Vp
2635,Aboue
2637,bankes
2643,euery
2644,tyde
2648,vaine
2662,pompe
2663,o'reflow
2669,couer
2683,ioy
2698,liue
2700,swimme
2705,gladnesse
2710,heere
2715,dumbe
2718,doe
2719,expresse
2721,cheere
2725,streames
2728,lesse
2739,INdeede
2742,gladnesse
2743,doth
2745,alwayes
2746,speake
2749,Ioy
2760,weake
2775,citie
2776,beares
2789,heate
2793,IAMES
2797,lesse
2805,behalfe
2809,vertuous
