token,tokenToMatch,endReason,tag,tagIndex
Back,back,s,strd,0
from,from,s,,
th'umbragious,th'umbragious,s,,
bounds,bounds,s,,
still,still,s,,
robbed,robbed,s,strd,0
of,of,s,considrd,0
rest,rest,n,,
Must,must,s,,
I,i,s,considrd,0
return,return,c,strd,0
",",",",s,,
where,where,s,,
Phoebus,phoebus,s,,
gildes,gildes,s,,
the,the,s,considrd,0
fields,fields,c,,
",",",",n,,
A,a,s,considrd,0
ghost,ghost,s,,
not,not,s,,
worthy,worthy,s,,
to,to,s,considrd,0
be,be,s,considrd,0
Plutoes,plutoes,s,,
guest,guest,c,,
",",",",n,,
Since,since,s,,
one,one,s,,
to,to,s,considrd,0
whom,whom,s,,
the,the,s,considrd,0
world,world,s,,
no,no,s,considrd,0
burial,burial,s,strd,0
yields,yields,c,,
.,.,n,,
O,o,s,,
what,what,s,,
a,a,s,considrd,0
great,great,s,considrd,0
disgrace,disgrace,s,,
is,is,s,considrd,0
this,this,s,considrd,0
to,to,s,considrd,0
me,me,c,,
",",",",n,,
Whose,whose,s,,
trophies,trophies,s,strd,0
the,the,s,strd,0
earth,earth,s,strd,1
in,in,s,considrd,0
every,every,s,strd,0
corner,corner,s,,
keeps,keeps,c,strd,0
",",",",n,,
That,that,s,considrd,0
I,i,s,considrd,0
(,(,c,,
contemned,contemned,c,strd,0
),),s,,
cannot,cannot,s,,
transported,transported,s,,
be,be,c,considrd,0
",",",",n,,
A,a,s,considrd,0
passenger,passenger,s,,
through,through,s,,
the,the,s,considrd,0
sulphurean,sulphurean,s,,
deepes,deepes,c,,
.,.,n,,
Dare,dare,s,,
churlish,churlish,s,,
Charon,charon,c,,
",",",",s,,
though,though,s,,
not,not,s,,
used,used,s,strd,0
to,to,s,considrd,0
bow,bow,c,,
",",",",n,,
The,the,s,considrd,0
raging,raging,s,,
torrent,torrent,s,,
of,of,s,considrd,0
my,my,s,considrd,0
wrath,wrath,s,,
gain,gain,s,,
estand,estand,c,,
?,?,n,,
Must,must,s,,
I,i,s,considrd,0
succumb,succumb,s,,
amidst,amidst,s,,
hells,hells,s,,
dungeons,dungeons,s,,
now,now,c,,
",",",",n,,
Though,though,s,,
over,over,s,strd,0
the,the,s,considrd,0
world,world,s,,
accustomed,accustomed,s,strd,0
to,to,s,considrd,0
command,command,c,,
?,?,n,,
But,but,s,,
it,it,s,,
may,may,s,,
be,be,s,considrd,0
that,that,s,considrd,0
this,this,s,considrd,0
has,has,s,strd,0
wrought,wrought,s,,
me,me,s,,
harm,harm,c,strd,0
.,.,n,,
What,what,s,,
bloodlesse,bloodlesse,s,,
ghosts,ghosts,s,,
stray,stray,s,,
on,on,s,,
the,the,s,considrd,0
Stygian,stygian,s,,
bancke,bancke,c,,
",",",",n,,
Whose,whose,s,,
falls,falls,s,strd,0
(,(,c,,
made,made,s,,
famous,famous,s,,
by,by,s,considrd,0
my,my,s,considrd,0
fatal,fatal,s,strd,0
arm,arm,c,strd,0
),),n,,
Whose,whose,s,,
falls,falls,s,strd,0
(,(,c,,
made,made,s,,
famous,famous,s,,
by,by,s,considrd,0
my,my,s,considrd,0
fatal,fatal,s,strd,0
arm,arm,c,strd,0
),),n,,
Gave,gave,s,strd,0
terror,terror,s,strd,0
often,often,s,strd,0
to,to,s,considrd,0
many,many,s,,
a,a,s,considrd,0
martial,martial,s,strd,0
rank,rank,c,strd,0
?,?,n,,
Yet,yet,s,,
for,for,s,considrd,0
a,a,s,considrd,0
prey,prey,s,,
exposde,exposde,s,,
to,to,s,considrd,0
ravenous,ravenous,s,strd,0
beasts,beasts,c,,
",",",",n,,
Could,could,s,,
never,never,s,strd,0
have,have,s,strd,0
the,the,s,considrd,0
honor,honor,s,strd,0
of,of,s,considrd,0
a,a,s,considrd,0
tomb,tomb,c,strd,0
.,.,n,,
But,but,s,,
(,(,c,,
though,though,s,,
for,for,s,considrd,0
such,such,s,,
rude,rude,s,,
guests,guests,s,,
too,too,s,,
precious,precious,s,strd,0
feasts,feasts,c,,
),),n,,
Were,were,s,,
basely,basely,s,,
buried,buried,s,,
in,in,s,considrd,0
their,their,s,considrd,0
brutish,brutish,s,,
womb,womb,c,strd,0
.,.,n,,
Thus,thus,s,,
as,as,s,considrd,0
it,it,s,,
seems,seems,s,strd,0
the,the,s,considrd,0
horiour,horiour,s,,
of,of,s,considrd,0
such,such,s,,
deeds,deeds,n,strd,0
With,with,s,considrd,0
like,like,s,,
indignity,indignity,s,strd,0
attends,attends,s,,
my,my,s,considrd,0
sprite,sprite,c,,
",",",",n,,
What,what,s,,
stormy,stormy,s,strd,0
breast,breast,s,strd,0
this,this,s,considrd,0
thirst,thirst,s,,
of,of,s,considrd,0
vengeance,vengeance,s,,
breeds,breeds,c,strd,0
",",",",n,,
T'accuse,t'accuse,s,,
for,for,s,considrd,0
that,that,s,considrd,0
which,which,s,considrd,0
valor,valor,s,strd,0
did,did,s,,
acquit,acquit,c,strd,0
.,.,n,,
Ah,ah,s,,
might,might,s,,
Alcmenaes,alcmenaes,s,,
son,son,s,strd,0
(,(,c,,
as,as,s,considrd,0
worthy,worthy,s,,
of,of,s,considrd,0
Jove,jove,c,strd,0
),),n,,
Once,once,s,,
force,force,s,,
the,the,s,strd,0
infernal,infernal,s,strd,1
fortes,fortes,s,,
of,of,s,considrd,0
endless,endless,s,strd,0
night,night,c,,
",",",",n,,
T'encounter,t'encounter,s,,
Dis,dis,s,,
in,in,s,considrd,0
the,the,s,considrd,0
Tartarian,tartarian,s,,
grove,grove,c,strd,0
",",",",n,,
And,and,s,,
draw,draw,s,,
forth,forth,s,strd,0
th'ougly,th'ougly,s,,
Cerberus,cerberus,s,,
to,to,s,considrd,0
light,light,c,,
.,.,n,,
Then,then,s,,
leading,leading,s,,
Theseus,theseus,s,,
through,through,s,,
the,the,s,considrd,0
cauerns,cauerns,s,,
dark,dark,c,strd,0
",",",",n,,
That,that,s,considrd,0
would,would,s,,
have,have,s,strd,0
forced,forced,s,strd,0
the,the,s,strd,0
inferior,inferior,s,strd,1
regions,regions,s,,
Queen,queen,c,strd,0
",",",",n,,
By,by,s,considrd,0
violence,violence,s,,
used,used,s,strd,0
he,he,s,considrd,0
th'auernall,th'auernall,s,,
bark,bark,c,strd,0
",",",",n,,
As,as,s,considrd,0
Conqueror,conqueror,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
pallide,pallide,s,,
Empire,empire,s,,
seen,seen,c,strd,0
.,.,n,,
And,and,s,,
may,may,s,,
not,not,s,,
I,i,s,considrd,0
down,down,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
center,center,s,,
sit,sit,c,,
?,?,n,,
Their,their,s,considrd,0
renting,renting,s,,
the,the,s,strd,0
earth,earth,s,strd,1
(,(,c,,
as,as,s,considrd,0
thence,thence,s,,
when,when,s,,
vapors,vapors,s,strd,0
rise,rise,c,,
),),n,,
T'inlarge,t'inlarge,s,,
the,the,s,strd,0
imprisoned,imprisoned,s,strd,1
souls,souls,c,strd,0
",",",",s,,
the,the,s,considrd,0
pitchy,pitchy,s,,
pit,pit,c,,
",",",",n,,
That,that,s,considrd,0
once,once,s,,
the,the,s,considrd,0
light,light,s,,
may,may,s,,
lighten,lighten,s,,
lightlesse,lightlesse,s,,
eyes,eyes,c,strd,0
.,.,n,,
What,what,s,,
though,though,s,,
I,i,s,considrd,0
from,from,s,,
th'aetheriall,th'aetheriall,s,,
circles,circles,s,,
swerue,swerue,c,,
",",",",n,,
Whom,whom,s,,
in,in,s,considrd,0
this,this,s,considrd,0
state,state,s,,
it,it,s,,
may,may,s,,
be,be,s,considrd,0
some,some,s,,
mistake,mistake,c,,
",",",",n,,
May,may,s,,
not,not,s,,
the,the,s,considrd,0
voice,voice,s,strd,0
of,of,s,considrd,0
Alexander,alexander,s,,
serve,serve,n,strd,0
To,to,s,considrd,0
make,make,s,,
the,the,s,strd,0
earth,earth,s,strd,1
tremble,tremble,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
depths,depths,s,,
to,to,s,considrd,0
shake,shake,c,,
?,?,n,,
Or,or,s,considrd,0
shall,shall,s,strd,0
I,i,s,considrd,0
go,go,s,strd,0
above,above,s,strd,0
with,with,s,considrd,0
new,new,s,considrd,0
alarmes,alarmes,c,,
",",",",n,,
To,to,s,considrd,0
spoil,spoil,s,strd,0
the,the,s,considrd,0
princes,princes,s,,
of,of,s,considrd,0
the,the,s,considrd,0
peopled,peopled,s,,
round,round,c,,
?,?,n,,
And,and,s,,
turn,turn,s,strd,0
back,back,c,strd,0
",",",",s,,
backed,backed,s,strd,0
with,with,s,considrd,0
squadrons,squadrons,s,,
all,all,s,,
in,in,s,considrd,0
arms,arms,c,strd,0
",",",",n,,
T'affright,t'affright,s,,
the,the,s,considrd,0
ghosts,ghosts,s,,
that,that,s,considrd,0
are,are,s,,
beneath,beneath,s,,
the,the,s,considrd,0
ground,ground,c,,
.,.,n,,
But,but,s,,
(,(,c,,
ah,ah,c,,
),),s,,
what,what,s,,
comfort,comfort,s,,
can,can,s,,
I,i,s,considrd,0
find,find,s,,
above,above,c,strd,0
",",",",n,,
Where,where,s,,
those,those,s,,
whom,whom,s,,
I,i,s,considrd,0
advanced,advanced,c,strd,0
",",",",s,,
lo,lo,s,strd,0
now,now,s,,
in,in,s,considrd,0
the,the,n,strd,0
end,end,n,strd,1
The,the,s,considrd,0
titles,titles,s,,
of,of,s,considrd,0
my,my,s,considrd,0
offspring,offspring,s,strd,0
strive,strive,s,strd,0
t'improue,t'improue,c,,
?,?,n,,
And,and,s,,
to,to,s,considrd,0
my,my,s,considrd,0
chair,chair,s,strd,0
by,by,s,considrd,0
violence,violence,s,,
ascend,ascend,c,,
.,.,n,,
Ingratitude,ingratitude,s,,
torments,torments,s,,
my,my,s,considrd,0
troubled,troubled,s,,
sprite,sprite,c,,
:,:,n,,
Would,would,s,,
God,god,s,,
therefore,therefore,c,,
",",",",s,,
that,that,s,considrd,0
with,with,s,considrd,0
a,a,s,considrd,0
body,body,s,strd,0
stored,stored,c,strd,0
",",",",n,,
I,i,s,considrd,0
might,might,s,,
return,return,s,strd,0
t'enioy,t'enioy,s,,
the,the,s,considrd,0
days,days,s,strd,0
clear,clear,s,strd,0
light,light,c,,
.,.,n,,
My,my,s,considrd,0
back,back,s,strd,0
with,with,s,considrd,0
arms,arms,c,strd,0
",",",",s,,
my,my,s,considrd,0
hand,hand,s,,
charged,charged,s,strd,0
with,with,s,considrd,0
a,a,s,considrd,0
sword,sword,c,,
",",",",n,,
As,as,s,considrd,0
when,when,s,,
