token,tokenToMatch,endReason,tag,tagIndex
I,i,s,considrd,0
Never,never,s,considrd,0
saw,saw,s,,
the,the,s,considrd,0
like,like,c,,
",",",",s,,
she,she,s,strd,0
is,is,s,strd,1
no,no,s,considrd,0
more,more,s,,
stirred,stirred,c,strd,0
",",",",n,,
No,no,s,considrd,0
more,more,s,,
another,another,s,,
woman,woman,c,,
",",",",s,,
no,no,s,considrd,0
more,more,s,,
altered,altered,c,strd,0
",",",",n,,
With,with,s,considrd,0
any,any,s,,
hopes,hopes,s,,
or,or,s,considrd,0
promises,promises,s,,
laid,laid,s,strd,0
to,to,s,considrd,0
her,her,n,,
(,(,c,,
Let,let,s,,
'em,'em,s,,
be,be,s,considrd,0
never,never,s,strd,0
so,so,s,,
weighty,weighty,c,strd,0
",",",",s,,
never,never,s,strd,0
so,so,s,,
winning,winning,c,,
",",",",n,,
Then,then,s,,
I,i,s,considrd,0
am,am,s,,
with,with,s,considrd,0
the,the,s,considrd,0
motion,motion,s,,
of,of,s,considrd,0
my,my,s,considrd,0
own,own,s,strd,0
legs,legs,c,,
.,.,nn,,
Chilax,chilax,c,,
.,.,n,,
You,you,s,considrd,0
are,are,s,,
a,a,s,considrd,0
stranger,stranger,s,,
yet,yet,s,,
in,in,s,considrd,0
these,these,s,,
designs,designs,c,strd,0
",",",",n,,
At,at,s,considrd,0
least,least,s,,
in,in,s,considrd,0
Rome,rome,c,,
;,;,s,,
tell,tell,s,,
me,me,c,,
",",",",s,,
and,and,s,,
tell,tell,s,,
me,me,s,,
truth,truth,c,,
",",",",n,,
Did,did,s,,
you,you,s,considrd,0
ere,ere,s,,
know,know,s,,
in,in,s,considrd,0
all,all,s,,
your,your,s,,
course,course,s,,
of,of,s,considrd,0
practice,practice,c,strd,0
",",",",n,,
In,in,s,considrd,0
all,all,s,,
the,the,s,considrd,0
ways,ways,s,strd,0
of,of,s,considrd,0
woman,woman,s,,
you,you,s,considrd,0
have,have,s,considrd,0
run,run,s,strd,0
through,through,n,,
(,(,c,,
For,for,s,considrd,0
I,i,s,considrd,0
presume,presume,s,,
you,you,s,considrd,0
have,have,s,considrd,0
been,been,s,,
brought,brought,s,,
up,up,s,,
Chilax,chilax,c,,
",",",",n,,
As,as,s,considrd,0
we,we,s,considrd,0
to,to,s,considrd,0
fetch,fetch,s,,
and,and,s,,
carry,carry,c,,
.),.),nn,,
True,true,s,,
I,i,s,considrd,0
have,have,s,considrd,0
so,so,c,,
:,:,nn,,
Did,did,s,,
you,you,s,considrd,0
I,i,s,considrd,0
say,say,s,,
again,again,s,strd,0
in,in,s,considrd,0
all,all,s,,
this,this,s,considrd,0
progress,progress,c,strd,0
",",",",n,,
Ever,ever,s,,
discover,discover,s,,
such,such,s,,
a,a,s,considrd,0
piece,piece,s,strd,0
of,of,s,considrd,0
beauty,beauty,c,,
",",",",n,,
Ever,ever,s,,
so,so,s,,
rare,rare,s,,
a,a,s,considrd,0
Creature,creature,c,,
",",",",s,,
and,and,s,,
no,no,s,considrd,0
doubt,doubt,n,,
One,one,s,,
that,that,s,considrd,0
must,must,s,,
know,know,s,,
her,her,s,,
worth,worth,s,,
too,too,c,,
",",",",s,,
and,and,s,,
affect,affect,s,,
it,it,c,,
",",",",n,,
I,i,s,considrd,0
and,and,s,,
be,be,s,considrd,0
flattered,flattered,c,strd,0
",",",",s,,
else,else,s,,
it,it,s,strd,0
is,is,s,strd,1
none,none,c,,
:,:,s,,
and,and,s,,
honest,honest,c,,
?,?,n,,
Honest,honest,s,,
against,against,s,,
the,the,s,considrd,0
tide,tide,s,,
of,of,s,considrd,0
all,all,s,,
temptations,temptations,c,,
",",",",n,,
Honest,honest,s,,
to,to,s,considrd,0
one,one,s,,
man,man,c,,
",",",",s,,
to,to,s,considrd,0
her,her,s,,
husband,husband,s,,
only,only,c,,
",",",",n,,
And,and,s,,
yet,yet,s,,
not,not,s,,
eighteen,eighteen,c,strd,0
",",",",s,,
not,not,s,,
of,of,s,considrd,0
age,age,s,,
to,to,s,considrd,0
know,know,n,,
Why,why,s,,
she,she,s,considrd,0
is,is,s,considrd,0
honest,honest,c,,
?,?,nn,,
I,i,s,considrd,0
confess,confess,s,strd,0
it,it,s,,
freely,freely,c,,
",",",",n,,
I,i,s,considrd,0
never,never,s,considrd,0
saw,saw,s,,
her,her,s,,
fellow,fellow,c,,
",",",",s,,
nor,nor,s,,
er'e,er'e,s,,
shall,shall,c,considrd,0
",",",",n,,
For,for,s,considrd,0
all,all,s,,
our,our,s,,
Grecian,grecian,s,strd,0
Dames,dames,c,,
",",",",s,,
all,all,s,,
I,i,s,considrd,0
have,have,s,considrd,0
tried,tried,c,strd,0
",",",",n,,
(,(,c,,
And,and,s,,
sure,sure,s,,
I,i,s,considrd,0
have,have,s,considrd,0
tried,tried,s,strd,0
a,a,s,considrd,0
hunderd,hunderd,c,,
",",",",s,,
if,if,s,,
I,i,s,considrd,0
say,say,s,,
two,two,n,,
I,i,s,considrd,0
speak,speak,s,strd,0
within,within,s,,
my,my,s,considrd,0
compass,compass,c,strd,0
),),s,,
all,all,s,,
these,these,s,,
beauties,beauties,c,,
",",",",n,,
And,and,s,,
all,all,s,,
the,the,s,considrd,0
constancy,constancy,s,,
of,of,s,considrd,0
all,all,s,,
these,these,s,,
faces,faces,c,,
",",",",n,,
Mayds,mayds,c,,
",",",",s,,
Widows,widows,c,strd,0
",",",",s,,
Wives,wives,c,,
",",",",s,,
of,of,s,considrd,0
what,what,s,,
degree,degree,s,,
or,or,s,considrd,0
calling,calling,c,,
",",",",n,,
So,so,s,,
they,they,s,considrd,0
be,be,s,considrd,0
Greeks,greeks,c,strd,0
",",",",s,,
and,and,s,,
fat,fat,c,,
",",",",s,,
for,for,s,considrd,0
there,there,s,strd,0
is,is,s,strd,1
my,my,s,considrd,0
cunning,cunning,c,,
",",",",n,,
I,i,s,considrd,0
would,would,s,,
undertake,undertake,s,,
and,and,s,,
not,not,s,,
