tokenIndex,original
46,Stoick
50,unmov'd
57,ne're
59,prov'd
67,Lov'd
102,Tragick
110,labours
131,confest
135,approv'd
149,judg'd
154,cou'd
166,inclin'd
215,Majestick
217,shou'd
219,agen
230,shou'd
253,shou'd
259,Shakespear
266,shou'd
277,Shakespear
287,Cou'd
297,Copy'd
310,shou'd
350,inclin'd
379,t'
382,they'll
383,they'll
471,enter'd
480,thro
485,chill'd
491,chearful
512,ev'n
529,Lookt
531,thro
554,mixt
559,Observ'd
564,Didst
581,reacht
604,seem'd
607,clos'd
611,rear'd
618,liv'd
627,depriv'd
636,Majestick
641,ev'n
668,shew'd
672,faln
682,dyes
698,labours
716,giv'n
733,recompence
759,askt
827,Th'
921,'tis
922,'tis
946,crost
1019,offer'd
1033,Refus'd
1043,Publickly
1044,own'd
1052,despight
1053,ev'n
1059,Espous'd
1065,Ev'n
1069,Aera
1086,'tis
1087,'tis
1106,satisfy'd
1112,banisht
1117,disgrac'd
1154,amaz'd
1176,arm'd
1327,favour'd
1347,publick
1398,expos'd
1404,seem'd
1405,surpriz'd
1412,ev'n
1428,moulded
1457,Urg'd
1462,injur'd
1500,charm'd
1515,view'd
1528,conspir'd
1545,Lustre
1585,Enjoy'd
1626,Maintain'd
1634,gain'd
1660,busie
1669,Labours
1681,Declar'd
1695,gain'd
1722,secur'd
1726,joyn'd
1749,jealousie
1772,ruin'd
1774,that's
1775,that's
1816,th'
1821,Ev'n
1827,th'
1873,'tis
1874,'tis
1895,you've
1896,you've
1900,wak'd
1913,banisht
1950,tyes
1959,i'll
1960,i'll
1987,remembred
2010,meer
2017,she's
2018,she's
2042,ev'n
2072,o're
2077,sanctifie
2107,ev'n
2141,publick
2183,'tis
2184,'tis
2251,Honours
2268,knowst
2329,rais'd
2367,labours
2389,disclos'd
2399,fixt
2404,fixt
2431,shews
2445,Pow'rs
2449,'tis
2450,'tis
2480,busie
2488,pleas'd
2498,clogg'd
2513,debas'd
2517,Inferiour
2533,'tis
2534,'tis
2537,err'd
2635,busie
2671,hallow'd
2716,favour'd
2724,sway'd
2731,ev'n
2747,Whate're
2797,continu'd
2838,publick
2878,hast
2923,ev'n
2991,listning
3017,remov'd
3026,spight
3031,Rosie
3041,chace
3117,Souldier
3133,Howe're
3144,urg'd
3154,ruine
3168,spight
3213,busie
3224,amaz'd
3231,th'
3245,Lyons
3266,Reviv'd
3280,oft
