token,tokenToMatch,endReason,tag,tagIndex
BOte-swaine,bote-swaine,c,,
.,.,nnn,,
Here,here,s,strd,0
Master,master,c,,
:,:,s,,
What,what,s,,
cheer,cheer,c,strd,0
?,?,nnn,,
Good,good,c,,
:,:,s,,
Speak,speak,s,strd,0
to,to,s,considrd,0
the,the,s,strd,0
Mariners,mariners,c,,
:,:,s,,
fall,fall,s,,
to,to,c,strd,0
it,it,c,strd,1
",",",",s,,
yarely,yarely,c,,
",",",",s,,
or,or,s,considrd,0
we,we,s,considrd,0
run,run,s,,
our,our,s,,
selves,selves,s,strd,0
a,a,n,considrd,0
ground,ground,c,,
",",",",s,,
bestirre,bestirre,c,,
",",",",s,,
bestirre,bestirre,nnn,,
Heigh,heigh,s,,
my,my,s,considrd,0
hearts,hearts,c,,
",",",",s,,
cheerely,cheerely,c,,
",",",",s,,
cheerely,cheerely,s,,
my,my,s,considrd,0
hearts,hearts,c,strd,0
:,:,s,,
yare,yare,c,,
",",",",s,,
yare,yare,c,,
:,:,s,,
Take,take,s,considrd,0
in,in,s,considrd,0
the,the,n,considrd,0
toppe-sale,toppe-sale,c,,
:,:,s,,
Tend,tend,s,,
to,to,s,considrd,0
the,the,s,strd,0
Masters,masters,s,,
whistle,whistle,c,,
:,:,s,,
Blow,blow,s,,
till,till,s,,
thou,thou,s,considrd,0
burst,burst,s,,
thy,thy,s,considrd,0
wind,wind,c,strd,0
",",",",s,,
if,if,n,,
room,room,s,strd,0
enough,enough,nnn,,
Good,good,s,,
Boteswain^,boteswain^,s,,
have,have,s,strd,0
care,care,c,,
:,:,s,,
where,where,s,strd,0
is,is,s,strd,1
the,the,s,considrd,0
Master,master,c,,
?,?,s,,
Play,play,s,,
the,the,s,considrd,0
men,men,c,,
.,.,nnn,,
I,i,s,considrd,0
pray,pray,s,,
now,now,s,,
keep,keep,s,strd,0
below,below,c,,
.,.,nnn,,
Where,where,s,,
is,is,s,considrd,0
the,the,s,considrd,0
Master,master,c,,
",",",",s,,
Boson,boson,c,,
?,?,nnn,,
Do,do,s,,
you,you,s,considrd,0
not,not,s,,
hear,hear,s,strd,0
him,him,c,,
?,?,s,,
you,you,s,considrd,0
mar,mar,s,strd,0
our,our,s,,
labor,labor,c,strd,0
",",",",n,,
Keep,keep,s,strd,0
your,your,s,,
Cabines,cabines,c,,
:,:,s,,
you,you,s,considrd,0
do,do,s,,
assist,assist,s,,
the,the,s,considrd,0
storm,storm,c,strd,0
.,.,nn,,
Nay,nay,c,,
",",",",s,,
good,good,s,,
be,be,s,considrd,0
patient,patient,c,,
.,.,nnn,,
When,when,s,,
the,the,s,considrd,0
Sea,sea,s,,
is,is,c,considrd,0
:,:,s,,
hence,hence,c,,
",",",",s,,
what,what,s,,
cares,cares,s,,
these,these,s,,
roarers,roarers,s,,
for,for,s,considrd,0
the,the,s,considrd,0
name,name,s,,
of,of,s,considrd,0
King,king,c,,
?,?,s,,
to,to,n,considrd,0
Cabine,cabine,c,,
;,;,s,,
silence,silence,c,,
:,:,s,,
trouble,trouble,s,,
us,us,s,strd,0
not,not,nnn,,
Good,good,c,,
",",",",s,,
yet,yet,s,,
remember,remember,s,,
whom,whom,s,,
thou,thou,s,considrd,0
have,have,s,strd,0
aboard,aboard,c,strd,0
.,.,nnn,,
None,none,s,,
that,that,s,considrd,0
I,i,s,considrd,0
more,more,s,,
love,love,s,strd,0
then,then,s,,
my,my,s,considrd,0
self,self,c,strd,0
.,.,s,,
You,you,s,considrd,0
are,are,s,,
a,a,s,considrd,0
Counselor,counselor,c,strd,0
",",",",s,,
if,if,s,,
you,you,s,considrd,0
can,can,s,,
command,command,n,,
these,these,s,,
Elements,elements,s,,
to,to,s,considrd,0
silence,silence,c,,
",",",",s,,
and,and,s,,
work,work,s,strd,0
the,the,s,considrd,0
peace,peace,s,,
of,of,s,considrd,0
the,the,s,considrd,0
present,present,c,,
",",",",s,,
we,we,s,strd,0
will,will,s,,
not,not,n,,
hand,hand,s,,
a,a,s,considrd,0
rope,rope,s,,
more,more,c,,
",",",",s,,
use,use,s,strd,0
your,your,s,,
authority,authority,c,strd,0
:,:,s,,
If,if,s,,
you,you,s,considrd,0
cannot,cannot,c,,
",",",",s,,
give,give,s,strd,0
thanks,thanks,s,strd,0
you,you,s,considrd,0
have,have,n,strd,0
lived,lived,s,strd,0
so,so,s,,
long,long,c,,
",",",",s,,
and,and,s,,
