tokenIndex,original
13,maruaile
43,peeres
53,boyes
54,haue
55,bene
58,euery
66,prety
70,Heauen
72,Ioue
78,mightie
102,prety
107,hath
108,proued
111,serued
117,deseruing
120,loued
131,Doth
135,maruell
139,moue
142,delite
156,euen
158,giue
160,eare
180,worne
201,presse
216,looke
227,stande
246,euen
279,vp
285,toke
287,chiefe
292,speare
294,shielde
304,happie
305,dayes
308,hath
315,immortall
316,prayse
336,Turke
348,swarme
349,vppon
354,gallies
363,wel
378,fishe
386,carkasses
389,cruell
390,peeces
394,newes
403,eares
406,neuer
410,harte
414,sparke
416,feares
428,warres
436,bloud
439,cruell
446,begon
451,yong
462,spurres
470,peece
477,honoure
481,euermore
502,howe
504,streames
506,striuing
507,bloud
510,honoure
511,deare
512,hee
519,yeld
522,captaines
528,libertie
534,goodes
540,golde
555,leape
561,vnwise
563,Beleeue
570,losse
576,confesse
579,solde
584,slaue
593,againe
596,libertie
602,neuer
603,finde
605,recompence
613,selfe
631,haue
634,libertie
647,leaue
649,lande
655,kinne
659,coine
661,hande
663,Gan
665,vppon
670,earst
676,himselfe
678,saue
680,pawne
691,raunsome
692,paide
698,remaine
702,vp
705,Barke
719,seemely
720,selfe
731,pelfe
737,gaine
738,perswaded
741,minde
747,harte
755,finde
766,vp
768,sayles
790,marke
817,vp
823,tost
832,idlenesse
835,lefte
848,reacht
857,aduance
875,soile
880,selfe
885,selfe
900,sawe
903,shoare
909,hast
916,vnto
924,ioy
932,happie
938,remaines
949,sunne
953,cleare
960,amo^g
964,soone
966,proued
970,vnhappie
976,selues
980,frendes
989,Turke
999,walles
1002,famouse
1017,lande
1029,prest
1039,Uppon
1042,waues
1047,gallies
1048,fleete
1051,forrest
1061,meete
1064,heauie
1067,seene
1070,turnd
1078,vp
1081,sailes
1086,giue
1088,furie
1101,contrarie
1107,blowe
1108,vs
1110,vppon
1112,enimie
1121,needes
1128,mightie
1135,apointed
1145,certeine
1150,Gan
1151,cleane
1157,lauish
1171,shorte
1189,bolde
1192,Fellowes
1194,armes
1201,beare
1208,vpon
1215,vnhappie
1229,companie
1238,togither
1239,liue
1263,handfull
1264,heare
1265,vnable
1272,resteth
1279,vnto
1281,yeld
1286,receiue
1304,liues
1307,vnsure
1313,liue
1318,liue
1327,heare
1333,blasphemie
1339,sauioure
1344,miserie
1350,fowle
1353,boyes
1356,yeares
1362,knowe
1364,needes
1369,eares
1374,maides
1375,rauished
1377,wiues
1388,mischiefe
1395,vtter
1410,tong
1461,vnto
1473,defence
1497,accompt
1514,sonne
1529,haue
1545,confesse
1548,harte
1550,pensiue
1555,leaue
1557,liuing
1573,pleaseth
1579,murmure
1590,liue
1595,wil
1607,tong
1611,Commaunding
1620,laide
1636,vppon
1660,hed
1663,looke
1666,sorrowes
1680,heauen
1684,Whi^h
1692,canst
1693,helpe
1695,miserie
1703,Turkes
1705,vs
1722,Wherat
1738,signes
1745,ment
1748,re^der
1760,heare
1775,sillie
1785,selues
1789,euerie
1792,thicke
1804,captaine
1812,strayne
1817,Turke
1824,vnto
1827,trayne
1832,selfe
1834,sawe
1852,honoure
1863,approued
1869,yeld
1884,selfe
1887,tane
1901,Turkie
1903,passe
1920,slaue
1930,peece
1934,sacke
1939,conueyed
1942,vnder
1943,safegard
1944,euermore
1947,sillie
1948,boye
1961,hart
1963,pricke
1966,sawe
1980,slaue
1983,beare
1985,euery
2000,whome
2004,passe
2007,kisse
2012,cruell
2021,souldier
2022,fou^d
2025,eares
2036,chaire
2048,aire
2055,shewed
2057,crueltie
2059,spight
2062,vs
2067,eies
2080,wofull
2086,newes
2090,harts
2093,needes
2094,muste
2102,foorth
2107,slaue
2120,stil
2131,gulfe
2138,captiues
2145,wa^t
2163,aduise
2168,fleete
2176,whome
2180,meete
2190,billowes
2191,tost
2213,vppon
2215,seuenth
2225,addrest
2228,aray
2233,trie
2235,tong
2251,ioynd
2264,memorie
2266,Doth
2275,victorie
2284,forme
2286,battaile
2295,selues
2305,Turkes
2354,Barkes
2370,euery
2374,vnto
2397,sunne
2400,eies
2416,peas
2428,wilde
2444,foorth
2456,hed
2459,browne
2467,doth
2470,spight
2473,prety
2478,drummes
2479,crie
2493,seldome
2499,drowne
2510,comforte
2519,golde^
2520,harts
2523,wer
2524,wt
2525,feares
2529,groning
2540,praiers
2547,vnto
2556,griefe
2562,growe
2567,easie
2572,vppon
2574,flouds
2576,flowe
2585,vnto
2608,fyght
2611,halfe
2621,helpe
2623,flocke
2628,pou^d
2633,generall
2635,Spayne
2637,gan
2643,Wherin
2671,generall
2672,dyd
2674,vpon
2695,hed
2701,dide
2704,howe
2706,feele
2708,bloud
2713,brest
2718,ioy
2729,blest
2733,cruell
2734,Turke
2735,whiche
2736,helde
2740,slaue
2742,happie
2743,hande
2750,haue
2758,vpon
2762,stande
2765,whiche
2767,Iohn
2770,helde
2784,lyfe
2785,remayne
2787,Gan
2794,priuy
2795,griefe
2797,payne
2807,vntill
2810,Christe
2811,gaue
2813,stocke
2815,victorie
2828,trayne
2833,tane
2835,Fifteene
2838,fiue
2840,twentie
2845,vnto
2855,fourteene
2857,soules
2860,twentie
2861,thousande
2862,registred
2866,rolles
2869,haue
2871,nowe
2876,summe
2903,calme
2906,skyes
2909,cleare
2923,appeare
2926,euery
2930,vs
2933,frende
2940,succour
2943,lende
2960,wyse
2965,chaunce
2967,passe
2975,dyd
2976,seeme
2979,mee
