token,tokenToMatch,endReason,tag,tagIndex
BEauty,beauty,c,,
",",",",s,,
like,like,s,,
Wit,wit,c,,
",",",",s,,
can,can,s,,
only,only,s,strd,0
charm,charm,s,,
when,when,s,,
new,new,c,considrd,0
;,;,n,,
Is,is,s,considrd,0
there,there,s,considrd,0
no,no,s,considrd,0
merit,merit,s,,
then,then,s,,
in,in,s,considrd,0
being,being,s,,
true,true,c,,
?,?,n,,
Wit,wit,s,,
rather,rather,s,,
should,should,s,strd,0
an,an,s,,
estimation,estimation,s,,
hold,hold,n,,
With,with,s,considrd,0
Wine,wine,c,,
",",",",s,,
which,which,s,considrd,0
is,is,s,considrd,0
still,still,s,,
best,best,s,,
for,for,s,considrd,0
being,being,s,,
old,old,c,,
.,.,n,,
Judgment,judgment,s,strd,0
in,in,s,considrd,0
both,both,c,,
",",",",s,,
with,with,s,considrd,0
vast,vast,s,,
expense,expense,s,strd,0
and,and,s,,
thought,thought,c,,
",",",",n,,
You,you,s,considrd,0
from,from,s,,
their,their,s,considrd,0
native,native,s,,
soil,soil,c,,
",",",",s,,
from,from,s,,
Paris,paris,s,,
brought,brought,c,,
.,.,n,,
The,the,s,considrd,0
drops,drops,s,,
that,that,s,considrd,0
from,from,s,,
that,that,s,considrd,0
sacred,sacred,s,,
Sodo^,sodo^,s,,
fall,fall,c,,
",",",",n,,
You,you,s,considrd,0
like,like,s,,
industrious,industrious,s,,
Spiders,spiders,s,,
suck,suck,s,,
up,up,s,,
all,all,c,,
.,.,n,,
Well,well,s,,
might,might,s,,
the,the,s,considrd,0
French,french,s,,
a,a,s,considrd,0
Conquest,conquest,s,,
here,here,s,,
design,design,c,strd,0
",",",",n,,
Were,were,s,,
but,but,s,,
their,their,s,considrd,0
Swords,swords,s,,
as,as,s,considrd,0
dangerous,dangerous,s,,
as,as,s,considrd,0
their,their,s,considrd,0
Wine,wine,c,,
.,.,n,,
Their,their,s,considrd,0
Education,education,s,,
yet,yet,s,,
is,is,s,considrd,0
worse,worse,s,,
than,than,s,,
both,both,c,,
;,;,n,,
They,they,s,considrd,0
make,make,s,,
our,our,s,,
Virgins,virgins,s,,
Nuns,nuns,c,,
",",",",s,,
unman,unman,s,,
our,our,s,,
Youth,youth,c,,
.,.,n,,
We,we,s,considrd,0
that,that,s,considrd,0
don't,don't,s,,
know,know,s,,
'em,'em,c,,
",",",",s,,
think,think,s,,
'em,'em,s,,
Monsters,monsters,s,,
too,too,c,,
;,;,n,,
And,and,s,,
will,will,c,,
",",",",s,,
because,because,s,,
we,we,s,considrd,0
judge,judge,s,,
of,of,s,considrd,0
'em,'em,s,,
by,by,s,considrd,0
you,you,c,considrd,0
.,.,n,,
You,you,s,strd,0
Will,will,s,strd,1
say,say,c,,
",",",",s,,
this,this,s,considrd,0
once,once,s,,
was,was,s,,
so,so,s,,
but,but,s,,
now,now,s,,
you're,you're,s,,
grown,grown,n,,
So,so,s,,
wise,wise,s,,
t'invent,t'invent,s,,
new,new,s,considrd,0
Follies,follies,s,,
of,of,s,considrd,0
your,your,s,,
own,own,c,,
:,:,n,,
Their,their,s,considrd,0
slavish,slavish,s,,
imitations,imitations,s,,
you,you,s,considrd,0
disdain,disdain,c,,
;,;,n,,
A,a,s,considrd,0
Pox,pox,s,,
of,of,s,considrd,0
Fops,fops,s,,
that,that,s,considrd,0
purchase,purchase,s,,
fame,fame,s,,
with,with,s,considrd,0
pain,pain,c,,
:,:,n,,
You're,you're,s,,
no,no,s,considrd,0
such,such,s,,
Fools,fools,s,,
as,as,s,considrd,0
first,first,s,,
to,to,s,considrd,0
mount,mount,s,,
a,a,s,considrd,0
Wall,wall,c,,
",",",",n,,
Or,or,s,considrd,0
for,for,s,considrd,0
your,your,s,,
King,king,s,,
and,and,s,,
Country,country,s,,
venture,venture,s,,
all,all,c,,
.,.,n,,
With,with,s,considrd,0
suchlike,suchlike,s,strd,0
grinning,grinning,s,,
honor,honor,s,strd,0
'twas,'twas,c,,
",",",",s,,
perchance,perchance,c,,
",",",",n,,
Your,your,s,,
dull,dull,s,,
Forefathers,forefathers,s,,
first,first,s,,
did,did,s,,
conquer,conquer,s,,
France,france,c,,
:,:,n,,
Whilst,whilst,s,,
they,they,s,considrd,0
have,have,s,considrd,0
sent,sent,s,,
us,us,s,,
in,in,s,considrd,0
revenge,revenge,s,,
for,for,s,considrd,0
these,these,c,,
",",",",n,,
Their,their,s,considrd,0
Women,women,c,,
",",",",s,,
Wine,wine,c,,
",",",",s,,
Religion,religion,c,,
",",",",s,,
and,and,s,,
Disease,disease,c,,
.,.,n,,
Yet,yet,s,,
for,for,s,considrd,0
Religion,religion,c,,
",",",",s,,
it,it,s,strd,0
is,is,s,strd,1
not,not,s,,
much,much,s,,
will,will,s,,
down,down,c,,
",",",",n,,
In,in,s,considrd,0
this,this,s,considrd,0
ungirt,ungirt,c,,
",",",",s,,
unblest,unblest,c,,
",",",",s,,
and,and,s,,
mutinous,mutinous,s,,
Town,town,c,,
.,.,n,,
Nay,nay,c,,
",",",",s,,
I,i,s,considrd,0
dare,dare,s,,
swear,swear,c,,
",",",",s,,
not,not,s,,
one,one,s,,
of,of,s,considrd,0
you,you,s,considrd,0
in,in,s,considrd,0
Seven,seven,c,,
",",",",n,,
E're,e're,s,,
had,had,s,considrd,0
the,the,s,considrd,0
impudence,impudence,s,,
to,to,s,considrd,0
hope,hope,s,,
for,for,s,considrd,0
Heaven,heaven,c,,
.,.,n,,
In,in,s,considrd,0
this,this,s,considrd,0
you're,you're,s,,
modest,modest,s,,
--,--,n,,
But,but,s,,
as,as,s,considrd,0
to,to,s,considrd,0
Wit,wit,c,,
",",",",s,,
most,most,s,,
aim,aim,s,,
before,before,s,,
their,their,s,considrd,0
time,time,c,,
;,;,n,,
And,and,s,,
he,he,s,considrd,0
that,that,s,considrd,0
cannot,cannot,s,,
spell,spell,c,,
",",",",s,,
sets,sets,s,,
up,up,s,,
for,for,s,considrd,0
Rhyme,rhyme,c,strd,0
:,:,n,,
They,they,s,strd,0
Are,are,s,strd,1
Sparks,sparks,s,,
who,who,s,considrd,0
are,are,s,,
of,of,s,considrd,0
noise,noise,s,,
and,and,s,,
nonsense,nonsense,s,strd,0
full,full,c,,
",",",",n,,
At,at,s,considrd,0
Fifteen,fifteen,s,,
witty,witty,c,,
",",",",s,,
and,and,s,,
at,at,s,considrd,0
Twenty,twenty,s,,
dull,dull,c,,
;,;,n,,
That,that,s,considrd,0
in,in,s,considrd,0
the,the,s,considrd,0
Pit,pit,s,,
can,can,s,,
huff,huff,c,,
",",",",s,,
and,and,s,,
talk,talk,s,,
hard,hard,s,,
words,words,c,,
",",",",n,,
And,and,s,,
briskly,briskly,s,,
draw,draw,s,,
Bamboo,bamboo,s,,
instead,instead,s,,
of,of,s,considrd,0
Swords,swords,c,,
:,:,n,,
But,but,s,,
never,never,s,considrd,0
yet,yet,s,,
