tokenIndex,original
2,thinke
8,vnder
11,cloake
14,Shepheards
16,cloake
19,arm'd
37,mountaines
44,beares
53,hath
77,leauing
80,Ioue
85,poore
100,beleeue
103,shap't
115,finde
122,owne
131,mee
134,owne
137,Shee
154,shee
159,commaunds
166,bowe
173,perswades
182,bende
184,bowe
212,woodden
213,stuffe
215,referreth
216,Vnto
221,waite
233,boyes
242,loue's
249,seeme
254,i'le
255,i'le
262,seeme
267,Doues
275,gaue
279,lampe
282,bowe
288,doo
294,flie
307,seruile
308,slaue
321,dayly
332,ayme
341,doo
343,flie
348,selfe
353,Leauing
354,Christall
367,conuey
376,demaund
378,aske
380,louely
383,wher's
384,wher's
386,wandring
393,louely
396,Seeke
406,louely
409,Looke
422,Looke
428,lampe
432,quiuer
436,Whoso
437,findes
442,ioy
445,louely
455,haue
463,sweete
464,sweete
465,kisse
472,sweete
473,kisse
477,Louely
483,loue's
488,Neyther
497,Eyther
499,sweete
500,sweete
501,kisse
508,sweete
509,kisse
514,beleeue
517,kisse
521,loue
525,louely
527,Wil
531,kisse
534,lasse
536,Queene
542,tymes
544,vaine
545,shee
546,seekes
548,louely
551,Louing
552,girles
558,louely
571,doo
577,layde
578,downe
581,bowe
583,quiuer
593,loue
596,vnarmed
600,staffe
603,seemes
610,beare
616,Loues
617,lampe
618,indeede
621,beares
624,shew
631,lampe
635,inuincible
639,inuisible
640,heate
643,secrete
649,forme
655,seemes
660,Whoso
665,finde
676,workes
679,leaues
681,endles
687,giue
707,wayte
714,that's
715,that's
728,hart
729,conceaue
744,brest
756,yong
760,yong
764,themselues
766,woont
774,gath'ring
814,ile
815,ile
818,looke
826,moues
828,mynde
833,brest
839,wil
843,wounde
848,louely
849,begynnyng
855,ile
856,ile
872,rurall
875,iolly
876,Shepheards
878,hether
886,braue
896,theyr
898,greene
908,eu'n
910,wil
919,mortall
925,louely
927,Louely
933,shalbe
934,shalbe
941,feele
944,powre
950,perceaue
962,seruants
966,wil
972,conceipts
973,wil
976,foorth
980,myndes
984,theyr
991,sugred
995,wheresoeuer
999,Wheresoeuer
1001,keepe
1003,ile
1004,ile
1005,stil
1008,louely
1011,aswel
1012,aswel
1033,doe
1036,vnaequall
1037,mynde
1047,ioy
1052,doo
1060,heate
1066,louely
1090,wandring
1100,conceaue
1106,shee's
1107,shee's
1108,blinde
1110,selfe
1114,sweete
1115,louely
1120,blinde
1121,fooles
1122,haue
1123,blinde
1125,vnworthily
1141,daintie
1156,cal'd
1168,ioy
1170,beholde
1172,selfe
1183,yong
1184,boyes
1192,minde
1202,Seeke
1206,loue
1213,loue
1215,delightfull
1221,loue
1224,bowe
1234,ioy
1241,striuing
1243,Vntil
1247,downe
1250,fearefull
1264,quiuer
1266,arrowes
1273,sweete
1276,prety
1280,sweete
1282,indeede
1285,girle
1289,prety
1316,doth
1317,seeme
1327,hast
1336,soules
1338,liu'd
1340,Ioue
1345,Tooke
1348,drinke
1351,meate
1353,worthie
1355,mans
1358,Streames
1361,brookes
1372,streames
1374,brookes
1384,drinke
1386,meate
1396,corne
1401,knowne
1405,vsed
1409,couldst
1412,wouldst
1432,onely
1440,ioyes
1448,soule
1452,feeles
1456,loued
1459,wouldst
1473,teares
1487,dayes
1507,poore
1508,foole
1519,dayes
1522,Nunne
1525,drawe
1530,Dayes
1538,boyes
1539,prety
1547,toyes
1549,ioyes
1551,louely
1556,toyes
1559,ioyes
1564,breede
1568,ioye
1572,minde
1574,fonde
1585,seeme
1590,seeme
1600,teares
1608,fountaines
1615,Lambe
1625,Beares
1644,yong
1648,vse
1651,peeuish
1653,Soe
1657,tymes
1662,tyme
1680,forrest
1693,Prowde
1706,forrest
1712,delyte
1718,reioycing
1721,dartes
1723,ioy
1734,sawe
1738,vnluckily
1750,Louers
1756,Downe
1765,myne
1769,bosome
1780,greately
1788,loues
1789,looke
1796,t'
1814,vpon
1818,lou'd
1830,tyme
1837,louers
1838,Continuall
1844,dayly
1864,confesse
1872,yeelding
1873,Vnto
1875,Loues
1880,armes
1884,yeelding
1893,teares
1907,shorte
1910,mee
1917,dayes
1919,neuer
1923,learnyng
1941,teares
1944,farewel
1948,Bowes
1963,doo
1974,aboundant
1975,teares
1979,hart
1994,iust
2002,fayre
2005,hee
2007,lou'd
2012,Dooth
2014,hee
2015,loue
2020,loue's
2029,neyther
2034,loue
2041,loue
2047,looke
2050,gentrie
2053,sweete
2056,know'n
2070,abydeth
2073,syluer
2074,brooke
2076,soe
2090,greate
2095,shepheards
2096,greate
2105,forrest
2111,chaunce
2113,behould
