token,tokenToMatch,endReason,tag,tagIndex
Great,great,s,considrd,0
Fame,fame,s,,
my,my,s,considrd,0
Prayers,prayers,s,,
I,i,s,considrd,0
direct,direct,s,,
to,to,s,considrd,0
thee,thee,c,,
",",",",n,,
That,that,s,considrd,0
thou,thou,s,strd,0
will,will,s,strd,1
keep,keep,s,,
me,me,s,,
in,in,s,considrd,0
thy,thy,s,considrd,0
memory,memory,c,,
;,;,n,,
And,and,s,,
place,place,s,,
my,my,s,considrd,0
Name,name,s,,
in,in,s,considrd,0
the,the,s,considrd,0
large,large,s,,
brazen,brazen,s,,
Tower,tower,c,,
",",",",n,,
That,that,s,considrd,0
neither,neither,s,,
Spite,spite,c,strd,0
",",",",s,,
nor,nor,s,,
Time,time,s,,
may,may,s,,
it,it,s,,
devour,devour,c,,
;,;,n,,
And,and,s,,
write,write,s,,
it,it,s,,
plain,plain,c,,
",",",",s,,
that,that,s,considrd,0
every,every,s,,
age,age,s,,
may,may,s,,
see,see,c,,
",",",",n,,
My,my,s,considrd,0
Names,names,s,,
inscribed,inscribed,s,strd,0
to,to,s,considrd,0
live,live,s,,
eternally,eternally,c,,
:,:,n,,
Let,let,s,,
not,not,s,,
Malice,malice,s,,
obstruct,obstruct,s,,
my,my,s,considrd,0
Wit,wit,s,,
with,with,s,considrd,0
spite,spite,c,strd,0
",",",",n,,
But,but,s,,
let,let,s,,
it,it,s,,
shine,shine,s,,
in,in,s,considrd,0
its,its,s,,
own,own,s,,
clear,clear,s,,
light,light,c,,
.,.,n,,
Noble,noble,s,,
and,and,s,,
Right,right,s,,
Honorable,honorable,c,strd,0
",",",",nn,,
I,i,s,considrd,0
divide,divide,s,,
my,my,s,considrd,0
discourse,discourse,s,,
into,into,s,considrd,0
three,three,s,,
parts,parts,c,,
",",",",s,,
as,as,s,considrd,0
namely,namely,s,,
Vanity,vanity,c,,
",",",",s,,
Vice,vice,c,,
",",",",s,,
and,and,n,,
Wickedness,wickedness,c,,
;,;,s,,
Vanity,vanity,s,,
lives,lives,s,,
in,in,s,considrd,0
