token,tokenToMatch,endReason,tag,tagIndex
FIrst,first,s,,
the,the,s,considrd,0
Queens,queens,s,strd,0
Majesty,majesty,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
figure,figure,s,,
of,of,s,considrd,0
Tethys,tethys,c,,
.,.,s,,
The,the,s,considrd,0
Ladies,ladies,s,,
in,in,s,considrd,0
the,the,s,considrd,0
shape,shape,s,,
of,of,n,considrd,0
Nymphs,nymphs,c,strd,0
",",",",s,,
presiding,presiding,s,,
several,several,s,strd,0
Rivers,rivers,c,strd,0
",",",",s,,
appropriaten,appropriaten,c,,
",",",",s,,
either,either,s,,
to,to,s,considrd,0
their,their,s,considrd,0
dignity,dignity,c,strd,0
",",",",n,,
Signiories,signiories,s,,
or,or,s,considrd,0
places,places,s,,
of,of,s,considrd,0
birth,birth,nn,,
ON,on,s,,
the,the,s,considrd,0
Trauers,trauers,s,,
which,which,s,considrd,0
served,served,s,strd,0
as,as,s,considrd,0
a,a,s,considrd,0
curtain,curtain,s,strd,0
for,for,s,considrd,0
the,the,s,considrd,0
first,first,s,,
Scene,scene,c,,
",",",",s,,
was,was,s,,
figured,figured,s,,
a,a,n,considrd,0
dark,dark,s,strd,0
cloud,cloud,c,strd,0
",",",",s,,
in^erser,in^erser,s,,
with,with,s,considrd,0
certain,certain,s,strd,0
sparkling,sparkling,s,,
stars,stars,c,strd,0
",",",",s,,
which,which,c,considrd,0
",",",",s,,
at,at,s,considrd,0
the,the,s,considrd,0
sound,sound,s,,
of,of,n,considrd,0
a,a,s,considrd,0
loud,loud,s,,
music,music,c,strd,0
",",",",s,,
being,being,s,,
instantly,instantly,s,,
drawn,drawn,c,strd,0
",",",",s,,
the,the,s,considrd,0
Scene,scene,s,,
was,was,s,,
discovered,discovered,s,strd,0
with,with,s,considrd,0
these,these,n,,
adornements,adornements,c,,
:,:,s,,
First,first,s,,
on,on,s,,
either,either,s,strd,0
side,side,s,,
stood,stood,s,,
a,a,s,considrd,0
great,great,s,considrd,0
statue,statue,s,,
of,of,s,considrd,0
twelve,twelve,s,strd,0
foot,foot,s,,
high,high,c,,
",",",",n,,
representing,representing,s,,
Neptune,neptune,s,,
and,and,s,,
Nereus,nereus,c,,
.,.,s,,
Neptune,neptune,s,,
holding,holding,s,,
a,a,s,considrd,0
Trident,trident,c,,
",",",",s,,
with,with,s,considrd,0
an,an,s,,
Anchor,anchor,s,,
made,made,n,,
to,to,s,considrd,0
it,it,c,,
",",",",s,,
and,and,s,,
this,this,s,considrd,0
Mot,mot,c,,
.,.,s,,
His,his,s,considrd,0
artibus,artibus,c,,
:,:,s,,
that,that,s,considrd,0
is,is,c,considrd,0
",",",",s,,
Regendo,regendo,c,,
",",",",s,,
and,and,s,,
retinendo,retinendo,c,,
",",",",s,,
alluding,alluding,s,,
to,to,n,considrd,0
this,this,s,considrd,0
verse,verse,s,,
of,of,s,considrd,0
Virgill,virgill,c,,
",",",",s,,
H^e,h^e,s,,
tibi,tibi,s,,
erunt,erunt,s,,
arts,arts,c,strd,0
",",",",s,,
etc,etc,c,,
.,.,s,,
Nereus,nereus,s,,
holding,holding,s,,
out,out,s,,
a,a,s,considrd,0
golden,golden,n,,
fish,fish,s,,
in,in,s,considrd,0
a,a,s,considrd,0
net,net,c,,
",",",",s,,
with,with,s,considrd,0
this,this,s,considrd,0
word,word,s,,
Industria,industria,c,,
:,:,s,,
the,the,s,considrd,0
reason,reason,s,,
whereof,whereof,s,,
is,is,s,considrd,0
delivered,delivered,s,strd,0
after,after,c,,
",",",",n,,
in,in,s,considrd,0
the,the,s,considrd,0
speech,speech,s,,
uttered,uttered,s,strd,0
by,by,s,considrd,0
Triton,triton,c,,
.,.,s,,
These,these,s,,
Sea-gods,sea-gods,s,,
stood,stood,s,,
on,on,s,,
pedestals,pedestals,s,,
and,and,s,,
were,were,s,,
al,al,n,considrd,0
of,of,s,considrd,0
gold,gold,c,,
.,.,s,,
Behind,behind,s,strd,0
them,them,s,,
were,were,s,,
two,two,s,,
pillasters,pillasters,c,,
",",",",s,,
on,on,s,,
which,which,s,considrd,0
hung,hung,s,,
compartments,compartments,s,,
with,with,n,considrd,0
other,other,s,,
devises,devises,c,strd,0
:,:,s,,
and,and,s,,
these,these,s,,
bore,bore,s,,
up,up,s,strd,0
a,a,s,considrd,0
rich,rich,s,,
Freeze,freeze,c,,
",",",",s,,
wherein,wherein,s,,
were,were,s,,
figures,figures,s,,
of,of,s,considrd,0
ten,ten,n,strd,0
foot,foot,s,strd,0
long,long,c,,
",",",",s,,
of,of,s,considrd,0
floods,floods,c,strd,0
",",",",s,,
and,and,s,,
Nymphs,nymphs,c,strd,0
",",",",s,,
with,with,s,considrd,0
a,a,s,considrd,0
number,number,s,,
of,of,s,considrd,0
naked,naked,s,,
children,children,c,,
",",",",s,,
dallying,dallying,n,,
with,with,s,considrd,0
a,a,s,considrd,0
draperie,draperie,c,,
",",",",s,,
which,which,s,considrd,0
they,they,s,considrd,0
seemed,seemed,s,,
to,to,s,considrd,0
hold,hold,s,strd,0
up,up,c,strd,0
",",",",s,,
that,that,s,considrd,0
the,the,s,considrd,0
Scene,scene,s,,
might,might,s,,
be,be,s,considrd,0
seen,seen,c,strd,0
",",",",n,,
and,and,s,,
the,the,s,considrd,0
ends,ends,s,,
thereof,thereof,s,,
fell,fell,s,,
down,down,s,strd,0
in,in,s,considrd,0
foldes,foldes,s,,
by,by,s,considrd,0
the,the,s,considrd,0
pillasters,pillasters,c,,
.,.,s,,
In,in,s,considrd,0
the,the,s,considrd,0
midst,midst,s,,
was,was,s,,
a,a,n,considrd,0
compartment,compartment,c,,
",",",",s,,
with,with,s,considrd,0
this,this,s,considrd,0
inscription,inscription,c,,
",",",",s,,
Tethyos,tethyos,s,,
Epinicia,epinicia,c,,
",",",",s,,
TETHYS,tethys,s,,
feasts,feasts,s,,
of,of,s,considrd,0
triumph,triumph,c,,
.,.,n,,
This,this,s,considrd,0
was,was,s,,
supported,supported,s,,
with,with,s,considrd,0
two,two,s,,
winged,winged,s,,
boys,boys,c,strd,0
",",",",s,,
and,and,s,,
all,all,s,,
the,the,s,considrd,0
work,work,s,strd,0
was,was,s,,
done,done,s,,
with,with,s,considrd,0
that,that,n,considrd,0
force,force,s,,
and,and,s,,
boldness,boldness,s,strd,0
on,on,s,,
the,the,s,considrd,0
gold,gold,s,,
and,and,s,,
silver,silver,c,strd,0
",",",",s,,
as,as,s,considrd,0
the,the,s,considrd,0
figures,figures,s,,
seemed,seemed,s,,
round,round,s,,
and,and,s,,
not,not,n,,
painted,painted,nn,,
The,the,s,considrd,0
Scene,scene,s,,
it,it,s,,
self,self,s,strd,0
was,was,s,,
a,a,s,considrd,0
Port,port,s,,
or,or,s,considrd,0
Haven,haven,s,strd,0
with,with,s,considrd,0
Bulworkes,bulworkes,s,,
at,at,s,considrd,0
the,the,s,considrd,0
entrance,entrance,c,,
",",",",s,,
and,and,s,,
the,the,n,considrd,0
figure,figure,s,,
of,of,s,considrd,0
a,a,s,considrd,0
Castle,castle,s,,
commanding,commanding,s,strd,0
a,a,s,considrd,0
fortified,fortified,s,,
town,town,c,strd,0
:,:,s,,
within,within,s,,
this,this,s,considrd,0
Port,port,s,,
were,were,s,,
many,many,n,,
Ships,ships,c,,
",",",",s,,
small,small,s,,
and,and,s,,
great,great,c,considrd,0
",",",",s,,
seeming,seeming,s,,
to,to,s,considrd,0
lie,lie,s,,
at,at,s,considrd,0
Anchor,anchor,c,,
",",",",s,,
some,some,s,,
nearer,nearer,c,strd,0
",",",",s,,
and,and,s,,
some,some,s,,
further,further,n,,
off,off,c,,
",",",",s,,
Zephirus,zephirus,s,,
with,with,s,considrd,0
eight,eight,s,,
Naydes,naydes,c,,
",",",",s,,
Nymphs,nymphs,s,,
of,of,s,considrd,0
fountains,fountains,c,strd,0
",",",",s,,
and,and,s,,
two,two,s,,
Tritons,tritons,s,,
sent,sent,n,,
from,from,s,,
Tethys,tethys,s,,
to,to,s,considrd,0
give,give,s,strd,0
notice,notice,s,,
of,of,s,considrd,0
her,her,s,,
intendement,intendement,c,,
",",",",s,,
which,which,s,considrd,0
was,was,s,,
the,the,s,considrd,0
Ante-maske,ante-maske,s,,
or,or,n,considrd,0
first,first,s,,
show,show,c,strd,0
.,.,s,,
The,the,s,considrd,0
Duke,duke,s,,
of,of,s,considrd,0
York,york,s,strd,0
presented,presented,s,,
Zephirus,zephirus,c,,
",",",",s,,
in,in,s,considrd,0
a,a,s,considrd,0
short,short,s,,
robe,robe,s,,
of,of,s,considrd,0
green,green,n,strd,0
satin,satin,s,,
imbrodered,imbrodered,s,,
with,with,s,considrd,0
golden,golden,s,,
flowers,flowers,s,,
with,with,s,considrd,0
a,a,s,considrd,0
round,round,s,,
wing,wing,s,,
made,made,s,,
of,of,s,considrd,0
lawnes,lawnes,s,,
on,on,s,,
wyers,wyers,c,,
",",",",n,,
and,and,s,,
hung,hung,s,,
down,down,s,,
in,in,s,considrd,0
labels,labels,c,,
.,.,s,,
Behind,behind,s,,
his,his,s,considrd,0
shoulders,shoulders,s,,
two,two,s,,
silver,silver,s,strd,0
wings,wings,c,,
.,.,s,,
On,on,s,,
his,his,s,considrd,0
head,head,s,,
a,a,n,considrd,0
Garland,garland,s,,
of,of,s,considrd,0
flowers,flowers,s,,
consisting,consisting,s,,
of,of,s,considrd,0
all,all,s,,
colors,colors,c,strd,0
",",",",s,,
and,and,s,,
on,on,s,,
one,one,s,,
Arm,arm,s,strd,0
which,which,s,considrd,0
was,was,s,,
out,out,n,,
bare,bare,c,,
",",",",s,,
he,he,s,considrd,0
wore,wore,s,,
a,a,s,considrd,0
bracelet,bracelet,s,,
of,of,s,considrd,0
gold,gold,s,,
set,set,s,,
with,with,s,considrd,0
rich,rich,s,,
stones,stones,c,,
.,.,s,,
Eight,eight,s,,
little,little,s,,
Ladies,ladies,n,,
near,near,s,strd,0
of,of,s,considrd,0
his,his,s,considrd,0
stature,stature,s,,
represented,represented,s,,
the,the,s,considrd,0
Naydes,naydes,c,,
",",",",s,,
and,and,s,,
were,were,s,,
attired,attired,s,,
in,in,s,considrd,0
light,light,s,,
robes,robes,n,,
adorned,adorned,s,,
with,with,s,considrd,0
flowers,flowers,c,,
",",",",s,,
their,their,s,considrd,0
hair,hair,s,strd,0
hanging,hanging,s,,
down,down,c,strd,0
",",",",s,,
and,and,s,,
wauing,wauing,s,,
with,with,s,considrd,0
Garlands,garlands,s,,
of,of,n,considrd,0
water,water,s,,
ornaments,ornaments,s,,
on,on,s,,
their,their,s,considrd,0
heads,heads,nn,,
The,the,s,considrd,0
Tritons,tritons,s,,
wore,wore,s,,
skin-coates,skin-coates,s,,
of,of,s,considrd,0
watchet,watchet,s,,
Taffata,taffata,s,,
(,(,c,,
lightened,lightened,s,strd,0
with,with,s,considrd,0
silver,silver,c,strd,0
),),s,,
to,to,s,considrd,0
show,show,n,strd,0
the,the,s,considrd,0
Muscles,muscles,s,,
of,of,s,considrd,0
their,their,s,considrd,0
bodies,bodies,c,,
.,.,s,,
From,from,s,,
the,the,s,considrd,0
waste,waste,s,,
almost,almost,s,,
to,to,s,considrd,0
the,the,s,considrd,0
knee,knee,s,,
were,were,s,,
finnes,finnes,s,,
of,of,n,considrd,0
silver,silver,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
manner,manner,s,,
of,of,s,considrd,0
bases,bases,c,,
",",",",s,,
a,a,s,considrd,0
mantle,mantle,s,,
of,of,s,considrd,0
Sea-greene,sea-greene,s,,
laced,laced,c,,
",",",",s,,
and,and,s,,
fringed,fringed,s,,
with,with,n,considrd,0
gold,gold,c,strd,0
",",",",s,,
tied,tied,s,strd,0
with,with,s,considrd,0
a,a,s,considrd,0
knot,knot,s,,
upon,upon,s,strd,0
one,one,s,,
shoulder,shoulder,c,,
",",",",s,,
and,and,s,,
falling,falling,s,,
down,down,s,,
in,in,s,considrd,0
foldes,foldes,s,,
behind,behind,c,strd,0
",",",",n,,
was,was,s,,
fastened,fastened,s,,
to,to,s,considrd,0
the,the,s,considrd,0
contrary,contrary,s,,
side,side,c,,
:,:,s,,
on,on,s,,
their,their,s,considrd,0
heads,heads,s,,
garlands,garlands,s,,
of,of,s,considrd,0
Sedge,sedge,c,,
",",",",s,,
with,with,n,considrd,0
trumpets,trumpets,s,,
of,of,s,considrd,0
writhen,writhen,s,,
shells,shells,s,strd,0
in,in,s,considrd,0
their,their,s,considrd,0
hand,hand,c,,
:,:,s,,
Buskins,buskins,s,,
of,of,s,considrd,0
Sea-greene,sea-greene,s,,
laid,laid,s,,
with,with,s,considrd,0
silver,silver,n,strd,0
lace,lace,c,,
.,.,s,,
These,these,s,,
persons,persons,s,,
thus,thus,s,,
attired,attired,c,,
",",",",s,,
entered,entered,s,strd,0
with,with,s,considrd,0
this,this,s,considrd,0
song,song,s,,
of,of,s,considrd,0
four,four,s,strd,0
parts,parts,c,,
",",",",s,,
and,and,s,,
a,a,n,considrd,0
music,music,s,strd,0
of,of,s,considrd,0
twelve,twelve,s,strd,0
Lutes,lutes,nn,,
YOuth,youth,s,,
of,of,s,considrd,0
the,the,s,considrd,0
spring,spring,c,,
",",",",s,,
mild,mild,s,strd,0
Zephirus,zephirus,s,,
blow,blow,s,,
fair,fair,c,strd,0
",",",",n,,
And,and,s,,
breath,breath,s,,
the,the,s,considrd,0
joyful,joyful,s,strd,0
air,air,c,strd,0
",",",",n,,
Which,which,s,considrd,0
Tethys,tethys,s,,
wishes,wishes,s,,
may,may,s,,
attend,attend,s,,
this,this,s,considrd,0
day,day,c,,
",",",",n,,
Who,who,s,considrd,0
comes,comes,s,,
her,her,s,,
self,self,s,strd,0
to,to,s,considrd,0
pay,pay,n,,
The,the,s,considrd,0
vows,vows,s,strd,0
her,her,s,,
heart,heart,s,,
presents,presents,c,,
",",",",n,,
To,to,s,considrd,0
these,these,s,,
fair,fair,s,strd,0
complements,complements,c,,
.,.,n,,
Breath,breath,s,,
out,out,s,,
new,new,s,considrd,0
flowers,flowers,c,,
",",",",s,,
which,which,s,considrd,0
yet,yet,s,,
were,were,s,,
never,never,s,strd,0
known,known,n,strd,0
Unto,unto,s,strd,0
the,the,s,considrd,0
Spring,spring,c,,
",",",",s,,
nor,nor,s,,
blown,blown,n,strd,0
Before,before,s,,
this,this,s,considrd,0
time,time,c,,
",",",",s,,
to,to,s,considrd,0
bewtifie,bewtifie,s,,
the,the,s,considrd,0
earth,earth,c,,
",",",",n,,
And,and,s,,
as,as,s,considrd,0
this,this,s,considrd,0
day,day,s,,
gives,gives,s,strd,0
birth,birth,n,,
Unto,unto,s,strd,0
new,new,s,considrd,0
types,types,s,,
of,of,s,considrd,0
State,state,c,,
",",",",n,,
So,so,s,,
let,let,s,,
it,it,s,,
bliss,bliss,s,strd,0
create,create,c,,
.,.,n,,
Bear,bear,s,strd,0
Tethys,tethys,s,,
message,message,s,,
to,to,s,considrd,0
the,the,s,considrd,0
Ocean,ocean,s,,
King,king,c,,
",",",",n,,
Say,say,s,,
how,how,s,,
she,she,s,considrd,0
joys,joys,s,strd,0
to,to,s,considrd,0
bring,bring,n,,
Delight,delight,s,,
unto,unto,s,strd,0
his,his,s,considrd,0
Islands,islands,s,strd,0
and,and,s,,
his,his,s,considrd,0
Seas,seas,c,,
",",",",n,,
And,and,s,,
tell,tell,s,,
Meliades,meliades,n,,
The,the,s,considrd,0
offspring,offspring,s,strd,0
of,of,s,considrd,0
his,his,s,considrd,0
bood,bood,c,,
",",",",n,,
How,how,s,,
she,she,s,considrd,0
applaudes,applaudes,s,,
his,his,s,considrd,0
good,good,c,,
.,.,n,,
The,the,s,considrd,0
song,song,s,,
ended,ended,c,,
",",",",s,,
Triton,triton,s,,
in,in,s,considrd,0
the,the,s,considrd,0
behalf,behalf,s,strd,0
of,of,s,considrd,0
Zephirus,zephirus,s,,
delivers,delivers,s,strd,0
Tethys,tethys,s,,
message,message,s,,
with,with,n,considrd,0
her,her,s,,
Presents,presents,s,,
(,(,c,,
which,which,s,considrd,0
was,was,s,,
a,a,s,considrd,0
Trident,trident,s,,
to,to,s,considrd,0
the,the,s,considrd,0
King,king,c,,
",",",",s,,
and,and,s,,
a,a,s,considrd,0
rich,rich,s,,
sword,sword,s,,
and,and,s,,
skarfe,skarfe,s,,
to,to,n,considrd,0
the,the,s,considrd,0
Prince,prince,s,,
of,of,s,considrd,0
Wales,wales,c,,
),),s,,
in,in,s,considrd,0
these,these,s,,
words,words,nn,strd,0
FRom,from,s,,
that,that,s,considrd,0
intelligence,intelligence,s,,
which,which,s,considrd,0
moves,moves,s,strd,0
the,the,s,considrd,0
Sphere,sphere,n,,
Of,of,s,considrd,0
circling,circling,s,,
waves,waves,s,strd,0
(,(,c,,
the,the,s,considrd,0
mighty,mighty,s,strd,0
Tethys,tethys,c,,
",",",",s,,
Queen,queen,n,strd,0
Of,of,s,considrd,0
Nymphs,nymphs,s,strd,0
and,and,s,,
rivers,rivers,c,strd,0
",",",",s,,
who,who,s,considrd,0
will,will,s,,
straight,straight,s,,
appear,appear,c,strd,0
",",",",n,,
And,and,s,,
in,in,s,considrd,0
a,a,s,considrd,0
humane,humane,s,,
Character,character,s,,
be,be,s,considrd,0
seen,seen,c,strd,0
),),n,,
We,we,s,considrd,0
have,have,s,strd,0
in,in,s,considrd,0
charge,charge,s,,
to,to,s,considrd,0
say,say,c,,
",",",",s,,
that,that,s,considrd,0
even,even,s,strd,0
as,as,s,considrd,0
Seas,seas,n,,
And,and,s,,
lands,lands,c,,
",",",",s,,
are,are,s,,
graced,graced,s,strd,0
by,by,s,considrd,0
men,men,s,,
of,of,s,considrd,0
worth,worth,s,,
and,and,s,,
might,might,c,,
",",",",n,,
So,so,s,,
they,they,s,considrd,0
return,return,s,strd,0
their,their,s,considrd,0
favors,favors,c,strd,0
;,;,s,,
and,and,s,,
in,in,s,considrd,0
these,these,n,,
Exalting,exalting,s,,
of,of,s,considrd,0
the,the,s,considrd,0
good,good,s,,
seem,seem,s,strd,0
to,to,s,considrd,0
delight,delight,c,,
.,.,n,,
Which,which,s,considrd,0
she,she,c,considrd,0
",",",",s,,
in,in,s,considrd,0
glory,glory,c,,
",",",",s,,
lately,lately,s,,
visiting,visiting,n,,
The,the,s,considrd,0
sweet,sweet,c,strd,0
",",",",s,,
and,and,s,,
pleasant,pleasant,s,,
Shores,shores,s,,
of,of,s,considrd,0
Cambria,cambria,c,,
",",",",s,,
found,found,n,,
By,by,s,considrd,0
an,an,s,,
unusual,unusual,c,strd,0
",",",",s,,
and,and,s,,
most,most,s,,
forward,forward,s,,
Spring,spring,n,,
Of,of,s,considrd,0
comfort,comfort,c,,
",",",",s,,
wherewith,wherewith,s,,
all,all,s,,
things,things,s,,
did,did,s,,
abound,abound,c,,
",",",",n,,
For,for,s,considrd,0
joy,joy,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
Inuestiture,inuestiture,s,,
at,at,s,considrd,0
hand,hand,n,,
Of,of,s,considrd,0
their,their,s,considrd,0
new,new,s,considrd,0
Prince,prince,c,,
",",",",s,,
whose,whose,s,,
Rites,rites,c,,
",",",",s,,
with,with,s,considrd,0
acts,acts,s,,
renownd,renownd,n,,
Were,were,s,,
here,here,s,,
to,to,s,considrd,0
be,be,s,considrd,0
solemnized,solemnized,s,strd,0
on,on,s,,
this,this,s,considrd,0
Strand,strand,c,,
:,:,n,,
And,and,s,,
therefore,therefore,s,,
straight,straight,s,strd,0
resolves,resolves,s,strd,0
t'adorne,t'adorne,s,,
the,the,s,considrd,0
day,day,n,,
With,with,s,considrd,0
her,her,s,,
al-gracing,al-gracing,s,,
presence,presence,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
train,train,c,strd,0
",",",",n,,
Of,of,s,considrd,0
some,some,s,,
choice,choice,s,,
Nymphs,nymphs,s,,
she,she,s,considrd,0
pleased,pleased,s,strd,0
to,to,s,considrd,0
call,call,s,,
away,away,n,,
From,from,s,,
several,several,s,strd,0
Rivers,rivers,s,strd,0
which,which,s,considrd,0
they,they,s,considrd,0
entertain,entertain,c,strd,0
.,.,n,,
And,and,s,,
first,first,s,,
the,the,s,considrd,0
lovely,lovely,s,strd,0
Nymphe,nymphe,s,,
of,of,s,considrd,0
stately,stately,s,,
Thames,thames,c,,
",",",",n,,
(,(,c,,
The,the,s,considrd,0
darling,darling,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Ocean,ocean,c,,
),),s,,
summond,summond,s,,
is,is,c,considrd,0
:,:,n,,
Then,then,s,,
those,those,s,,
of,of,s,considrd,0
Trent,trent,s,,
and,and,s,,
Aruns,aruns,s,,
graceful,graceful,s,strd,0
streams,streams,c,strd,0
",",",",n,,
Then,then,s,,
Darwent,darwent,s,,
next,next,s,,
with,with,s,considrd,0
cleare-wau'd,cleare-wau'd,s,,
worthiness,worthiness,c,strd,0
.,.,n,,
The,the,s,considrd,0
beauteous,beauteous,s,,
Nymph,nymph,s,,
of,of,s,considrd,0
Chrystall-streaming,chrystall-streaming,s,,
Lee,lee,n,,
Gives,gives,s,strd,0
next,next,s,,
attendance,attendance,c,,
:,:,s,,
Then,then,s,,
the,the,s,considrd,0
Nymph,nymph,s,,
of,of,s,considrd,0
Air,air,n,strd,0
With,with,s,considrd,0
modest,modest,s,,
motion,motion,s,,
makes,makes,s,,
her,her,s,,
sweet,sweet,s,strd,0
repair,repair,c,strd,0
.,.,n,,
The,the,s,considrd,0
Nymph,nymph,s,,
of,of,s,considrd,0
Seuerne,seuerne,s,,
follows,follows,s,,
in,in,s,considrd,0
degree,degree,c,,
",",",",n,,
With,with,s,considrd,0
ample,ample,s,,
streams,streams,s,strd,0
of,of,s,considrd,0
grace,grace,c,,
:,:,s,,
and,and,s,,
next,next,s,,
to,to,s,considrd,0
her,her,n,,
The,the,s,considrd,0
cheerful,cheerful,s,strd,0
Nymph,nymph,s,,
of,of,s,considrd,0
Rother,rother,s,,
does,does,s,strd,0
appaere,appaere,n,,
With,with,s,considrd,0
comely,comely,s,,
Medway,medway,c,,
",",",",s,,
th'ornament,th'ornament,s,,
of,of,s,considrd,0
Kent,kent,c,,
",",",",n,,
And,and,s,,
then,then,s,,
four,four,s,strd,0
goodly,goodly,s,,
Nymphs,nymphs,s,strd,0
that,that,s,considrd,0
beutifie,beutifie,n,,
Cambers,cambers,s,,
fair,fair,s,strd,0
shores,shores,c,,
",",",",s,,
and,and,s,,
all,all,s,,
that,that,s,considrd,0
Continent,continent,n,,
The,the,s,considrd,0
graces,graces,s,,
of,of,s,considrd,0
clear,clear,s,strd,0
Vske,vske,c,,
",",",",s,,
Olwy,olwy,c,,
",",",",s,,
Dulesse,dulesse,c,,
",",",",s,,
Wy^,wy^,n,,
All,all,s,,
these,these,s,,
within,within,s,,
the,the,s,considrd,0
goodly,goodly,s,,
spacious,spacious,s,,
Bay,bay,n,,
Of,of,s,considrd,0
manifold,manifold,s,,
inharboring,inharboring,s,,
Mil^ord,mil^ord,s,,
meet,meet,c,strd,0
",",",",n,,
The,the,s,considrd,0
happy,happy,s,,
Port,port,s,,
of,of,s,considrd,0
Union,union,c,strd,0
",",",",s,,
which,which,s,considrd,0
gave,gave,s,strd,0
way,way,n,,
To,to,s,considrd,0
that,that,s,considrd,0
great,great,s,considrd,0
Heroes,heroes,s,strd,0
HENRY,henry,c,,
",",",",s,,
and,and,s,,
his,his,s,considrd,0
fleet,fleet,c,strd,0
",",",",n,,
To,to,s,considrd,0
make,make,s,,
the,the,s,considrd,0
blessed,blessed,s,strd,0
conjunction,conjunction,s,strd,0
that,that,s,considrd,0
beg,beg,s,,
at,at,n,considrd,0
A,a,s,considrd,0
greater,greater,c,,
",",",",s,,
and,and,s,,
more,more,s,,
glorious,glorious,s,,
far,far,s,,
then,then,s,,
that,that,c,considrd,0
.,.,n,,
From,from,s,,
hence,hence,s,,
she,she,s,considrd,0
sends,sends,s,,
her,her,s,,
dear,dear,s,strd,0
loved,loved,s,strd,0
Zephirus,zephirus,c,,
;,;,n,,
To,to,s,considrd,0
breath,breath,s,,
out,out,s,,
her,her,s,,
affection,affection,s,,
and,and,s,,
her,her,s,,
zeal,zeal,n,strd,0
To,to,s,considrd,0
you,you,s,considrd,0
great,great,s,considrd,0
Monarch,monarch,s,,
of,of,s,considrd,0
Oceanus,oceanus,c,,
",",",",n,,
And,and,s,,
to,to,s,considrd,0
present,present,s,,
this,this,s,considrd,0
Trident,trident,s,,
as,as,s,considrd,0
the,the,s,considrd,0
seal,seal,n,strd,0
And,and,s,,
ensign,ensign,s,strd,0
of,of,s,considrd,0
her,her,s,,
love,love,s,strd,0
and,and,s,,
of,of,s,considrd,0
your,your,s,,
right,right,c,,
.,.,n,,
And,and,s,,
therewithal,therewithal,s,strd,0
she,she,s,considrd,0
wills,wills,s,strd,0
him,him,c,,
",",",",s,,
greet,greet,s,strd,0
the,the,s,considrd,0
Lord,lord,n,,
And,and,s,,
Prince,prince,s,,
of,of,s,considrd,0
the,the,s,strd,0
Isles,isles,s,strd,0
