token,tokenToMatch,endReason,tag,tagIndex
LOok,look,s,,
Nymphs,nymphs,c,,
",",",",s,,
and,and,s,,
Shepherds,shepherds,s,,
look,look,c,,
",",",",n,,
What,what,s,,
sudden,sudden,s,,
blaze,blaze,s,,
of,of,s,considrd,0
majesty,majesty,n,,
Is,is,s,considrd,0
that,that,s,considrd,0
which,which,s,considrd,0
we,we,s,considrd,0
from,from,s,,
hence,hence,s,,
descry,descry,n,,
Too,too,s,,
divine,divine,s,,
to,to,s,considrd,0
be,be,s,considrd,0
mistook,mistook,c,,
:,:,n,,
This,this,s,considrd,0
this,this,s,considrd,0
is,is,s,considrd,0
she,she,n,considrd,0
To,to,s,considrd,0
whom,whom,s,,
our,our,s,,
vows,vows,s,,
and,and,s,,
wishes,wishes,s,,
bend,bend,c,,
",",",",n,,
Here,here,s,strd,0
our,our,s,,
solemn,solemn,s,,
search,search,s,,
has,has,s,strd,0
end,end,c,,
.,.,n,,
Fame,fame,s,,
that,that,s,considrd,0
her,her,s,,
high,high,s,,
worth,worth,s,,
to,to,s,considrd,0
raise,raise,c,,
",",",",n,,
Seemed,seemed,s,strd,0
erst,erst,s,,
so,so,s,,
lavish,lavish,s,,
and,and,s,,
profuse,profuse,c,,
",",",",n,,
We,we,s,considrd,0
may,may,s,,
justly,justly,s,,
now,now,s,,
accuse,accuse,n,,
Of,of,s,considrd,0
detraction,detraction,s,,
from,from,s,,
her,her,s,,
praise,praise,c,,
",",",",n,,
Less,less,s,,
then,then,s,,
half,half,s,,
we,we,s,considrd,0
find,find,s,,
expressed,expressed,c,strd,0
",",",",n,,
Envy,envy,s,,
bid,bid,s,,
conceal,conceal,s,,
the,the,s,considrd,0
rest,rest,c,,
.,.,n,,
Ma^k,ma^k,s,,
what,what,s,,
radiant,radiant,s,,
state,state,s,,
she,she,s,considrd,0
spreds,spreds,c,,
",",",",n,,
In,in,s,considrd,0
circle,circle,s,,
round,round,s,,
her,her,s,,
shining,shining,s,,
throne,throne,c,,
",",",",n,,
Shooting,shooting,s,,
her,her,s,,
beams,beams,s,,
like,like,s,,
silver,silver,s,,
threads,threads,c,strd,0
",",",",n,,
This,this,s,considrd,0
this,this,s,considrd,0
is,is,s,considrd,0
she,she,s,considrd,0
alone,alone,c,,
",",",",n,,
Sitting,sitting,s,,
like,like,s,,
a,a,s,considrd,0
Gods,gods,s,strd,0
bright,bright,c,,
",",",",n,,
In,in,s,considrd,0
the,the,s,considrd,0
center,center,s,,
of,of,s,considrd,0
her,her,s,,
light,light,c,,
.,.,n,,
Might,might,s,,
she,she,s,considrd,0
the,the,s,considrd,0
wise,wise,s,,
Latona,latona,s,,
be,be,c,considrd,0
",",",",n,,
Or,or,s,considrd,0
the,the,s,considrd,0
towred,towred,s,,
Cybele,cybele,c,,
",",",",n,,
Mother,mother,s,,
of,of,s,considrd,0
a,a,s,considrd,0
hunderd,hunderd,s,,
gods,gods,c,considrd,0
;,;,n,,
Juno,juno,s,,
dare's,dare's,s,,
not,not,s,,
give,give,s,,
her,her,s,,
odds,odds,c,,
;,;,n,,
Who,who,s,considrd,0
had,had,s,considrd,0
thought,thought,s,,
this,this,s,considrd,0
clime,clime,s,,
had,had,s,considrd,0
held,held,n,,
A,a,s,considrd,0
deity,deity,s,,
so,so,s,,
unparalleled,unparalleled,c,strd,0
*,*,n,,
Stay,stay,s,,
gentle,gentle,s,,
Swains,swains,c,,
",",",",s,,
for,for,s,considrd,0
though,though,s,,
in,in,s,considrd,0
this,this,s,considrd,0
disguise,disguise,c,,
",",",",n,,
I,i,s,considrd,0
see,see,s,,
bright,bright,s,,
honor,honor,s,strd,0
sparkle,sparkle,s,,
through,through,s,,
your,your,s,,
eyes,eyes,c,,
",",",",n,,
Of,of,s,considrd,0
famous,famous,s,,
Ar^ady,ar^ady,s,,
ye,ye,s,,
are,are,c,,
",",",",s,,
and,and,s,,
sprung,sprung,n,,
Of,of,s,considrd,0
that,that,s,considrd,0
renowned,renowned,s,,
flood,flood,c,,
",",",",s,,
so,so,s,,
often,often,s,,
sung,sung,c,,
",",",",n,,
Divine,divine,s,,
Alpheus,alpheus,c,,
",",",",s,,
who,who,s,considrd,0
by,by,s,considrd,0
secret,secret,s,,
sluse,sluse,c,,
",",",",n,,
Stole,stole,s,,
under,under,s,,
Seas,seas,s,,
to,to,s,considrd,0
meet,meet,s,,
his,his,s,considrd,0
Arethuse,arethuse,c,,
;,;,n,,
And,and,s,,
ye,ye,s,,
the,the,s,considrd,0
breathing,breathing,s,,
Roses,roses,s,considrd,0
of,of,s,considrd,0
the,the,s,considrd,0
Wood,wood,c,,
",",",",n,,
Fair,fair,s,,
silver-buskind,silver-buskind,s,,
Nymphs,nymphs,s,,
as,as,s,considrd,0
great,great,s,considrd,0
and,and,s,,
good,good,c,,
",",",",n,,
I,i,s,considrd,0
know,know,s,,
this,this,s,considrd,0
quest,quest,s,,
of,of,s,considrd,0
yours,yours,c,,
",",",",s,,
and,and,s,,
free,free,s,,
intent,intent,n,,
Was,was,s,,
all,all,s,,
in,in,s,considrd,0
honor,honor,s,strd,0
and,and,s,,
devotion,devotion,s,,
meant,meant,n,strd,0
To,to,s,considrd,0
the,the,s,considrd,0
great,great,s,considrd,0
Mistres,mistres,s,,
of,of,s,considrd,0
yon,yon,s,,
princely,princely,s,,
shrine,shrine,c,,
",",",",n,,
Whom,whom,s,,
with,with,s,considrd,0
low,low,s,,
reverence,reverence,s,,
I,i,s,considrd,0
adore,adore,s,,
as,as,s,considrd,0
mine,mine,c,,
",",",",n,,
And,and,s,,
with,with,s,considrd,0
all,all,s,,
helpful,helpful,s,,
service,service,s,,
will,will,s,,
comply,comply,n,,
To,to,s,considrd,0
further,further,s,,
this,this,s,considrd,0
nights,nights,s,,
glad,glad,s,,
solemnity,solemnity,c,,
;,;,n,,
And,and,s,,
lead,lead,s,,
ye,ye,s,,
where,where,s,,
ye,ye,s,,
may,may,s,,
more,more,s,,
near,near,s,strd,0
behold,behold,n,,
What,what,s,,
shallow-searching,shallow-searching,s,,
Fame,fame,s,,
has,has,s,strd,0
left,left,s,,
untold,untold,c,,
*,*,n,,
Which,which,s,considrd,0
I,i,s,considrd,0
full,full,s,,
often,often,s,strd,0
amidst,amidst,s,,
these,these,s,,
shades,shades,s,,
alone,alone,n,,
Have,have,s,considrd,0
sat,sat,s,strd,0
to,to,s,considrd,0
wonder,wonder,s,,
at,at,c,considrd,0
",",",",s,,
and,and,s,,
gaze,gaze,s,,
upon,upon,c,,
:,:,n,,
For,for,s,considrd,0
know,know,s,,
by,by,s,considrd,0
lot,lot,s,,
from,from,s,,
Jove,jove,s,,
I,i,s,considrd,0
am,am,s,,
the,the,s,considrd,0
power,power,n,strd,0
Of,of,s,considrd,0
this,this,s,considrd,0
fair,fair,s,,
Wood,wood,c,,
",",",",s,,
and,and,s,,
live,live,s,,
in,in,s,considrd,0
Oak'n,oak'n,s,,
