token,tokenToMatch,endReason,tag,tagIndex
NOW,now,s,,
I,i,s,considrd,0
confess,confess,s,,
I,i,s,considrd,0
am,am,s,,
in,in,s,considrd,0
love,love,c,,
",",",",n,,
Though,though,s,,
I,i,s,considrd,0
did,did,s,,
think,think,s,,
I,i,s,considrd,0
never,never,s,considrd,0
could,could,c,,
",",",",n,,
But,but,s,,
it,it,s,strd,0
is,is,s,strd,1
with,with,s,considrd,0
one,one,s,,
dropped,dropped,s,strd,0
from,from,s,,
above,above,c,,
",",",",n,,
Whose,whose,s,,
nature's,nature's,s,,
made,made,s,,
of,of,s,considrd,0
better,better,s,,
mould,mould,c,,
:,:,n,,
So,so,s,,
fair,fair,c,,
",",",",s,,
so,so,s,,
good,good,c,,
",",",",s,,
so,so,s,,
all,all,s,,
divine,divine,c,,
",",",",n,,
I,i,s,strd,0
Would,would,s,strd,1
quit,quit,s,,
the,the,s,considrd,0
world,world,s,,
to,to,s,considrd,0
make,make,s,,
her,her,s,,
mine,mine,c,,
.,.,n,,
Have,have,s,considrd,0
you,you,s,considrd,0
not,not,s,,
seen,seen,s,,
the,the,s,considrd,0
Stars,stars,s,,
retreat,retreat,n,,
When,when,s,,
Sol,sol,s,,
salutes,salutes,s,,
our,our,s,,
Hemisphear,hemisphear,c,,
",",",",n,,
So,so,s,,
shrink,shrink,s,,
the,the,s,considrd,0
Beauties,beauties,c,,
",",",",s,,
called,called,s,,
great,great,c,considrd,0
",",",",n,,
When,when,s,,
sweet,sweet,s,,
Rosela,rosela,s,,
does,does,s,strd,0
appear,appear,c,,
;,;,n,,
Were,were,s,,
she,she,s,considrd,0
as,as,s,considrd,0
other,other,s,,
women,women,s,,
are,are,c,,
",",",",n,,
I,i,s,considrd,0
should,should,s,,
not,not,s,,
love,love,c,,
",",",",s,,
nor,nor,s,,
yet,yet,s,,
despair,despair,c,,
.,.,n,,
But,but,s,,
I,i,s,considrd,0
could,could,s,,
never,never,s,considrd,0
wear,wear,s,,
a,a,s,considrd,0
mind,mind,n,,
Willing,willing,s,,
to,to,s,considrd,0
stoop,stoop,s,,
to,to,s,considrd,0
common,common,s,considrd,0
Faces,faces,c,,
",",",",n,,
Nor,nor,s,,
confidence,confidence,s,,
enough,enough,s,,
can,can,s,,
find,find,n,,
To,to,s,considrd,0
aim,aim,s,strd,0
at,at,s,considrd,0
one,one,s,,
so,so,s,,
full,full,s,,
of,of,s,considrd,0
Graces,graces,c,,
;,;,n,,
Fortune,fortune,s,,
and,and,s,,
Nature,nature,s,,
did,did,s,,
agree,agree,c,,
