tokenIndex,original
3,call'd
18,Soule
19,hath
32,plac'd
56,Wee
81,Doth
86,selfe
103,chaine
113,againe
156,Payre
175,yeare
183,selfe
214,beautie
222,Aire
247,Silke
279,i'
281,holy-day
282,holy-day
287,Sonne
297,Queenes
300,holy-day
301,holy-day
320,doe
343,Doe
368,softned
375,signifie
387,busie
394,seeme
417,selfe
423,Captaine
436,Musique
446,wee
486,Musique
492,knowes
523,foure
527,i'
530,ranke
532,worke
564,i'
583,Soule
595,holy-day
596,holy-day
597,legges
605,Leape
632,surfet
643,Musicall
666,Queene
674,downe
679,Cloudes
694,Queenes
728,Palme
744,arm'd
747,wing'd
750,Bowes
771,wondring
785,speake
793,selfe
796,Sonne
802,meere
829,spie
832,favours
854,Queenes
867,Breake
871,feare
888,Palme
931,againe
936,Spheares
946,ha'
968,wisdome
983,looke
989,Mee
990,seemes
1005,Counsell
1024,doe
1029,shee
1046,a-while
1050,ne're
1080,alwayes
1093,increaseth
1096,Wee
1124,seemes
1128,lesse
1133,Dwarfe
1139,confesse
1156,flie
1159,Queene
1165,ha'
1175,turn'd
1188,braine
1216,Conferre
1234,Palme
1243,calme
1276,wee
1283,Queenes
1295,schoole
1314,Poetrie
1316,prettie
1327,prophane
1337,confesse
1357,Schoole
1375,throughly
1387,Harmonie
1389,drawne
1412,sweare
1439,Rime
1444,Rime
1456,perswade
1461,prettie
1467,Rime
1469,undoe
1490,mention'd
1493,fear'd
1499,Poetrie
1508,believ'd
1528,meere
1535,paire
1537,wandring
1538,Gipsies
1539,Returne
1560,unparallel'd
1561,Queene
1580,studie
1597,enflame
1628,threds
1634,wooll
1646,fetter'd
1652,Chaines
1668,dresse
1672,colours
1688,Felicitie
1699,dutie
1703,perpetuall
1706,wisheth
1711,gratefull
1718,over-joy'd
1725,prayeth
1733,speake
1752,owne
1753,happinesse
1759,confirme
1771,discended
1777,peacefull
1809,sweetnesse
1820,joyn'd
1828,ripenesse
1830,yeares
1849,owne
1850,Ilands
1854,owne
1860,owne
1866,perpetuall
1867,Victorie
1887,Crowne
