token,tokenToMatch,endReason,tag,tagIndex
SIr,sir,s,,
Hugh,hugh,c,,
",",",",s,,
persuade,persuade,s,strd,0
me,me,s,,
not,not,c,,
:,:,s,,
I,i,s,considrd,0
will,will,s,,
make,make,s,,
a,a,s,considrd,0
Star,star,s,strd,0
Chamber,chamber,s,strd,1
matter,matter,s,,
of,of,s,considrd,0
it,it,c,,
",",",",s,,
if,if,s,,
he,he,n,strd,0
were,were,s,,
twenty,twenty,s,,
Sir,sir,s,,
John,john,s,strd,0
Falstoffs,falstoffs,c,,
",",",",s,,
he,he,s,considrd,0
shall,shall,s,considrd,0
not,not,s,,
abuse,abuse,s,,
Robert,robert,s,considrd,0
Shallow,shallow,s,,
Esquire,esquire,nnn,,
In,in,s,considrd,0
the,the,s,considrd,0
County,county,s,,
of,of,s,considrd,0
Gloucester,gloucester,c,strd,0
",",",",s,,
Justice,justice,s,strd,0
of,of,s,considrd,0
Peace,peace,s,,
and,and,s,,
Coram,coram,c,,
.,.,nnn,,
I,i,s,considrd,0
(,(,c,,
Cosen,cosen,s,,
Slender,slender,c,,
),),s,,
and,and,s,,
Cust-alorum,cust-alorum,c,,
.,.,nnn,,
I,i,c,considrd,0
",",",",s,,
and,and,s,,
Rato,rato,s,,
lorum,lorum,s,,
too,too,c,,
;,;,s,,
and,and,s,,
a,a,s,considrd,0
Gentleman,gentleman,s,,
borne,borne,s,,
(,(,c,,
Master,master,s,,
Parson,parson,c,,
),),s,,
who,who,s,considrd,0
writes,writes,n,,
himself,himself,s,strd,0
Armigero,armigero,c,,
",",",",s,,
in,in,s,considrd,0
any,any,s,,
Bill,bill,c,,
",",",",s,,
Warrant,warrant,c,,
",",",",s,,
Quittance,quittance,c,,
",",",",s,,
or,or,s,considrd,0
Obligation,obligation,c,,
",",",",s,,
Armigero,armigero,nnn,,
I,i,s,considrd,0
that,that,s,considrd,0
I,i,s,considrd,0
do,do,c,strd,0
",",",",s,,
and,and,s,,
have,have,s,strd,0
done,done,s,,
any,any,s,,
time,time,s,,
these,these,s,,
three,three,s,,
hundred,hundred,s,,
years,years,c,strd,0
.,.,nnn,,
All,all,s,,
his,his,s,considrd,0
successors,successors,s,,
(,(,c,,
gone,gone,s,,
before,before,s,,
him,him,c,,
),),s,,
has,has,s,strd,0
don't,don't,c,,
:,:,s,,
and,and,s,,
all,all,s,,
his,his,s,considrd,0
Ancestors,ancestors,s,,
(,(,c,,
that,that,n,considrd,0
come,come,s,,
after,after,s,,
him,him,c,,
),),s,,
may,may,c,,
:,:,s,,
they,they,s,considrd,0
may,may,s,,
give,give,s,strd,0
the,the,s,considrd,0
dozen,dozen,s,,
white,white,s,,
Luces,luces,s,,
in,in,s,considrd,0
their,their,s,considrd,0
Coat,coat,nnn,strd,0
It,it,s,,
is,is,s,considrd,0
an,an,s,,
old,old,s,strd,0
Coat,coat,c,strd,0
.,.,nnn,,
The,the,s,considrd,0
dozen,dozen,s,,
white,white,s,,
Lowses,lowses,s,,
do,do,s,strd,0
become,become,s,,
an,an,s,,
old,old,s,,
Coat,coat,s,,
well,well,c,,
:,:,s,,
it,it,s,,
agrees,agrees,s,,
well,well,s,,
passant,passant,c,,
:,:,s,,
It,it,n,,
is,is,s,considrd,0
a,a,s,considrd,0
familiar,familiar,s,,
beast,beast,s,,
to,to,s,considrd,0
man,man,c,,
",",",",s,,
and,and,s,,
signifies,signifies,s,,
Love,love,nnn,strd,0
The,the,s,considrd,0
Luse,luse,s,,
is,is,s,considrd,0
the,the,s,considrd,0
fresh-fish,fresh-fish,c,,
",",",",s,,
the,the,s,considrd,0
salt-fish,salt-fish,c,,
",",",",s,,
is,is,s,considrd,0
an,an,s,,
old,old,s,,
Coat,coat,c,strd,0
.,.,nnn,,
I,i,s,considrd,0
may,may,s,,
quarter,quarter,s,,
(,(,c,,
Coz,coz,c,,
).,).,nnn,,
You,you,s,considrd,0
may,may,c,,
",",",",s,,
by,by,s,considrd,0
marrying,marrying,c,,
.,.,nnn,,
It,it,s,,
is,is,s,considrd,0
marring,marring,s,,
indeed,indeed,c,,
",",",",s,,
if,if,s,,
he,he,s,considrd,0
quarter,quarter,s,,
it,it,c,,
