token,tokenToMatch,endReason,tag,tagIndex
AFter,after,s,,
many,many,s,,
a,a,s,considrd,0
loving,loving,s,strd,0
greeting,greeting,c,,
",",",",n,,
Mars,mars,s,,
and,and,s,,
Venus,venus,s,,
point,point,s,,
a,a,s,considrd,0
meeting,meeting,c,,
;,;,n,,
And,and,s,,
that,that,s,considrd,0
Vulcan,vulcan,s,,
might,might,s,,
not,not,s,,
have,have,n,strd,0
Least,least,s,,
note,note,s,,
thereof,thereof,c,,
",",",",s,,
they,they,s,considrd,0
choose,choose,s,strd,0
a,a,s,considrd,0
Cave,cave,n,,
Obscure,obscure,s,,
and,and,s,,
dark,dark,c,strd,0
",",",",s,,
to,to,s,considrd,0
which,which,s,considrd,0
they,they,s,considrd,0
trust,trust,c,,
",",",",n,,
Intending,intending,s,,
there,there,s,considrd,0
to,to,s,considrd,0
sat,sat,s,strd,0
their,their,s,considrd,0
lust,lust,c,,
.,.,n,,
But,but,s,,
when,when,s,,
themselves,themselves,s,strd,0
most,most,s,,
safe,safe,s,,
they,they,s,considrd,0
think,think,c,strd,0
",",",",n,,
The,the,s,considrd,0
rising,rising,s,,
Sun,sun,s,,
pries,pries,s,,
through,through,s,,
a,a,s,considrd,0
chinke,chinke,c,,
",",",",n,,
Sees,sees,s,,
all,all,c,,
",",",",s,,
and,and,s,,
what,what,s,,
he,he,s,strd,0
sees,sees,s,,
discovers,discovers,n,,
To,to,s,considrd,0
Vulcan,vulcan,c,,
",",",",s,,
touching,touching,s,,
these,these,s,,
two,two,s,,
Lovers,lovers,c,,
.,.,n,,
The,the,s,strd,0
enraged,enraged,s,strd,0
Smith,smith,s,,
taking,taking,s,,
foul,foul,s,strd,0
scorn,scorn,n,strd,0
To,to,s,considrd,0
be,be,s,considrd,0
affronted,affronted,s,,
with,with,s,considrd,0
the,the,s,considrd,0
horn,horn,c,strd,0
",",",",n,,
Provides,provides,s,,
for,for,s,considrd,0
them,them,s,,
a,a,s,considrd,0
subtle,subtle,s,strd,0
"(...),","(...),",n,,
In,in,s,considrd,0
hope,hope,s,,
to,to,s,considrd,0
take,take,s,considrd,0
them,them,s,,
both,both,s,,
therein,therein,c,,
.,.,n,,
His,his,s,considrd,0
plot,plot,s,,
prevailed,prevailed,c,strd,0
",",",",s,,
and,and,s,,
now,now,s,,
being,being,s,,
fiery,fiery,n,considrd,0
In,in,s,considrd,0
just,just,s,strd,0
revenge,revenge,c,strd,0
",",",",s,,
by,by,s,considrd,0
strict,strict,s,,
inquiry,inquiry,c,,
",",",",n,,
To,to,s,considrd,0
find,find,s,strd,0
where,where,s,,
these,these,s,,
by,by,s,considrd,0
custom,custom,s,strd,0
met,met,c,,
",",",",n,,
He,he,s,considrd,0
by,by,s,considrd,0
his,his,s,considrd,0
art,art,s,,
contrives,contrives,s,,
a,a,s,considrd,0
Net,net,c,,
",",",",n,,
More,more,s,,
fine,fine,s,,
than,than,s,,
is,is,s,considrd,0
the,the,s,considrd,0
Spiders,spiders,s,,
thread,thread,c,strd,0
",",",",n,,
And,and,s,,
yet,yet,s,,
of,of,s,considrd,0
wire,wire,c,,
;,;,s,,
which,which,s,considrd,0
he,he,s,considrd,0
so,so,s,,
spread,spread,n,strd,0
About,about,s,,
the,the,s,considrd,0
place,place,c,,
",",",",s,,
all,all,s,,
things,things,s,,
compact,compact,n,,
So,so,s,,
well,well,c,,
",",",",s,,
he,he,s,considrd,0
took,took,s,strd,0
them,them,s,,
in,in,s,considrd,0
the,the,s,considrd,0
act,act,c,,
:,:,n,,
And,and,s,,
then,then,s,,
does,does,s,strd,0
all,all,s,,
the,the,s,considrd,0
gods,gods,s,considrd,0
invite,invite,c,,
",",",",n,,
Who,who,s,considrd,0
came,came,s,,
at,at,s,considrd,0
once,once,s,,
to,to,s,considrd,0
view,view,s,,
that,that,s,considrd,0
sight,sight,c,,
.,.,n,,
Some,some,s,,
jeered,jeered,c,strd,0
",",",",s,,
some,some,s,,
pitty'd,pitty'd,s,,
their,their,s,considrd,0
disgrace,disgrace,c,,
",",",",n,,
One,one,s,,
wished,wished,s,strd,0
himself,himself,s,strd,0
in,in,s,considrd,0
Mars,mars,s,,
his,his,s,considrd,0
place,place,c,,
.,.,n,,
Tet,tet,s,,
for,for,s,considrd,0
all,all,s,,
this,this,c,considrd,0
",",",",s,,
the,the,s,considrd,0
churlish,churlish,s,,
Sir,sir,n,,
So,so,s,,
kept,kept,s,,
them,them,s,,
that,that,s,considrd,0
they,they,s,considrd,0
could,could,s,,
not,not,s,,
stir,stir,c,,
.,.,n,,
Mars,mars,s,,
chafes,chafes,s,,
and,and,s,,
threats,threats,c,,
",",",",s,,
and,and,s,,
struggling,struggling,s,strd,0
keeps,keeps,c,,
:,:,n,,
But,but,s,,
Venus,venus,s,,
blushes,blushes,s,,
first,first,c,,
",",",",s,,
then,then,s,,
weeps,weeps,c,,
.,.,n,,
And,and,s,,
when,when,s,,
tho,tho,s,,
gods,gods,s,considrd,0
could,could,s,,
laugh,laugh,s,,
no,no,s,considrd,0
more,more,c,,
",",",",n,,
Then,then,s,,
Vulcan,vulcan,s,,
freed,freed,s,,
them,them,c,,
",",",",s,,
not,not,s,,
before,before,c,,
.,.,n,,
Now,now,s,,
Venus,venus,s,,
knowing,knowing,s,,
all,all,s,,
this,this,s,considrd,0
done,done,n,,
Was,was,s,,
first,first,s,,
discovered,discovered,s,strd,0
by,by,s,considrd,0
the,the,s,considrd,0
Sun,sun,c,,
;,;,n,,
Against,against,s,,
him,him,s,,
open,open,s,,
war,war,s,,
proclaims,proclaims,c,strd,0
",",",",n,,
And,and,s,,
at,at,s,considrd,0
him,him,s,,
her,her,s,,
revenge,revenge,s,,
she,she,s,considrd,0
aims,aims,c,strd,0
:,:,n,,
Cupid,cupid,s,,
she,she,s,considrd,0
uses,uses,s,strd,0
as,as,s,considrd,0
her,her,s,,
instrument,instrument,c,,
.,.,n,,
And,and,s,,
that,that,s,strd,0
is,is,s,strd,1
of,of,s,considrd,0
our,our,s,,
Scoene,scoene,s,,
the,the,s,considrd,0
sole,sole,s,,
argument,argument,c,,
.,.,n,,
WHy,why,s,,
lovely,lovely,s,,
Daphne,daphne,c,,
",",",",s,,
will,will,s,,
you,you,s,considrd,0
lose,lose,s,,
yo^,yo^,s,,
Youth,youth,c,,
",",",",n,,
And,and,s,,
let,let,s,,
your,your,s,,
best,best,s,,
hours,hours,s,strd,0
pass,pass,s,strd,0
yo^,yo^,s,,
Well,well,s,,
you,you,s,considrd,0
know,know,c,,
",",",",n,,
Beautie's,beautie's,s,,
a,a,s,considrd,0
Flower,flower,c,strd,0
",",",",s,,
which,which,s,considrd,0
not,not,s,,
being,being,s,,
cropped,cropped,s,strd,0
in,in,s,considrd,0
time,time,c,,
",",",",n,,
Soon,soon,s,strd,0
withers,withers,s,,
on,on,s,,
the,the,s,considrd,0
stalk,stalk,c,strd,0
",",",",s,,
and,and,s,,
then,then,s,,
(,(,c,,
alas,alas,c,,
),),n,,
Will,will,s,,
neither,neither,s,,
serve,serve,s,,
for,for,s,considrd,0
use,use,s,strd,0
nor,nor,s,,
ornament,ornament,c,,
.,.,n,,
You,you,s,considrd,0
owe,owe,s,,
me,me,s,,
sweet,sweet,s,,
grandchildren,grandchildren,c,strd,0
",",",",s,,
pretty,pretty,s,,
babes,babes,c,,
",",",",n,,
Even,even,s,,
for,for,s,considrd,0
your,your,s,,
birth,birth,s,,
you,you,s,considrd,0
do,do,c,,
:,:,s,,
it,it,s,,
is,is,s,considrd,0
a,a,s,considrd,0
debt,debt,n,,
That,that,s,considrd,0
I,i,s,considrd,0
would,would,s,,
see,see,s,,
discharged,discharged,c,strd,0
:,:,s,,
I,i,s,considrd,0
to,to,s,considrd,0
my,my,s,considrd,0
parents,parents,n,,
Paid,paid,s,,
it,it,s,,
in,in,s,considrd,0
thee,thee,c,,
;,;,s,,
it,it,s,,
is,is,s,considrd,0
a,a,s,considrd,0
Bond,bond,s,,
stands,stands,s,,
firm,firm,c,strd,0
",",",",n,,
'till,'till,s,,
canceld,canceld,s,,
in,in,s,considrd,0
thy,thy,s,considrd,0
sweet,sweet,s,,
posterity,posterity,c,strd,0
.,.,n,,
See,see,c,,
",",",",s,,
I,i,s,considrd,0
have,have,s,considrd,0
brought,brought,s,,
thee,thee,s,,
Suitors,suitors,c,,
",",",",s,,
choice,choice,s,strd,0
ones,ones,s,,
too,too,c,,
",",",",n,,
Two,two,s,,
noble,noble,s,,
Rivers,rivers,c,,
",",",",s,,
both,both,s,,
residing,residing,s,,
near,near,c,strd,0
",",",",n,,
Amphrisus,amphrisus,c,,
",",",",s,,
and,and,s,,
still-flowing,still-flowing,s,,
Appidans,appidans,c,,
",",",",n,,
Young,young,c,strd,0
",",",",s,,
and,and,s,,
of,of,s,considrd,0
means,means,c,,
",",",",s,,
both,both,s,,
active,active,s,,
and,and,s,,
of,of,s,considrd,0
strength,strength,n,,
To,to,s,considrd,0
wrestle,wrestle,s,,
against,against,s,,
barrenness,barrenness,c,strd,0
",",",",s,,
and,and,s,,
give,give,n,,
The,the,s,considrd,0
hug,hug,s,strd,0
the,the,s,considrd,0
foil,foil,c,strd,0
.,.,s,,
Being,being,s,,
dead,dead,c,,
",",",",s,,
I,i,s,considrd,0
live,live,s,,
in,in,s,considrd,0
thee,thee,c,,
:,:,n,,
Live,live,s,,
thou,thou,s,considrd,0
too,too,s,,
in,in,s,considrd,0
thine,thine,s,,
issue,issue,c,,
;,;,s,,
so,so,s,,
successively,successively,n,,
Our,our,s,,
Line,line,s,,
and,and,s,,
memory,memory,s,,
shall,shall,s,considrd,0
never,never,s,considrd,0
perish,perish,c,,
",",",",n,,
But,but,s,,
last,last,s,,
as,as,s,considrd,0
long,long,s,,
as,as,s,considrd,0
Time,time,c,,
.,.,nn,,
Your,your,s,,
father,father,s,,
(,(,c,,
Daphne,daphne,c,,
),),n,,
Counsels,counsels,s,,
with,with,s,considrd,0
judgment,judgment,c,strd,0
",",",",s,,
and,and,s,,
this,this,s,considrd,0
argument,argument,n,,
I,i,s,considrd,0
could,could,s,,
by,by,s,considrd,0
many,many,s,,
reasons,reasons,s,,
amplify,amplify,c,strd,0
.,.,n,,
As,as,c,considrd,0
",",",",s,,
That,that,s,considrd,0
without,without,s,,
succession,succession,s,,
(,(,c,,
one,one,s,,
age,age,s,,
past,past,c,,
),),n,,
Mankind,mankind,s,strd,0
should,should,s,,
cease,cease,s,,
to,to,s,considrd,0
be,be,c,considrd,0
.,.,s,,
O,o,s,,
what,what,s,,
a,a,s,considrd,0
punishment,punishment,n,,
Deserve,deserve,s,,
they,they,s,considrd,0
from,from,s,,
the,the,s,considrd,0
gods,gods,c,considrd,0
",",",",s,,
that,that,s,considrd,0
would,would,s,,
destroy,destroy,n,,
^o,^o,s,,
glorious,glorious,s,,
a,a,s,considrd,0
creation,creation,c,,
",",",",s,,
and,and,s,,
to,to,s,considrd,0
leave,leave,n,,
^o,^o,s,,
wonderful,wonderful,s,strd,0
a,a,s,considrd,0
fabric,fabric,s,strd,0
as,as,s,considrd,0
the,the,s,considrd,0
world,world,s,,
is,is,c,considrd,0
",",",",n,,
To,to,s,considrd,0
no,no,s,considrd,0
admirers,admirers,c,,
?,?,nn,,
Save,save,s,,
the,the,s,considrd,0
Plants,plants,s,,
and,and,s,,
Beasts,beasts,c,,
;,;,n,,
And,and,s,,
what,what,s,,
can,can,s,,
they,they,s,considrd,0
distinguish,distinguish,c,,
?,?,nn,,
Therefore,therefore,c,,
",",",",s,,
Daughter,daughter,n,,
