token,tokenToMatch,endReason,tag,tagIndex
SO,so,s,,
pace,pace,s,,
ye,ye,s,,
on,on,s,,
tryumphant,tryumphant,s,,
warriors,warriors,c,strd,0
",",",",n,,
Make,make,s,,
Venus,venus,s,,
Lemmon,lemmon,s,,
armd,armd,s,,
in,in,s,strd,0
all,all,s,strd,1
his,his,s,considrd,0
pomp,pomp,c,,
",",",",n,,
Bash,bash,s,,
at,at,s,considrd,0
the,the,s,considrd,0
brightness,brightness,s,strd,0
of,of,s,considrd,0
your,your,s,,
hardy,hardy,s,,
looks,looks,c,strd,0
",",",",n,,
For,for,s,considrd,0
you,you,s,considrd,0
the,the,s,considrd,0
Viceroyes,viceroyes,s,,
and,and,s,,
the,the,s,considrd,0
Caualires,caualires,c,,
",",",",n,,
That,that,s,considrd,0
wait,wait,s,,
on,on,s,,
Rasins,rasins,s,,
royal,royal,s,strd,0
mightiness,mightiness,c,strd,0
:,:,n,,
Boast,boast,s,,
petty,petty,s,strd,0
kings,kings,c,,
",",",",s,,
and,and,s,,
glory,glory,s,,
in,in,s,considrd,0
your,your,s,,
fates,fates,c,,
",",",",n,,
That,that,s,considrd,0
stars,stars,s,,
have,have,s,strd,0
made,made,s,,
your,your,s,,
fortunes,fortunes,s,,
clime,clime,s,,
so,so,s,,
high,high,c,,
",",",",n,,
To,to,s,considrd,0
give,give,s,strd,0
attend,attend,s,,
on,on,s,,
Rasins,rasins,s,,
excellence,excellence,c,,
.,.,n,,
Am,am,s,,
I,i,s,considrd,0
not,not,s,,
he,he,s,considrd,0
that,that,s,considrd,0
rules,rules,s,,
great,great,s,considrd,0
Niniuie,niniuie,c,,
",",",",n,,
Rounded,rounded,s,,
with,with,s,considrd,0
Lycas,lycas,s,,
silver,silver,s,strd,0
flowing,flowing,s,,
streams,streams,c,,
",",",",n,,
Whose,whose,s,,
City,city,s,strd,0
large,large,s,,
Diametri,diametri,s,,
contains,contains,c,strd,0
",",",",n,,
Even,even,s,strd,0
three,three,s,,
days,days,s,strd,0
iournies,iournies,s,,
length,length,s,,
from,from,s,,
wall,wall,s,,
to,to,s,considrd,0
wall,wall,c,,
",",",",n,,
Two,two,s,,
hundredth,hundredth,s,strd,0
gates,gates,s,,
carved,carved,s,strd,0
out,out,s,,
of,of,s,considrd,0
burnisht,burnisht,s,,
brass,brass,c,strd,0
",",",",n,,
As,as,s,considrd,0
glorious,glorious,s,,
as,as,s,considrd,0
the,the,s,considrd,0
portoyle,portoyle,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Sun,sun,c,strd,0
",",",",n,,
And,and,s,,
for,for,s,considrd,0
to,to,s,considrd,0
deck,deck,s,strd,0
heavens,heavens,s,strd,0
battlements,battlements,s,,
with,with,s,considrd,0
pride,pride,c,,
",",",",n,,
Six,six,s,,
hundredth,hundredth,s,strd,0
Towers,towers,s,,
that,that,s,considrd,0
toplesse,toplesse,s,,
touch,touch,s,,
the,the,s,considrd,0
clouds,clouds,c,strd,0
:,:,n,,
This,this,s,considrd,0
City,city,s,strd,0
is,is,s,considrd,0
the,the,s,considrd,0
footestoole,footestoole,s,,
of,of,s,considrd,0
your,your,s,,
King,king,c,,
",",",",n,,
A,a,s,considrd,0
hundredth,hundredth,s,strd,0
Lords,lords,s,considrd,0
do,do,s,,
honor,honor,s,strd,0
at,at,s,considrd,0
my,my,s,considrd,0
feet,feet,c,strd,0
",",",",n,,
My,my,s,considrd,0
scepter,scepter,s,,
straineth,straineth,s,,
both,both,s,,
the,the,s,considrd,0
poralels,poralels,c,,
",",",",n,,
And,and,s,,
now,now,s,,
to,to,s,considrd,0
t'enlarge,t'enlarge,s,,
the,the,s,considrd,0
highness,highness,s,strd,0
of,of,s,considrd,0
my,my,s,considrd,0
power,power,c,,
",",",",n,,
I,i,s,considrd,0
have,have,s,strd,0
made,made,s,,
Iudeas,iudeas,s,,
Monarch,monarch,s,,
flee,flee,s,,
the,the,s,considrd,0
field,field,c,,
",",",",n,,
And,and,s,,
beat,beat,s,,
proud,proud,s,,
Jeroboam,jeroboam,s,strd,0
from,from,s,,
