token,tokenToMatch,endReason,tag,tagIndex
THe,the,s,considrd,0
brothers,brothers,s,,
then,then,s,,
are,are,s,,
met,met,c,,
?,?,nn,,
They,they,s,considrd,0
are,are,c,,
.,.,nn,,
It,it,s,strd,0
Is,is,s,strd,1
thought,thought,s,,
they,they,s,considrd,0
may,may,s,,
be,be,s,considrd,0
reconciled,reconciled,c,strd,0
.,.,nn,,
It,it,s,strd,0
Is,is,s,strd,1
rather,rather,s,,
wished,wished,c,strd,0
.,.,n,,
For,for,s,considrd,0
such,such,s,,
whose,whose,s,,
reason,reason,s,,
do,do,s,strd,0
direct,direct,s,,
their,their,s,considrd,0
thoughts,thoughts,n,,
Without,without,s,,
self,self,s,strd,0
flattery,flattery,c,,
",",",",s,,
dare,dare,s,,
not,not,s,,
hope,hope,s,,
it,it,s,,
Baldwin,baldwin,c,,
",",",",n,,
The,the,s,considrd,0
fires,fires,s,,
of,of,s,considrd,0
love,love,s,,
which,which,s,considrd,0
the,the,s,considrd,0
dead,dead,s,,
Duke,duke,s,,
believed,believed,n,,
His,his,s,considrd,0
equal,equal,s,strd,0
care,care,s,,
of,of,s,considrd,0
both,both,s,,
would,would,s,,
have,have,s,considrd,0
united,united,c,,
",",",",n,,
Ambition,ambition,s,,
has,has,s,strd,0
divided,divided,c,,
;,;,s,,
and,and,s,,
there,there,s,considrd,0
are,are,n,,
Too,too,s,,
many,many,s,,
on,on,s,,
both,both,s,,
parts,parts,s,,
that,that,s,considrd,0
know,know,s,,
they,they,s,considrd,0
cannot,cannot,n,,
Or,or,s,considrd,0
rise,rise,s,,
to,to,s,considrd,0
wealth,wealth,s,,
or,or,s,considrd,0
honor,honor,c,strd,0
",",",",s,,
their,their,s,considrd,0
maine,maine,s,,
ends,ends,c,,
",",",",n,,
Unless,unless,s,strd,0
the,the,s,considrd,0
tempest,tempest,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Princes,princes,s,,
fury,fury,n,,
Make,make,s,,
troubled,troubled,s,,
Seas,seas,c,,
",",",",s,,
and,and,s,,
those,those,s,,
Seas,seas,s,,
yield,yield,s,strd,0
fit,fit,s,,
Billows,billows,n,strd,0
To,to,s,considrd,0
heave,heave,s,,
them,them,s,,
up,up,c,,
",",",",s,,
and,and,s,,
these,these,s,,
are,are,s,,
too,too,s,,
well,well,s,,
practiced,practiced,n,strd,0
In,in,s,considrd,0
their,their,s,considrd,0
bad,bad,s,,
arts,arts,s,,
to,to,s,considrd,0
give,give,s,,
way,way,s,,
to,to,s,considrd,0
a,a,s,considrd,0
calm,calm,c,strd,0
",",",",n,,
Which,which,s,considrd,0
yielding,yielding,s,strd,0
rest,rest,s,,
to,to,s,considrd,0
good,good,s,,
men,men,s,,
proves,proves,s,,
their,their,s,considrd,0
ruin,ruin,c,strd,0
.,.,nn,,
And,and,s,,
in,in,s,considrd,0
the,the,s,considrd,0
shipwreck,shipwreck,s,strd,0
of,of,s,considrd,0
their,their,s,considrd,0
hopes,hopes,s,,
and,and,s,,
fortunes,fortunes,n,,
The,the,s,considrd,0
Dukedom,dukedom,s,strd,0
might,might,s,,
be,be,s,considrd,0
saved,saved,c,strd,0
",",",",s,,
had,had,s,considrd,0
it,it,s,,
butten,butten,n,,
That,that,s,considrd,0
stood,stood,s,,
affected,affected,s,,
to,to,s,considrd,0
the,the,s,considrd,0
general,general,s,strd,0
good,good,c,,
",",",",n,,
With,with,s,considrd,0
that,that,s,considrd,0
confirmed,confirmed,s,strd,0
zeal,zeal,s,strd,0
which,which,s,considrd,0
brave,brave,s,,
Aubrey,aubrey,s,,
does,does,c,,
.,.,nn,,
He,he,s,considrd,0
is,is,s,considrd,0
indeed,indeed,s,,
the,the,s,considrd,0
perfect,perfect,s,,
character,character,s,,
of,of,s,considrd,0
a,a,s,considrd,0
good,good,s,,
man,man,c,,
",",",",n,,
And,and,s,,
so,so,s,,
his,his,s,considrd,0
actions,actions,s,,
speak,speak,s,,
him,him,c,,
.,.,nn,,
And,and,s,,
did,did,s,,
you,you,s,considrd,0
observe,observe,s,,
the,the,s,considrd,0
many,many,s,,
doubts,doubts,s,,
and,and,s,,
cautions,cautions,n,,
the,the,s,considrd,0
brothers,brothers,s,,
stood,stood,s,,
upon,upon,s,,
before,before,s,,
they,they,s,considrd,0
met,met,c,,
?,?,nn,,
I,i,s,considrd,0
did,did,c,,
",",",",s,,
and,and,s,,
yet,yet,s,,
that,that,s,considrd,0
ever,ever,s,,
brothers,brothers,s,,
should,should,n,,
Stand,stand,s,,
on,on,s,,
more,more,s,,
nice,nice,s,,
terms,terms,s,strd,0
then,then,s,,
sworn,sworn,s,strd,0
enemies,enemies,n,,
After,after,s,,
a,a,s,considrd,0
war,war,s,,
proclaimd,proclaimd,s,,
would,would,s,,
with,with,s,considrd,0
a,a,s,considrd,0
stranger,stranger,c,,
",",",",n,,
Wrong,wrong,s,,
the,the,s,considrd,0
reporters,reporters,s,,
credit,credit,c,,
;,;,s,,
they,they,s,considrd,0
saluted,saluted,n,,
At,at,s,considrd,0
distance,distance,c,,
",",",",s,,
and,and,s,,
so,so,s,,
strong,strong,s,,
was,was,s,,
the,the,s,considrd,0
suspicion,suspicion,n,,
Each,each,s,,
had,had,s,considrd,0
of,of,s,considrd,0
other,other,c,,
",",",",s,,
that,that,s,considrd,0
before,before,s,,
they,they,s,considrd,0
durst,durst,n,,
Embrace,embrace,c,,
",",",",s,,
they,they,s,considrd,0
were,were,s,,
by,by,s,considrd,0
several,several,s,strd,0
servants,servants,s,,
searched,searched,c,strd,0
",",",",n,,
As,as,s,considrd,0
doubting,doubting,s,,
concealed,concealed,s,strd,0
weapons,weapons,c,,
;,;,s,,
antidotes,antidotes,n,,
Taken,taken,s,strd,0
openly,openly,s,,
by,by,s,considrd,0
both,both,c,,
",",",",s,,
fearing,fearing,s,,
the,the,s,considrd,0
room,room,n,strd,0
Appointed,appointed,s,,
for,for,s,considrd,0
the,the,s,considrd,0
enterview,enterview,s,,
was,was,s,,
poisoned,poisoned,c,strd,0
;,;,n,,
The,the,s,considrd,0
chaires,chaires,s,,
and,and,s,,
cushions,cushions,s,,
with,with,s,considrd,0
like,like,s,,
care,care,s,,
survai'd,survai'd,c,,
",",",",n,,
And,and,s,,
in,in,s,considrd,0
a,a,s,considrd,0
word,word,c,,
",",",",s,,
in,in,s,considrd,0
every,every,s,,
circumstance,circumstance,n,,
So,so,s,,
jealous,jealous,s,,
on,on,s,,
both,both,s,,
parts,parts,c,,
",",",",s,,
that,that,s,considrd,0
it,it,s,,
is,is,s,considrd,0
more,more,n,,
Then,then,s,,
to,to,s,considrd,0
be,be,s,considrd,0
feared,feared,c,strd,0
",",",",s,,
concord,concord,s,,
can,can,s,,
never,never,s,considrd,0
join,join,n,strd,0
Minds,minds,s,strd,0
so,so,s,,
divided,divided,c,,
.,.,nn,,
Yet,yet,s,,
our,our,s,,
best,best,s,,
endeavors,endeavors,n,strd,0
Should,should,s,,
not,not,s,,
be,be,s,considrd,0
wanting,wanting,s,,
Gisbert,gisbert,c,,
.,.,nn,,
Neither,neither,s,,
shall,shall,s,considrd,0
they,they,c,considrd,0
",",",",n,,
But,but,s,,
what,what,s,,
are,are,s,,
these,these,c,,
?,?,nn,,
They,they,s,considrd,0
are,are,s,,
without,without,s,,
my,my,s,considrd,0
knowledge,knowledge,c,,
",",",",n,,
But,but,s,,
by,by,s,considrd,0
their,their,s,considrd,0
manners,manners,s,,
and,and,s,,
behaviors,behaviors,n,strd,0
They,they,s,considrd,0
should,should,s,,
express,express,s,strd,0
themselves,themselves,c,,
.,.,nn,,
Since,since,s,,
we,we,s,considrd,0
serve,serve,s,,
Rollo,rollo,n,,
The,the,s,considrd,0
eldest,eldest,s,,
Brother,brother,c,,
",",",",s,,
weel,weel,s,,
be,be,s,considrd,0
Rollians,rollians,c,,
",",",",n,,
Who,who,s,considrd,0
will,will,s,,
maintain,maintain,s,strd,0
us,us,s,,
as,as,s,considrd,0
brave,brave,s,,
as,as,s,considrd,0
Romans,romans,n,,
You,you,s,considrd,0
stand,stand,s,,
for,for,s,considrd,0
him,him,c,,
?,?,nn,,
I,i,s,considrd,0
do,do,c,strd,0
.,.,nn,,
Why,why,s,,
then,then,s,,
observe,observe,c,,
",",",",n,,
How,how,s,,
much,much,s,,
the,the,s,considrd,0
business,business,c,strd,0
",",",",s,,
the,the,s,considrd,0
so,so,s,,
longed,longed,s,strd,0
for,for,s,considrd,0
business,business,c,strd,0
",",",",n,,
