token,tokenToMatch,endReason,tag,tagIndex
Drink,drink,s,,
to,to,s,considrd,0
day,day,s,,
and,and,s,,
drown,drown,s,strd,0
all,all,s,,
sorrow,sorrow,c,,
",",",",n,,
You,you,s,considrd,0
shall,shall,s,considrd,0
perhaps,perhaps,s,,
not,not,s,,
do,do,s,strd,0
it,it,s,,
to,to,s,considrd,0
morrow,morrow,c,,
.,.,n,,
Best,best,s,,
while,while,s,,
you,you,s,considrd,0
have,have,s,considrd,0
it,it,s,,
use,use,s,,
your,your,s,,
breath,breath,c,,
",",",",n,,
There,there,s,considrd,0
is,is,s,considrd,0
no,no,s,considrd,0
drinking,drinking,s,,
after,after,s,,
death,death,c,,
.,.,n,,
Wine,wine,s,,
works,works,s,,
the,the,s,considrd,0
heart,heart,s,,
up,up,c,,
",",",",s,,
wakes,wakes,s,,
the,the,s,considrd,0
wi^,wi^,c,,
",",",",n,,
There,there,s,considrd,0
is,is,s,considrd,0
no,no,s,considrd,0
cure,cure,s,,
against,against,s,strd,0
age,age,s,,
but,but,s,,
it,it,c,,
.,.,n,,
It,it,s,,
helps,helps,s,,
the,the,s,considrd,0
headache,headache,c,strd,0
",",",",s,,
cough,cough,s,,
and,and,s,,
tissick,tissick,c,,
",",",",n,,
And,and,s,,
is,is,s,considrd,0
for,for,s,considrd,0
all,all,s,,
diseases,diseases,s,,
Physic,physic,c,strd,0
.,.,n,,
Then,then,s,,
let,let,s,,
us,us,s,,
swill,swill,s,,
boys,boys,s,strd,0
for,for,s,considrd,0
our,our,s,,
health,health,c,,
",",",",n,,
Who,who,s,considrd,0
drinks,drinks,s,,
well,well,c,,
",",",",s,,
loves,loves,s,,
the,the,s,considrd,0
common,common,s,considrd,0
wealth,wealth,c,,
.,.,n,,
And,and,s,,
he,he,s,considrd,0
that,that,s,considrd,0
will,will,s,,
to,to,s,considrd,0
bed,bed,s,,
go,go,s,strd,0
sober,sober,c,,
",",",",n,,
Falls,falls,s,,
with,with,s,considrd,0
the,the,s,considrd,0
leaf,leaf,s,strd,0
still,still,s,,
in,in,s,considrd,0
October,october,c,,
.,.,n,,
They,they,s,considrd,0
are,are,c,,
",",",",s,,
sir,sir,c,,
.,.,nn,,
It,it,s,strd,0
Is,is,s,strd,1
thought,thought,c,,
",",",",s,,
they,they,s,considrd,0
may,may,s,,
be,be,s,considrd,0
reconciled,reconciled,c,strd,0
.,.,nn,,
It,it,s,strd,0
Is,is,s,strd,1
rather,rather,s,,
wished,wished,c,strd,0
",",",",s,,
for,for,s,considrd,0
such,such,c,,
",",",",s,,
whose,whose,s,,
reason,reason,s,,
does,does,s,strd,0
direct,direct,s,,
their,their,s,considrd,0
thoughts,thoughts,s,,
without,without,n,,
self,self,s,strd,0
flattery^,flattery^,s,,
dare,dare,s,,
not,not,s,,
hope,hope,s,,
