tokenIndex,original
0,SOnne
6,haue
14,haue
59,boote
62,haue
64,worke
70,haue
79,vs
81,worke
84,heire
85,apparant
131,wil
153,tis
154,tis
158,Haue
161,Warwicke
174,Warwicke
186,neerer
190,comming
220,sonne
224,answere
227,ist
228,ist
232,vnlawfull
248,thinke
252,heare
267,subiect
270,owne
275,Princesse
283,Cosin
284,Warwicke
293,warre
303,Yorke
306,boare
318,heare
335,soule
340,bosome
353,haue
356,toucht
359,foule
361,Sonne
363,sonne
379,vnborne
391,subiectes
393,haue
397,thanke
401,haue
416,neuer
419,wee
427,haue
428,beene
434,halfe
439,rocke
454,birdes
463,heare
478,sonnes
483,haue
484,stoode
488,crowne
498,hath
500,proofe
503,valour
532,praied
534,blesse
536,heire
542,heire
555,neuer
561,sonne
564,Cosin
571,euer
574,coyle
579,soueraigne
583,beare
589,zeale
593,riuer
599,aboundance
604,Breakes
612,aboundant
618,O'er
619,swolne
622,extremitie
624,loue
632,auoid
634,womans
649,haue
652,vpon
656,Untill
662,eares
663,againe
665,Seeme
668,sorie
672,haue
677,sheele
678,sheele
694,helpt
699,shew
701,iustifie
705,euer
714,vpon
719,abhominable
741,womans
768,hadst
775,neuer
776,wouldst
777,haue
789,subiects
803,ist
804,ist
813,aske
828,Euen
833,Princesse
838,Thinke
841,meanely
847,spotlesse
862,faithfull
869,emperiall
870,maiestie
872,Hath
875,blesse
877,poore
883,Soueraigne
887,Queene
896,heauen
921,haue
925,haue
928,^nough
936,merie
958,onely
959,wee
960,haue
962,fidlers
970,haue
987,euen
997,vs
1004,Charitie
1005,giue
1006,vs
1013,Bedde
1021,leaue
1026,poore
1031,inchanted
1039,worke
1044,hath
1050,poore
1051,childe
1065,kneele
1067,reuerence
1070,feete
1082,haue
1085,haue
1087,vpon
1096,Peere
1100,poore
1103,maide
1105,liues
1111,worthines
1117,confesse
1122,Ladie
1123,Yorke
1129,duchesse
1135,Princesse
1155,U^to
1157,royall
1158,bloud
1160,Burgundie
1167,thinke
1174,thinke
1177,vaine
1182,fro^
1183,soule
1185,sinne
1187,farre
1193,farre
1194,^rom
1215,spleene
1217,hath
1233,Sain^
1243,sweete
1245,Ladie
1261,soueraignes
1275,Cosin
1277,haue
1288,Hath
1291,selfe
1292,alreadie
1296,Deere
1307,louing
1308,kindnesse
1311,Queene
1316,sweare
1318,doth
1320,soule
1342,weepe
1346,ile
1347,ile
1352,sodaine
1353,newes
1359,soueraigne
1368,hath
1375,Incouraging
1379,deliuer
1382,Henrie
1388,Towre
1395,flocke
1398,euerie
1411,twentie
1423,Meane
1442,Looke
1452,ile
1453,ile
1454,breake
1456,necke
1462,euasion
1493,Blacke
1496,euer
1510,Cosin
1519,weele
1520,weele
1530,Queene
1532,a^d
1534,beloued
1546,vp
1550,haughtie
1551,rebell
1553,Sirra
1564,conuey
1565,vs
1567,backe
1573,Maior
1583,readie
1601,drumme
1604,drumme
1610,drumme
1628,tis
1629,tis
1655,braue
1656,generall
1673,countrimen
1676,publikely
1677,proclaime
1685,Toucht
1691,Hennes
1694,Henrie
1698,lawfull
1709,vsurper
1724,faine
1732,yoake
1735,seruitude
1740,toile
1779,Henries
1780,poore
1791,subiects
1792,zeale
1795,vp
1796,iust
1806,proclaime
1809,libertie
1811,Libertie
1813,libertie
1815,libertie
1817,generall
1818,libertie
1838,rascall
1858,corne
1870,Thats
1873,greedie
1883,lawfull
1894,bloud
1907,lawfull
1914,thats
1941,quarrell
1944,selfe
1946,honourable
1991,aide
1994,annointed
1998,braue
2001,crie
2019,selues
2024,owne
2025,stampe
2029,coyne
2031,weele
2032,weele
2033,shooe
2048,Cheape
2053,weele
2054,weele
2056,pearles
2065,vse
2069,meale
2073,weele
2074,weele
2077,solemne
2085,receiue
2089,Crie
2093,libertie
2097,libertie
2103,slaues
2114,slaues
2124,indeede
2126,maist
2137,sirra
2171,Captaine
2187,veluet
2193,Silkes
2198,streetes
2200,bredth
2202,weele
2203,weele
2210,cockes
2217,drinke
2221,chaines
2229,plentie
2241,brauely
2250,euer
2258,speakes
2259,Captaine
2261,Looke
2266,hil
2269,discerne
2272,louely
2273,towne
2286,vpon
2299,doe
2301,heards
2303,Deere
2312,troupe
2314,hungrie
2320,eies
2321,vpon
2326,Looke
2329,Towre
2330,doth
2332,vs
2342,sixt
2354,slaues
2356,eies
2360,stomackes
2364,mault
2373,bodie
2375,roome
2381,speakes
2382,Captaine
2406,sute
2407,vs
2411,fruite
2412,vs
2417,vs
2419,sowle
2425,controule
2428,euer
2439,vs
2445,bodie
2446,aske
2462,Captaine
2465,whosoeuer
2469,Brauely
2483,lucke
2485,vs
2496,Cittizens
2499,themselues
2503,warre
2507,Haue
2508,yee
2512,euerie
2520,soone
2536,haue
2542,euerie
2552,armes
2559,heare
2561,readines
2564,neuer
2568,Subiects
2569,downe
2576,th^
2599,aduise
2608,affaires
2612,houre
2613,agoe
2633,meete
2649,vs
2658,haue
2660,Citie
2664,looke
2677,maisters
2688,pa^t
2705,neare
2714,neare
2722,Spaine
2738,neare
2764,confesse
2767,mischiefe
2784,seene
2796,sadnes
2834,meane
2845,doe
2860,defectiue
2863,vtterance
2871,Maior
2879,readie
2910,helpe
2914,needfull
2921,busie
2932,neuer
2960,euen
2964,Maior
2976,euerie
2998,comming
3011,vs
3022,halfe
3026,Wee
3031,giue
3039,prouoke
3040,vs
3053,pleasde
3055,whats
3056,whats
3068,Maior
3101,neuer
3104,warie
3119,Euen
3122,tarrie
3124,wel
3128,thinke
3130,on't
3131,on't
3172,counsell
3190,stoppe
3199,prouision
3202,haue
3204,shippes
3207,doubtfull
3220,seeke
3226,seemeth
3291,drawne
3296,defence
3300,Towre
3303,neighbour
3315,cleere
3317,riuer
3331,beate
3338,noyse
3342,prouide
3344,sodainely
3347,euerie
3365,newes
3373,Towre
3375,giues
3378,vnderstand
3381,hath
3384,armie
3398,tis
3399,tis
3407,wel
3418,vs
3420,resolue
3429,Preserue
3437,wiues
3440,seale
3445,liues
3449,Citie
3452,commaund
3466,shal
3472,walles
3477,slaues
3480,commaund
3484,beates
3494,Maior
3500,whats
3501,whats
3504,beates
3508,Cittie
3522,haue
3536,sirra
3563,haue
3575,troupes
3578,Citie
3582,haue
3584,vp
3586,armes
3590,soueraigne
3604,tels
3609,commeth
3614,defence
3618,craue
3653,teare
3655,peeces
3662,againe
3665,eares
3670,braue
3671,couragious
3675,Henries
3678,craue
3684,Henries
3686,commaund
3692,denie
3701,subiects
3713,vp
3721,th^u
3728,vndoubted
3742,beares
3747,defence
3755,armes
3764,euer
3772,Henrie
3780,Yorke
3781,doth
3782,claime
3786,whats
3787,whats
3790,answeres
3791,vs
3794,Sirra
3808,Shoare
3819,Shoare
3821,hath
3830,flowre
3835,beautie
3838,rebell
3839,euen
3841,verie
3844,Runne
3845,rascall
3852,Generall
3863,ransome
3866,wilt thou
3867,wilt thou
3869,stirre
3874,Shoare
3882,thats
3889,owne
3891,shee
