token,tokenToMatch,endReason,tag,tagIndex
MY,my,s,considrd,0
honored,honored,s,strd,0
Lord,lord,s,,
and,and,s,,
Lady,lady,c,,
",",",",n,,
May,may,s,,
that,that,s,considrd,0
great,great,s,considrd,0
hand,hand,s,,
that,that,s,considrd,0
made,made,s,,
ye,ye,n,,
Supply,supply,s,,
this,this,s,considrd,0
cheer,cheer,n,,
From,from,s,,
year,year,s,,
to,to,s,considrd,0
year,year,c,,
",",",",n,,
And,and,s,,
may,may,s,,
no,no,s,considrd,0
strength,strength,s,,
degrade,degrade,s,,
ye,ye,c,,
.,.,nn,,
I,i,s,considrd,0
am,am,s,,
a,a,s,considrd,0
bold,bold,s,,
intruder,intruder,c,,
",",",",n,,
Which,which,s,considrd,0
makes,makes,s,,
me,me,s,,
seem,seem,s,,
the,the,s,considrd,0
ruder,ruder,c,,
;,;,n,,
But,but,s,,
the,the,s,considrd,0
City,city,s,,
is,is,n,considrd,0
Much,much,s,,
used,used,s,strd,0
to,to,s,considrd,0
this,this,n,considrd,0
Since,since,s,,
civil,civil,s,,
War,war,s,,
subdued,subdued,s,strd,0
her,her,c,,
.,.,nn,,
We,we,s,considrd,0
are,are,s,,
no,no,s,considrd,0
Lance-presadoes,lance-presadoes,c,,
",",",",n,,
No,no,s,considrd,0
Basket-hilt,basket-hilt,s,,
Bravadoes,bravadoes,c,,
;,;,n,,
When,when,s,,
you,you,s,considrd,0
know,know,s,,
our,our,s,,
Names,names,n,,
You,you,s,strd,0
Will,will,s,strd,1
love,love,s,,
our,our,s,,
fames,fames,c,,
",",",",n,,
We,we,s,considrd,0
deal,deal,s,,
not,not,s,,
in,in,s,considrd,0
Grenades,grenades,c,strd,0
.,.,nn,,
We,we,s,considrd,0
come,come,s,,
not,not,s,,
to,to,s,considrd,0
invade,invade,s,,
ye,ye,c,,
",",",",n,,
Or,or,s,considrd,0
subt'ly,subt'ly,s,,
to,to,s,considrd,0
persuade,persuade,s,strd,0
ye,ye,c,,
;,;,nn,,
I,i,s,considrd,0
am,am,s,,
Truth,truth,s,,
(,(,c,,
in,in,s,considrd,0
a,a,s,considrd,0
word,word,c,,
),),nn,,
I,i,s,considrd,0
am,am,s,,
Plenty,plenty,c,,
",",",",s,,
my,my,s,considrd,0
Lord,lord,c,,
",",",",nn,,
And,and,s,,
I,i,s,considrd,0
am,am,s,,
Love,love,s,,
my,my,s,considrd,0
Lady,lady,c,,
.,.,nn,,
Let,let,s,,
Buff-coat,buff-coat,s,,
and,and,s,,
Feather,feather,nn,,
Go,go,s,,
drumming,drumming,s,,
together,together,c,,
:,:,nn,,
We,we,s,considrd,0
fear,fear,s,,
not,not,s,,
the,the,s,considrd,0
force,force,s,,
of,of,s,considrd,0
Invasion,invasion,c,,
.,.,nn,,
The,the,s,considrd,0
Voice,voice,s,,
and,and,s,,
the,the,s,considrd,0
Lute,lute,nn,,
Makes,makes,s,,
a,a,s,considrd,0
better,better,s,,
dispute,dispute,c,,
",",",",nn,,
Love,love,s,,
has,has,s,strd,0
the,the,s,considrd,0
best,best,s,,
art,art,s,,
of,of,s,considrd,0
persuasion,persuasion,c,strd,0
.,.,nn,,
But,but,s,,
stay,stay,c,,
",",",",s,,
methinks,methinks,s,,
our,our,s,,
Melody,melody,s,,
is,is,s,considrd,0
dull,dull,c,,
",",",",n,,
We,we,s,considrd,0
want,want,s,,
a,a,s,considrd,0
voice,voice,s,,
to,to,s,considrd,0
fill,fill,s,,
the,the,s,considrd,0
Chorus,chorus,s,,
full,full,c,,
.,.,nn,,
Truth,truth,c,,
",",",",s,,
where,where,s,,
is,is,s,considrd,0
Peace,peace,c,,
",",",",s,,
(,(,c,,
Truth,truth,c,,
),),s,,
her,her,s,,
absence,absence,s,,
is,is,s,considrd,0
no,no,s,considrd,0
wonder,wonder,c,,
",",",",n,,
For,for,s,considrd,0
Peace,peace,s,,
and,and,s,,
Truth,truth,s,,
have,have,s,considrd,0
been,been,s,,
long,long,s,,
time,time,s,,
asunder,asunder,c,,
:,:,n,,
Where,where,s,,
is,is,s,considrd,0
she,she,s,considrd,0
gone,gone,c,,
?,?,s,,
we,we,s,strd,0
will,will,s,strd,1
hawl,hawl,s,,
her,her,s,,
in,in,s,considrd,0
with,with,s,considrd,0
Cables,cables,c,,
.,.,nn,,
Peace,peace,s,,
seldom,seldom,s,,
goes,goes,s,,
where,where,s,,
Churches,churches,s,,
are,are,s,,
made,made,s,,
Stables,stables,c,,
.,.,nn,,
Peace,peace,s,,
never,never,s,considrd,0
comes,comes,s,,
amongst,amongst,s,,
those,those,s,,
sad,sad,s,,
disasters,disasters,c,,
",",",",n,,
Into,into,s,considrd,0
that,that,s,considrd,0
Land,land,s,,
where,where,s,,
Servants,servants,s,,
beat,beat,s,,
their,their,s,considrd,0
Masters,masters,c,,
:,:,nn,,
Peace,peace,s,,
seldom,seldom,s,,
into,into,s,considrd,0
such,such,s,,
confusion,confusion,s,,
comes,comes,n,,
Where,where,s,,
City,city,s,,
Charters,charters,s,,
are,are,s,,
made,made,s,,
heads,heads,s,,
for,for,s,considrd,0
Drums,drums,c,,
.,.,nn,,
Peace,peace,s,,
loves,loves,s,,
good,good,s,,
men,men,c,,
",",",",s,,
that,that,s,considrd,0
profess,profess,s,,
what,what,s,,
they,they,s,strd,0
will,will,s,strd,1
dye,dye,s,,
for,for,c,considrd,0
",",",",n,,
Not,not,s,,
such,such,s,,
as,as,s,considrd,0
make,make,s,,
Covenants,covenants,s,,
stand,stand,s,,
for,for,s,considrd,0
a,a,s,considrd,0
Cipher,cipher,c,,
.,.,nn,,
Peace,peace,s,,
never,never,s,strd,0
comes,comes,s,,
where,where,s,,
Brother,brother,s,,
does,does,s,strd,0
fight,fight,s,,
against,against,s,,
Brother,brother,c,,
",",",",n,,
Nor,nor,s,,
where,where,s,,
Protestations,protestations,s,,
drive,drive,s,,
out,out,s,,
one,one,s,,
another,another,c,,
.,.,nn,,
Peace,peace,s,,
knows,knows,s,,
that,that,s,considrd,0
the,the,s,considrd,0
Sword,sword,s,,
men,men,s,,
will,will,s,,
never,never,s,strd,0
be,be,s,considrd,0
true,true,s,,
friends,friends,c,,
",",",",n,,
For,for,s,considrd,0
Colonels,colonels,s,strd,0
like,like,s,,
Cobblers,cobblers,s,strd,0
are,are,s,,
awl,awl,s,,
for,for,s,considrd,0
their,their,s,considrd,0
ends,ends,c,,
;,;,n,,
She,she,s,considrd,0
never,never,s,considrd,0
appears,appears,c,,
",",",",s,,
(,(,c,,
though,though,s,,
she,she,s,considrd,0
very,very,s,,
much,much,s,,
pity,pity,c,strd,0
),),n,,
Where,where,s,,
a,a,s,considrd,0
bunch,bunch,s,,
of,of,s,considrd,0
Bandoleers,bandoleers,s,,
are,are,s,,
the,the,s,considrd,0
keys,keys,s,strd,0
of,of,s,considrd,0
a,a,s,considrd,0
City,city,c,,
.,.,nn,,
When,when,s,,
wisdom's,wisdom's,s,,
wanting,wanting,c,,
",",",",nn,,
And,and,s,,
zeal,zeal,s,,
is,is,s,considrd,0
canting,canting,c,,
",",",",nn,,
Then,then,s,,
rage,rage,s,,
is,is,s,considrd,0
ranting,ranting,c,,
",",",",nn,,
And,and,s,,
Peace,peace,s,,
lies,lies,s,strd,0
panting,panting,c,,
.,.,n,,
Then,then,s,,
blame,blame,s,,
not,not,s,,
the,the,s,considrd,0
words,words,s,,
of,of,s,considrd,0
our,our,s,,
Tongue,tongue,s,,
or,or,s,considrd,0
our,our,s,,
Pen,pen,c,,
",",",",n,,
We,we,s,considrd,0
shall,shall,s,considrd,0
never,never,s,strd,0
hold,hold,s,,
our,our,s,,
peace,peace,s,,
till,till,s,,
we,we,s,considrd,0
get,get,s,,
her,her,s,,
again,again,c,strd,0
:,:,n,,
For,for,s,considrd,0
Love,love,c,,
",",",",s,,
Truth,truth,c,,
",",",",s,,
and,and,s,,
Plenty,plenty,s,,
must,must,s,,
quickly,quickly,s,,
decay,decay,c,,
",",",",n,,
As,as,s,considrd,0
experience,experience,s,,
will,will,s,,
tell,tell,s,,
us,us,s,,
when,when,s,,
Peace,peace,s,,
is,is,s,considrd,0
away,away,c,,
.,.,nn,,
But,but,s,,
now,now,s,,
Peace,peace,s,,
is,is,s,considrd,0
gone,gone,n,,
And,and,s,,
has,has,s,strd,0
left,left,s,,
us,us,s,,
alone,alone,c,,
",",",",n,,
What,what,s,,
other,other,s,,
foundation,foundation,s,,
can,can,s,,
we,we,s,considrd,0
build,build,s,,
upon,upon,nn,,
Let,let,s,,
courage,courage,s,,
