token,tokenToMatch,endReason,tag,tagIndex
ALTHOUGH,although,s,strd,0
(,(,c,,
GENTLE,gentle,s,,
Reader,reader,c,,
),),s,,
thou,thou,s,considrd,0
may,may,s,strd,0
perhaps,perhaps,s,,
think,think,s,strd,0
me,me,s,strd,0
arrogant,arrogant,c,,
",",",",s,,
for,for,s,considrd,0
that,that,s,considrd,0
I,i,n,considrd,0
only,only,s,strd,0
among,among,s,,
so,so,s,,
many,many,s,,
fine,fine,s,,
wits,wits,s,strd,0
and,and,s,,
towardly,towardly,s,,
youth,youth,s,,
(,(,c,,
with,with,s,considrd,0
which,which,s,considrd,0
England,england,s,strd,0
this,this,s,considrd,0
day,day,n,,
florisheth,florisheth,c,,
),),s,,
have,have,s,strd,0
enterprised,enterprised,s,,
to,to,s,considrd,0
set,set,s,,
forth,forth,s,,
in,in,s,considrd,0
english,english,s,,
this,this,s,considrd,0
present,present,s,,
piece,piece,s,,
of,of,s,considrd,0
the,the,n,considrd,0
flower,flower,s,strd,0
of,of,s,considrd,0
all,all,s,,
writers,writers,c,,
",",",",s,,
Seneca,seneca,c,,
",",",",s,,
as,as,s,considrd,0
who,who,s,considrd,0
say,say,c,,
",",",",s,,
not,not,s,,
fearing,fearing,s,,
what,what,s,,
grauer,grauer,s,,
heads,heads,s,,
might,might,n,,
judge,judge,s,strd,0
of,of,s,considrd,0
me,me,c,,
",",",",s,,
in,in,s,considrd,0
attempting,attempting,s,,
so,so,s,,
hard,hard,s,,
a,a,s,considrd,0
thing,thing,c,,
",",",",s,,
yet,yet,s,,
upon,upon,s,strd,0
well,well,s,,
pondering,pondering,s,,
what,what,s,,
next,next,n,,
ensues,ensues,c,strd,0
",",",",s,,
I,i,s,considrd,0
trust,trust,s,,
both,both,s,,
thy,thy,s,considrd,0
self,self,s,strd,0
shall,shall,s,strd,0
clear,clear,s,strd,0
thine,thine,s,,
own,own,s,strd,0
suspicion,suspicion,c,,
",",",",s,,
and,and,s,,
thy,thy,n,considrd,0
changed,changed,s,strd,0
opinion,opinion,s,,
shall,shall,s,strd,0
judge,judge,s,strd,0
of,of,s,considrd,0
me,me,s,,
more,more,s,,
rightful,rightful,s,strd,0
sentence,sentence,c,,
.,.,s,,
For,for,s,considrd,0
neither,neither,s,,
have,have,s,strd,0
I,i,n,considrd,0
taken,taken,s,,
this,this,s,considrd,0
work,work,s,strd,0
first,first,s,,
in,in,s,considrd,0
hand,hand,c,,
",",",",s,,
as,as,s,considrd,0
once,once,s,,
entending,entending,s,,
it,it,s,,
should,should,s,,
come,come,s,,
to,to,s,considrd,0
light,light,s,,
(,(,c,,
of,of,n,considrd,0
well,well,s,,
doing,doing,s,strd,0
whereof,whereof,s,strd,0
I,i,s,considrd,0
utterly,utterly,s,strd,0
dispayred,dispayred,c,,
),),s,,
and,and,s,,
being,being,s,strd,0
done,done,s,,
but,but,s,,
for,for,s,considrd,0
mine,mine,s,strd,0
own,own,n,strd,0
private,private,s,strd,0
exercise,exercise,c,,
",",",",s,,
I,i,s,considrd,0
am,am,s,,
in,in,s,considrd,0
mine,mine,s,strd,0
opinion,opinion,s,,
herein,herein,s,,
blameles,blameles,c,,
",",",",s,,
though,though,s,strd,0
I,i,s,considrd,0
have,have,s,strd,0
(,(,c,,
to,to,n,considrd,0
prove,prove,s,strd,0
my,my,s,considrd,0
self,self,c,strd,0
),),s,,
privately,privately,s,strd,0
taken,taken,s,,
the,the,s,considrd,0
part,part,s,,
which,which,s,considrd,0
pleased,pleased,s,,
me,me,s,,
best,best,s,,
of,of,s,considrd,0
so,so,s,,
excellent,excellent,n,,
an,an,s,,
author,author,c,,
",",",",s,,
for,for,s,considrd,0
better,better,s,,
is,is,s,considrd,0
time,time,s,strd,0
spent,spent,s,,
in,in,s,considrd,0
the,the,s,considrd,0
best,best,s,,
then,then,s,,
other,other,c,,
",",",",s,,
and,and,s,,
at,at,s,considrd,0
first,first,s,,
to,to,n,considrd,0
attempt,attempt,s,,
the,the,s,considrd,0
hardest,hardest,s,,
writers,writers,c,,
",",",",s,,
shall,shall,s,considrd,0
make,make,s,,
a,a,s,considrd,0
man,man,s,strd,0
more,more,s,,
prompt,prompt,s,,
to,to,s,considrd,0
translate,translate,s,,
the,the,n,considrd,0
easier,easier,s,,
with,with,s,considrd,0
more,more,s,,
facility,facility,c,,
.,.,s,,
But,but,s,,
