tokenIndex,original
15,brest
23,Bee
26,Wynde
29,doth
40,som
48,prayes
65,kyngs
70,Ioy
76,welcom
77,freend
81,loues
86,liue
87,doth
95,renowne
105,Ayre
111,passe
118,knowyng
121,commyng
122,heer
128,goe
131,vnto
138,therof
153,gan
163,ritch
168,cam
191,comming
200,powre
211,deckt
227,laye
255,playn
258,shalbe
259,shalbe
269,highnes
273,duelie
286,vtter
289,vnknown
297,sutch
313,subiects
322,haue
323,enioyd
331,haue
336,employd
341,vp
359,neer
361,highnes
368,boyes
385,boyes
386,spake
395,theyr
397,whan
410,agaynst
416,Prynce
433,welcom
446,loe
454,subiects
455,dwels
460,neer
462,vew
465,ioy
469,bels
474,beareth
492,welcom
493,euery
497,wee
500,boyes
503,cam
509,Reioyce
514,withall
523,dueties
524,heer
551,mightie
557,myrth
567,warre
570,therfore
604,Warrs
632,haue
638,quarell
643,Iudge
665,aboue
670,vs
673,heer
675,doth
679,loue
682,sutch
692,staye
703,fearfull
714,sugred
720,brestes
737,vp
739,ynoughe
744,marchant
767,drosse
772,blinde
774,humour
780,mortall
791,warrs
794,wilfull
812,loyall
815,Agaynst
817,prowd
849,giue
858,feble
892,brest
900,heer
903,trauell
904,craueth
911,wold
931,Citties
941,desier
943,haue
985,fayr
1000,appoynted
1002,wayted
1005,highnes
1013,beyng
1014,setled
1020,peeces
1022,passyng
1047,watche
1052,hundreth
1054,apoynted
1057,Gard
1060,highnes
1073,Iohn
1101,Feble
1104,ioyned
1112,hil
1125,ther
1126,vnto
1133,Soldiours
1139,repayre
1144,vndersto^d
1147,passyng
1153,warrs
1154,beyng
1170,sayd
1178,wherfore
1189,heer
1198,Citie
1200,moue
1205,hath
1217,Sonday
1224,Colledge
1227,heer
1238,sayd
1244,songe
1247,speeche
1254,vnlooked
1261,songe
1266,boye
1269,subiects
1282,heer
1285,Ioye
1299,minde
1303,loues
1308,passyng
1309,hed
1322,throughly
1335,Heer
1344,Piller
1356,neer
1360,vs
1369,Colledg
1379,receyue
1400,hath
1404,payn
1412,harts
1415,yeld
1418,therfore
1437,Musicke
1470,Colledg
1472,dost
1483,doth
1496,heer
1522,receyue
1541,hateth
1556,frend
1562,therto
1599,vp
1600,ful
1601,ouer
1602,agaynst
1609,beynge
1614,shold
1615,haue
1621,vnderstanding
1624,deuised
1625,triumphe
1630,heer
1634,els
1635,shal
1653,dayes
1672,prayes
1676,liues
1696,braue
1720,warres
1721,begon
1749,haue
1750,sutch
1751,heauy
1780,apon
1787,wold
1790,moue
1797,saue
1799,drosse
1803,sutch
1807,haue
1810,heer
1821,vp
1839,Whan
1860,vp
1862,harts
1920,warrs
1923,tis
1924,tis
1947,salue
1951,downe
1971,fyer
1973,strawe
1984,crie
1999,browes
2004,starue
