tokenIndex,original
7,ile
8,ile
16,seene
18,Lyons
25,hath
26,seene
47,neighbour
63,bee
67,cudgell
76,neere
82,Lyons
92,businesse
95,affaire
131,o'this
132,o'this
174,what's
175,what's
181,beere
189,ro
200,winde
207,backe
209,doe
220,bee
235,speake
239,lesse
247,knowes
266,speake
271,businesse
278,Groome
293,parcell
299,beere
313,sixe
337,coales
340,owne
344,meane
348,warm'd
354,doe
396,meane
401,doe
403,thinke
415,hee
419,beleeve
467,serv'd
477,twaine
517,disguis'd
535,hath
536,beene
553,egge
559,Authoritie
568,comming
571,shew
599,Majestie
602,beene
643,beene
644,hang'd
647,smoake
654,alreadie
658,doe
668,that's
669,that's
675,smoak'd
703,owne
713,expresse
719,keyes
733,booke
737,shewes
738,mee
740,lesse
761,accompt
767,mercie
798,beene
802,beene
822,drawne
823,drie
838,wherewithall
841,entertaine
854,Embassadour
856,hee
902,conveighed
909,generall
916,backe
917,doore
924,neighbour
929,poore
935,hath
938,honour
945,beere
966,certaine
970,bee
983,beere
1027,owne
1120,braine
1133,doe's
1140,Aire
1151,Brittaine
1155,hath
1156,learn'd
1160,owne
1163,travell
1167,speakes
1185,Masques
1202,Beares
1236,honour
1242,bee
1243,knowne
1265,drinke
1295,sixe
1300,talke
1328,poore
1340,loafe
1347,beere
1359,doe's
1361,meane
1374,Beares
1376,Beares
1379,qualitie
1384,Beares
1387,Beares
1392,expresse
1411,Beares
1417,aforesayd
1418,sayes
1430,signe
1442,prettie
1451,Beares
1458,Beares
1479,owne
1483,bee
1485,Iohn
1497,christned
1514,hee
1526,sayes
1592,whipt
1595,Beares
1601,bee
1609,behalfe
1619,aforesayd
1636,hath
1639,securitie
1644,Ladie
1669,feare
1673,hath
1677,kinde
1681,binde
1686,behaviour
1698,ile
1699,ile
1700,helpe
1703,selfe
1708,seeme
1718,Beares
1744,feare
1761,helpe
1763,mee
1792,o'
1800,Prayes
1810,Ale-house
1819,Taverne
1838,Devill
1848,beene
1852,agen
1860,Beere
1873,burnes
1884,appeare
1894,shew
1895,th'
1896,yron
1900,wheele
1912,fel
1935,drinke
1942,stinke
1946,pisse
1959,day-light
1971,joyne
1974,coyne
1985,braines
1993,doe
2004,Ladie
2009,bowle
2012,broome
2019,Iorden
2027,Ladie
2043,stiffe
2059,roome
2072,Beares
2080,tis
2081,tis
2084,tis
2085,tis
2150,seene
2154,ayre
2195,halfe
2255,doe
2269,doe
2278,Turke
2292,Roome
2298,shew
2301,Countrey
2307,severall
2311,licence
2330,yow
2331,talke
2344,shew
2345,yow
2357,goe
2382,dere
2393,shew
2417,Roome
2419,tis
2420,tis
2422,Roome
2429,yow
2432,doe
2438,devill
2442,devill
2452,'tis
2453,'tis
2457,followes
2464,governe
2488,doe
2491,Maske
2523,goe
2538,deare
2543,deare
2547,yow
2559,dreame
2563,doe
2581,Reare
2582,Townes
2587,rejoyce
2595,harmonie
2607,Mortalls
2608,thinke
2610,hath
2628,immortall
2632,sleepe
2638,bindes
2649,Doth
2657,feele
2668,steele
2670,dipt
2683,filleth
2686,Confesse
2691,againe
2708,flie
2711,doe
2717,doe
2740,happie
2741,Iles
2758,himselfe
2769,mankinde
2772,seeke
2776,doth
2780,finde
2798,hath
2808,honour
2820,waite
2834,worke
2845,Sonne
2861,afarre
2873,starre
2895,Prophetick
2917,Designe
2929,shew
2931,severall
2935,voyce
2938,doth
2957,flie
2978,Shew
2988,passe
3019,Signes
3022,hath
3024,beene
3026,voyce
3045,hath
3064,Owle
3066,Doe
3068,proclaime
3071,shalt
3072,controle
3100,feare
3107,dost
3108,weare
3116,doe
3128,vertue
3156,what's
3157,what's
3161,Signe
3164,canst
3166,lesse
3182,inlarge
3187,pietie
3190,neighbours
3196,gaz'd
3201,wisdome
3204,doe
3206,amaz'd
3213,O'recome
3220,Safetie
3222,selfe
3229,goest
3240,Doe
3244,heare
3256,sweetnesse
3267,conceal'd
3275,reveal'd
3287,learne
3297,doe
3298,discerne
3303,th'increase
3304,th'increase
3312,Sonne
3313,Doe
3339,Nephewes
3342,Sonnes
3347,imbraces
3352,Iland
3360,expecteth
3362,returne
3369,burne
3385,Hee
3437,Ayre
3443,checke
3458,ratifie
3471,Destinie
3473,Deare
3478,Signe
3481,seale
3495,doe
3510,Soveraigne
3515,grand-children
3519,wee
3531,blest
3539,brest
3556,orbes
