token,tokenToMatch,endReason,tag,tagIndex
I,i,s,considrd,0
Have,have,s,strd,0
in,in,s,considrd,0
vain,vain,s,strd,0
past,past,s,,
through,through,s,,
each,each,s,,
stately,stately,s,,
street,street,c,strd,0
",",",",n,,
And,and,s,,
blinde-fold,blinde-fold,s,,
turning,turning,s,,
of,of,s,considrd,0
this,this,s,considrd,0
happy,happy,s,strd,0
town,town,c,strd,0
",",",",n,,
For,for,s,considrd,0
weal^h,weal^h,c,,
",",",",s,,
for,for,s,considrd,0
peace,peace,c,,
",",",",s,,
and,and,s,,
goodly,goodly,s,strd,0
government,government,c,strd,0
",",",",n,,
Yet,yet,s,,
can,can,s,,
I,i,s,considrd,0
not,not,s,,
find,find,s,strd,0
out,out,s,,
a,a,s,considrd,0
mind,mind,c,strd,0
",",",",s,,
a,a,s,considrd,0
heart,heart,n,,
For,for,s,considrd,0
blood,blood,s,,
and,and,s,,
causeless,causeless,s,strd,0
death,death,s,,
to,to,s,considrd,0
harbor,harbor,s,strd,0
in,in,c,considrd,0
;,;,n,,
They,they,s,considrd,0
all,all,s,,
are,are,s,,
bent,bent,s,,
with,with,s,considrd,0
virtuous,virtuous,s,strd,0
gainefull,gainefull,s,,
trade,trade,c,,
",",",",n,,
To,to,s,considrd,0
get,get,s,,
their,their,s,considrd,0
needmentes,needmentes,s,,
for,for,s,considrd,0
this,this,s,considrd,0
mortal,mortal,s,strd,0
life,life,c,,
",",",",n,,
And,and,s,,
will,will,s,,
not,not,s,,
soil,soil,s,strd,0
their,their,s,considrd,0
well,well,s,,
addicted,addicted,s,,
hearts,hearts,c,strd,0
:,:,n,,
With,with,s,considrd,0
rape,rape,c,,
",",",",s,,
extortion,extortion,c,,
",",",",s,,
murder,murder,c,strd,0
",",",",s,,
or,or,s,considrd,0
the,the,s,considrd,0
death,death,c,,
",",",",n,,
Of,of,s,considrd,0
friend,friend,s,,
or,or,s,considrd,0
foe,foe,c,,
",",",",s,,
to,to,s,considrd,0
gain,gain,s,strd,0
an,an,s,,
Empery,empery,c,,
.,.,n,,
I,i,s,considrd,0
cannot,cannot,s,,
glut,glut,s,,
my,my,s,considrd,0
blood,blood,s,,
delighted,delighted,s,,
eye,eye,c,,
;,;,n,,
With,with,s,considrd,0
mangled,mangled,s,,
bodies,bodies,s,,
which,which,s,considrd,0
do,do,s,,
gasp,gasp,s,strd,0
and,and,s,,
groan,groan,c,strd,0
",",",",n,,
Ready,ready,s,strd,0
to,to,s,considrd,0
pass,pass,s,strd,0
to,to,s,considrd,0
fair,fair,s,strd,0
Elysium,elysium,c,strd,0
",",",",n,,
Nor,nor,s,,
bath,bath,s,,
my,my,s,considrd,0
greedy,greedy,s,strd,0
hands,hands,s,strd,0
in,in,s,considrd,0
reeking,reeking,s,,
blood,blood,c,,
",",",",n,,
Of,of,s,considrd,0
fathers,fathers,s,,
by,by,s,considrd,0
their,their,s,considrd,0
children,children,s,,
murdered,murdered,c,strd,0
:,:,n,,
When,when,s,,
all,all,s,,
men,men,s,,
else,else,s,,
do,do,s,,
weep,weep,c,strd,0
",",",",s,,
lament,lament,s,,
and,and,s,,
wail,wail,c,strd,0
",",",",n,,
The,the,s,considrd,0
sad,sad,s,,
exploites,exploites,s,,
of,of,s,considrd,0
fearful,fearful,s,strd,0
tragedies,tragedies,c,,
",",",",n,,
It,it,s,,
glads,glads,s,,
me,me,s,,
so,so,c,,
",",",",s,,
that,that,s,considrd,0
it,it,s,,
delights,delights,s,strd,0
my,my,s,considrd,0
heart,heart,c,,
",",",",n,,
To,to,s,considrd,0
ad,ad,s,,
new,new,s,considrd,0
torments,torments,s,strd,0
to,to,s,considrd,0
their,their,s,considrd,0
bleeding,bleeding,s,,
smartes,smartes,c,,
.,.,n,,
But,but,s,,
here,here,s,,
comes,comes,s,,
Avarice,avarice,c,strd,0
",",",",s,,
as,as,s,considrd,0
if,if,s,,
he,he,s,considrd,0
sought,sought,c,,
",",",",n,,
Some,some,s,,
busy,busy,s,strd,0
work,work,s,strd,0
for,for,s,considrd,0
his,his,s,considrd,0
pernicious,pernicious,s,,
thought,thought,c,,
:,:,n,,
Whether,whether,s,,
so,so,s,,
fast,fast,s,,
all,all,s,,
griping,griping,s,,
Avarice,avarice,c,strd,0
?,?,n,,
Why,why,s,,
what,what,s,,
^arst,^arst,s,,
thou,thou,c,considrd,0
",",",",s,,
I,i,s,considrd,0
seeeke,seeeke,s,,
for,for,s,considrd,0
one,one,s,,
I,i,s,considrd,0
miss,miss,c,strd,0
.,.,nn,,
I,i,s,considrd,0
may,may,s,,
supply,supply,s,strd,0
the,the,s,considrd,0
man,man,s,,
you,you,s,considrd,0
wish,wish,s,,
to,to,s,considrd,0
have,have,c,strd,0
.,.,nn,,
Thou,thou,s,considrd,0
seems,seems,s,strd,0
to,to,s,considrd,0
be,be,s,considrd,0
a,a,s,considrd,0
bold,bold,s,,
audatious,audatious,s,,
knave,knave,c,strd,0
",",",",n,,
I,i,s,considrd,0
do,do,s,strd,0
not,not,s,,
like,like,s,,
intruding,intruding,s,,
company,company,c,strd,0
",",",",n,,
That,that,s,considrd,0
seek,seek,s,strd,0
to,to,s,considrd,0
undermine,undermine,s,strd,0
my,my,s,considrd,0
secrecy,secrecy,c,strd,0
.,.,nn,,
Mistrust,mistrust,s,,
me,me,s,,
not,not,s,,
I,i,s,considrd,0
am,am,s,,
thy,thy,s,considrd,0
faithful,faithful,s,strd,0
friend,friend,c,,
.,.,nn,,
Many,many,s,,
say,say,s,,
so,so,c,,
",",",",s,,
that,that,s,considrd,0
prove,prove,s,strd,0
false,false,s,,
in,in,s,considrd,0
the,the,s,considrd,0
end,end,c,,
.,.,nn,,
But,but,s,,
turn,turn,s,strd,0
about,about,s,,
and,and,s,,
thou,thou,s,strd,0
will,will,s,strd,1
know,know,s,,
my,my,s,considrd,0
face,face,c,,
",",",",nn,,
It,it,s,,
may,may,s,,
be,be,s,considrd,0
so,so,c,,
",",",",s,,
and,and,s,,
know,know,s,,
thy,thy,s,considrd,0
want,want,s,,
of,of,s,considrd,0
grace,grace,c,,
",",",",n,,
What,what,s,,
Homicide,homicide,s,,
thou,thou,s,considrd,0
art,art,s,,
the,the,s,considrd,0
man,man,s,,
I,i,s,considrd,0
seek,seek,c,strd,0
:,:,n,,
I,i,s,considrd,0
reconcile,reconcile,s,,
me,me,s,,
thus,thus,s,,
upon,upon,s,strd,0
thy,thy,s,considrd,0
cheek,cheek,c,strd,0
.,.,n,,
Had,had,s,strd,0
thou,thou,s,considrd,0
named,named,s,strd,0
blood,blood,s,,
and,and,s,,
damned,damned,s,strd,0
iniquity,iniquity,c,strd,0
",",",",n,,
I,i,s,considrd,0
had,had,s,considrd,0
for,for,s,considrd,0
borne,borne,s,,
to,to,s,considrd,0
bight,bight,s,,
so,so,s,,
bitterly,bitterly,c,strd,0
.,.,nn,,
Know,know,s,strd,0
thou,thou,s,considrd,0
a,a,s,considrd,0
heart,heart,s,strd,0
wide,wide,s,,
open,open,s,,
to,to,s,considrd,0
receive,receive,c,strd,0
",",",",n,,
A,a,s,considrd,0
plot,plot,s,,
of,of,s,considrd,0
horred,horred,s,,
desolation,desolation,c,,
",",",",n,,
Tell,tell,s,,
me,me,s,,
of,of,s,considrd,0
this,this,c,considrd,0
",",",",s,,
thou,thou,s,considrd,0
art,art,s,,
my,my,s,considrd,0
cheifest,cheifest,s,strd,0
good,good,c,,
",",",",n,,
And,and,s,,
I,i,s,considrd,0
will,will,s,,
quaffe,quaffe,s,,
thy,thy,s,considrd,0
health,health,s,,
in,in,s,considrd,0
bowls,bowls,s,strd,0
of,of,s,considrd,0
blood,blood,c,,
.,.,nn,,
I,i,s,considrd,0
know,know,s,,
two,two,s,,
men,men,c,,
",",",",s,,
that,that,s,considrd,0
seem,seem,s,strd,0
two,two,s,,
innocents,innocents,c,,
",",",",n,,
Whose,whose,s,,
looks,looks,s,strd,0
surueied,surueied,s,,
with,with,s,considrd,0
iuditiall,iuditiall,s,,
eyes,eyes,c,,
:,:,n,,
Would,would,s,,
seem,seem,s,strd,0
to,to,s,considrd,0
bear,bear,s,strd,0
the,the,s,considrd,0
marks,marks,s,strd,0
of,of,s,considrd,0
honesty,honesty,c,strd,0
",",",",n,,
But,but,s,,
snakes,snakes,s,,
find,find,s,strd,0
harbor,harbor,s,strd,0
among,among,s,strd,0
the,the,s,considrd,0
fairest,fairest,s,,
flowers,flowers,c,,
",",",",n,,
Then,then,s,,
never,never,s,strd,0
credit,credit,s,,
outward,outward,s,,
semblaunces,semblaunces,c,,
:,:,n,,
I,i,s,considrd,0
know,know,s,,
their,their,s,considrd,0
hearts,hearts,s,strd,0
relentlesse,relentlesse,s,,
merciless,merciless,c,strd,0
",",",",n,,
And,and,s,,
will,will,s,,
perform,perform,s,strd,0
through,through,s,,
hope,hope,s,,
of,of,s,considrd,0
benefit,benefit,c,,
:,:,n,,
More,more,s,,
dreadful,dreadful,s,strd,0
things,things,s,,
then,then,s,,
can,can,s,,
be,be,s,considrd,0
thought,thought,s,,
upon,upon,c,strd,0
.,.,nn,,
If,if,s,,
gain,gain,s,strd,0
will,will,s,,
draw,draw,c,,
",",",",s,,
I,i,s,considrd,0
prethy,prethy,s,,
then,then,s,,
allure,allure,c,,
",",",",n,,
Their,their,s,considrd,0
hungry,hungry,s,strd,0
hearts,hearts,s,strd,0
with,with,s,considrd,0
hope,hope,s,,
of,of,s,considrd,0
recompense,recompense,c,strd,0
",",",",n,,
But,but,s,,
tie,tie,s,strd,0
despair,despair,s,strd,0
unto,unto,s,strd,0
those,those,s,,
moving,moving,s,strd,0
hopes,hopes,c,,
",",",",n,,
Vnleast,vnleast,s,,
a,a,s,considrd,0
deed,deed,s,,
of,of,s,considrd,0
murder,murder,s,strd,0
farther,farther,s,,
it,it,c,,
",",",",n,,
Then,then,s,,
blood,blood,s,,
on,on,s,,
blood,blood,c,,
",",",",s,,
shall,shall,s,considrd,0
overtake,overtake,s,strd,0
them,them,s,,
all,all,c,,
",",",",n,,
And,and,s,,
we,we,s,considrd,0
will,will,s,,
make,make,s,,
a,a,s,considrd,0
bloody,bloody,s,strd,0
feastiuall,feastiuall,c,,
.,.,nn,,
The,the,s,considrd,0
plots,plots,s,,
are,are,s,,
laid,laid,c,strd,0
",",",",s,,
the,the,s,considrd,0
keys,keys,s,strd,0
of,of,s,considrd,0
golden,golden,s,,
coin,coin,c,strd,0
",",",",n,,
Has,has,s,strd,0
opened,opened,s,strd,0
the,the,s,considrd,0
secret,secret,s,,
closets,closets,s,,
of,of,s,considrd,0
their,their,s,considrd,0
hearts,hearts,c,strd,0
",",",",n,,
Inter,inter,c,,
",",",",s,,
insult,insult,c,,
",",",",s,,
make,make,s,,
captive,captive,s,strd,0
at,at,s,considrd,0
thy,thy,s,considrd,0
will,will,c,,
",",",",n,,
Themselves,themselves,c,strd,0
",",",",s,,
and,and,s,,
friends,friends,c,,
",",",",s,,
with,with,s,considrd,0
deeds,deeds,s,strd,0
of,of,s,considrd,0
damned,damned,s,,
ill,ill,c,,
:,:,n,,
Yonder,yonder,s,,
is,is,s,considrd,0
truth,truth,c,,
",",",",s,,
she,she,s,considrd,0
comes,comes,s,strd,0
to,to,s,considrd,0
bewail,bewail,c,strd,0
",",",",n,,
The,the,s,considrd,0
times,times,s,,
and,and,s,,
parties,parties,s,,
that,that,s,considrd,0
we,we,s,considrd,0
work,work,s,strd,0
upon,upon,c,strd,0
.,.,nn,,
Why,why,s,,
let,let,s,,
her,her,s,,
weep,weep,c,strd,0
",",",",s,,
lament,lament,c,,
",",",",s,,
and,and,s,,
morn,morn,s,strd,0
for,for,s,considrd,0
me,me,c,,
",",",",n,,
We,we,s,considrd,0
are,are,s,,
right,right,s,,
bred,bred,s,,
of,of,s,considrd,0
damned,damned,s,strd,0
iniquity,iniquity,c,strd,0
",",",",n,,
And,and,s,,
will,will,s,,
go,go,s,,
