token,tokenToMatch,endReason,tag,tagIndex
WHo,who,s,considrd,0
could,could,s,strd,0
expect,expect,s,,
such,such,s,,
crowding,crowding,s,,
here,here,s,,
to,to,s,considrd,0
day,day,c,,
",",",",n,,
Merely,merely,s,strd,0
on,on,s,,
the,the,s,considrd,0
report,report,s,,
of,of,s,considrd,0
a,a,s,considrd,0
new,new,s,considrd,0
Play,play,c,,
?,?,n,,
A,a,s,considrd,0
man,man,s,,
would,would,s,strd,0
think,think,s,,
you,you,s,strd,0
have,have,s,strd,1
been,been,s,,
so,so,s,,
often,often,s,,
bit,bit,n,,
By,by,s,considrd,0
us,us,s,,
of,of,s,considrd,0
late,late,c,,
",",",",s,,
you,you,s,considrd,0
should,should,s,strd,0
have,have,s,considrd,0
learned,learned,s,strd,0
more,more,s,,
wit,wit,c,,
",",",",n,,
And,and,s,,
first,first,s,,
have,have,s,considrd,0
sent,sent,s,,
a,a,s,considrd,0
Forlorne-hope,forlorne-hope,s,,
to,to,s,considrd,0
spy,spy,n,,
The,the,s,considrd,0
Plot,plot,s,,
and,and,s,,
Language,language,s,,
of,of,s,considrd,0
our,our,s,,
Comedy,comedy,c,,
",",",",n,,
Expecting,expecting,s,,
till,till,s,,
some,some,s,,
desperate,desperate,s,strd,0
Critticks,critticks,s,,
had,had,n,considrd,0
Resolved,resolved,s,strd,0
you,you,s,considrd,0
whether,whether,s,,
it,it,s,,
were,were,s,,
good,good,s,,
or,or,s,considrd,0
bad,bad,c,,
:,:,n,,
But,but,s,,
yet,yet,s,,
we,we,s,considrd,0
hope,hope,s,,
you,you,s,strd,0
will,will,s,strd,1
never,never,s,considrd,0
grow,grow,s,,
so,so,s,,
wise,wise,c,,
;,;,n,,
For,for,s,considrd,0
if,if,s,,
you,you,s,considrd,0
should,should,c,strd,0
",",",",s,,
we,we,s,considrd,0
and,and,s,,
our,our,s,,
Comedies,comedies,n,,
Must,must,s,,
trip,trip,s,,
to,to,s,considrd,0
Norwich,norwich,c,,
",",",",s,,
or,or,s,considrd,0
for,for,s,considrd,0
Ireland,ireland,s,,
go,go,c,,
",",",",n,,
And,and,s,,
never,never,s,considrd,0
fix,fix,c,,
",",",",s,,
but,but,c,,
",",",",s,,
like,like,s,,
a,a,s,considrd,0
Puppit-show,puppit-show,c,,
",",",",n,,
Remove,remove,s,,
from,from,s,,
Town,town,s,,
to,to,s,considrd,0
Town,town,c,,
",",",",s,,
from,from,s,,
Fair,fair,s,,
to,to,s,considrd,0
Fair,fair,c,,
",",",",n,,
Seeking,seeking,s,,
fit,fit,s,,
Chapmen,chapmen,s,,
to,to,s,considrd,0
put,put,s,,
off,off,s,,
our,our,s,,
Ware,ware,c,,
.,.,n,,
For,for,s,considrd,0
such,such,s,,
our,our,s,,
Fortune,fortune,s,,
is,is,s,considrd,0
this,this,s,considrd,0
barren,barren,s,,
Age,age,c,,
",",",",n,,
That,that,s,considrd,0
Faction,faction,s,,
now,now,c,,
",",",",s,,
not,not,s,,
Wit,wit,c,,
",",",",s,,
supports,supports,s,,
the,the,s,considrd,0
Stage,stage,c,,
:,:,n,,
Wit,wit,s,,
has,has,c,considrd,0
",",",",s,,
like,like,s,,
Painting,painting,c,,
",",",",s,,
had,had,s,considrd,0
her,her,s,,
happy,happy,s,,
flights,flights,c,,
",",",",n,,
And,and,s,,
in,in,s,considrd,0
peculiar,peculiar,s,,
Ages,ages,s,,
reached,reached,s,strd,0
her,her,s,,
heights,heights,c,,
",",",",n,,
Though,though,s,,
now,now,s,,
declined,declined,c,strd,0
;,;,s,,
yet,yet,s,,
could,could,s,strd,0
some,some,s,,
able,able,s,,
Pen,pen,n,,
Match,match,s,,
Fletcher's,fletcher's,s,,
Nature,nature,c,,
",",",",s,,
or,or,s,considrd,0
the,the,s,considrd,0
Art,art,s,,
of,of,s,considrd,0
Ben,ben,c,,
",",",",n,,
The,the,s,considrd,0
Old,old,s,,
and,and,s,,
Graver,graver,s,,
sort,sort,s,,
would,would,s,strd,0
scarce,scarce,s,,
allow,allow,n,,
Those,those,s,,
Plays,plays,s,,
were,were,s,,
good,good,c,,
",",",",s,,
because,because,s,,
we,we,s,considrd,0
writ,writ,s,,
them,them,s,,
now,now,c,,
.,.,n,,
Our,our,s,,
Author,author,s,,
therefore,therefore,s,,
begs,begs,s,,
you,you,s,considrd,0
would,would,s,strd,0
forget,forget,c,,
",",",",n,,
Most,most,s,,
Reverend,reverend,s,,
Judges,judges,c,strd,0
",",",",s,,
the,the,s,considrd,0
Records,records,s,,
of,of,s,considrd,0
Wit,wit,c,,
",",",",n,,
And,and,s,,
only,only,s,,
think,think,s,,
upon,upon,s,,
the,the,s,considrd,0
modern,modern,s,,
way,way,n,,
Of,of,s,considrd,0
writing,writing,c,,
",",",",s,,
whilst,whilst,s,,
you,you,s,strd,0
are,are,s,strd,1
Censuring,censuring,s,,
his,his,s,considrd,0
Play,play,c,,
.,.,n,,
And,and,s,,
Gallants,gallants,c,,
",",",",s,,
as,as,s,considrd,0
for,for,s,considrd,0
you,you,c,considrd,0
",",",",s,,
talk,talk,s,,
loud,loud,s,,
in,in,s,strd,0
the,the,s,strd,1
Pit,pit,c,,
",",",",n,,
Divert,divert,s,,
your,your,s,,
selves,selves,s,,
and,and,s,,
Friends,friends,s,,
with,with,s,considrd,0
your,your,s,,
own,own,s,,
Wit,wit,c,,
;,;,n,,
Observe,observe,s,,
the,the,s,considrd,0
Ladies,ladies,c,,
",",",",s,,
and,and,s,,
neglect,neglect,s,,
the,the,s,considrd,0
Play,play,c,,
;,;,n,,
Or,or,s,considrd,0
else,else,s,,
it,it,s,strd,0
is,is,s,strd,1
feared,feared,s,strd,0
we,we,s,considrd,0
